,book_id,text,part,page,book_title,section_title,corrected_id,part_of_multi_ids,corrected,text_nt,locs,misc,orgs,pers,topos_indices
5369,263.0,"(أَبُو بكر) بن نصر بن عمر بن هِلَال الشّرف الطَّائِي كَانَ يَسُوق نسبه لعَمْرو بن معدى كرب بن زيد الْخَيْر الحيشي الْحلَبِي البسطامي الشَّافِعِي الْمَاضِي حفيده أَبُو بكر بن مُحَمَّد وَابْنه وَيعرف بالحيشي ولد بقرية حيش من عمل حماة بِالْقربِ من المعرة وفارقها وَهُوَ ابْن عشر فَنزل المعرة واشتغل بهَا على شيوخها وَكَانَت لَهُ فِيهَا زَاوِيَة وَأَتْبَاع ثمَّ تحول مِنْهَا فِي سنة سِتّ عشرَة وَثَمَانمِائَة إِلَى حلب فقطنها بدار الْقُرْآن العشائرية للخطيب الْعَلَاء بن عشائر حَتَّى مَاتَ وَمن شُيُوخه فِي التصوف الْجلَال عبد الله البسطامي وَمُحَمّد القرمي وَكَذَا أَخذ عَن الشهَاب بن الناصح فِي آخَرين أَخذ عَنهُ جمَاعَة مِنْهُم صاحبنا الْبُرْهَان القادري ومواخيه الزين قَاسم الحيشي وَكَانَ عَالما زاهدا ورعا متعبدا بالتلاوة والمطالعة مداوما على الطَّهَارَة الْكَامِلَة سليم الصَّدْر كَرِيمًا مَقْصُودا بالزيارة ذَا مُرُوءَة وتودد وَقيام بمصالح مَعَ جمال الصُّورَة وَحسن الشَّمَائِل وَلِلنَّاسِ فِيهِ اعْتِقَاد ووجاهته فِي ناحيته متزايدة وَأَتْبَاعه كَثِيرُونَ بِحَيْثُ كَانَ لَهُ فِي حلب ونواحيها خَمْسَة عشرَة زَاوِيَة مشحونة بالفقراء البسطامية بل انْتَهَت إِلَيْهِ سيادة البسطامية بالمملكة الشامية بِدُونِ مشارك أَخْبرنِي بأكثره وبأزيد مِنْهُ حفيده وَكتبه لي بِخَطِّهِ وَقَالَ لي إِن شَيْخه أَبَا ذَر قَالَ لَهُ إِن وَالِده قَالَ لَهُ لَازم صحبته تسعد فَإِن نظره مَا وَقع على أحد إِلَّا وأفلح وَمَا رَأَيْت فِي عصري نَظِيره وَمَا حصل لي الْخَيْر إِلَّا بِصُحْبَتِهِ قَالَ أَبُو ذَر وَمَا كَانَ أبي يبْدَأ فِي قِرَاءَة البُخَارِيّ حَتَّى يَسْتَأْذِنهُ تبركا وَأول سنة قَرَأت أَنا الحَدِيث بِجَامِع حلب عرض لي فِي صوتي شَيْء بِحَيْثُ مَا كدت أنطق وَعجز
 


وَالِدي عَن مداواتي إِلَى أَن دخلت عَلَيْهِ يَوْمًا أطلب بركته فَوَجَدته يَأْكُل كشكا بِزَيْت فَأمرنِي بِالْأَكْلِ مَعَه فَلم تمكني مُخَالفَته فَكَانَ الشِّفَاء فِيهِ وأعلمت وَالِدي بذلك فَقَالَ أَو مَا علمت أَن طَعَامه شِفَاء وَالله مَا أَشك فِي كراماته وَلما ورد التقي الحصني حلب زَارَهُ فِي زاويته وَقَالَ مَا رَأَيْت مثله وَكَذَا قيل إِن شَيخنَا زَارَهُ وتأدب مَعَه جدا وَالْتمس دعاءه وَقَالَ ابْن الشماع طفت بِلَاد مصر وَالشَّام والحجاز فَمَا وَقع بَصرِي على نَظِيره وَقَالَ ابْن خطيب الناصرية أَنه مَا رأى مثل نَفسه وَلم يزل على وجاهته حَتَّى مَاتَ بعد تعلله بالفالج مُدَّة فِي لَيْلَة الْجُمُعَة تَاسِع عشر رَجَب سنة سِتّ وَأَرْبَعين وَقد قَارب التسعين رَحمَه الله ونفعنا بِهِ ",11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),False,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'نصر', 'بن', 'عمر', 'بن', 'هلال', 'الشرف', 'الطائي', 'كان', 'يسوق', 'نسبه', 'لعمرو', 'بن', 'معدى', 'كرب', 'بن', 'زيد', 'الخير', 'الحيشي', 'الحلبي', 'البسطامي', 'الشافعي', 'الماضي', 'حفيده', 'ابو', 'بكر', 'بن', 'محمد', 'وابنه', 'ويعرف', 'بالحيشي', 'ولد', 'بقرية', 'حيش', 'من', 'عمل', 'حماة', 'بالقرب', 'من', 'المعرة', 'وفارقها', 'وهو', 'ابن', 'عشر', 'فنزل', 'المعرة', 'واشتغل', 'بها', 'على', 'شيوخها', 'وكانت', 'له', 'فيها', 'زاوية', 'واتباع', 'ثم', 'تحول', 'منها', 'في', 'سنة', 'ست', 'عشرة', 'وثمانمائة', 'الى', 'حلب', 'فقطنها', 'بدار', 'القران', 'العشائرية', 'للخطيب', 'العلاء', 'بن', 'عشائر', 'حتى', 'مات', 'ومن', 'شيوخه', 'في', 'التصوف', 'الجلال', 'عبد', 'الله', 'البسطامي', 'ومحمد', 'القرمي', 'وكذا', 'اخذ', 'عن', 'الشهاب', 'بن', 'الناصح', 'في', 'اخرين', 'اخذ', 'عنه', 'جماعة', 'منهم', 'صاحبنا', 'البرهان', 'القادري', 'ومواخيه', 'الزين', 'قاسم', 'الحيشي', 'وكان', 'عالما', 'زاهدا', 'ورعا', 'متعبدا', 'بالتلاوة', 'والمطالعة', 'مداوما', 'على', 'الطهارة', 'الكاملة', 'سليم', 'الصدر', 'كريما', 'مقصودا', 'بالزيارة', 'ذا', 'مروءة', 'وتودد', 'وقيام', 'بمصالح', 'مع', 'جمال', 'الصورة', 'وحسن', 'الشمائل', 'وللناس', 'فيه', 'اعتقاد', 'ووجاهته', 'في', 'ناحيته', 'متزايدة', 'واتباعه', 'كثيرون', 'بحيث', 'كان', 'له', 'في', 'حلب', 'ونواحيها', 'خمسة', 'عشرة', 'زاوية', 'مشحونة', 'بالفقراء', 'البسطامية', 'بل', 'انتهت', 'اليه', 'سيادة', 'البسطامية', 'بالمملكة', 'الشامية', 'بدون', 'مشارك', 'اخبرني', 'باكثره', 'وبازيد', 'منه', 'حفيده', 'وكتبه', 'لي', 'بخطه', 'وقال', 'لي', 'ان', 'شيخه', 'ابا', 'ذر', 'قال', 'له', 'ان', 'والده', 'قال', 'له', 'لازم', 'صحبته', 'تسعد', 'فان', 'نظره', 'ما', 'وقع', 'على', 'احد', 'الا', 'وافلح', 'وما', 'رايت', 'في', 'عصري', 'نظيره', 'وما', 'حصل', 'لي', 'الخير', 'الا', 'بصحبته', 'قال', 'ابو', 'ذر', 'وما', 'كان', 'ابي', 'يبدا', 'في', 'قراءة', 'البخاري', 'حتى', 'يستاذنه', 'تبركا', 'واول', 'سنة', 'قرات', 'انا', 'الحديث', 'بجامع', 'حلب', 'عرض', 'لي', 'في', 'صوتي', 'شيء', 'بحيث', 'ما', 'كدت', 'انطق', 'وعجز', 'والدي', 'عن', 'مداواتي', 'الى', 'ان', 'دخلت', 'عليه', 'يوما', 'اطلب', 'بركته', 'فوجدته', 'ياكل', 'كشكا', 'بزيت', 'فامرني', 'بالاكل', 'معه', 'فلم', 'تمكني', 'مخالفته', 'فكان', 'الشفاء', 'فيه', 'واعلمت', 'والدي', 'بذلك', 'فقال', 'او', 'ما', 'علمت', 'ان', 'طعامه', 'شفاء', 'والله', 'ما', 'اشك', 'في', 'كراماته', 'ولما', 'ورد', 'التقي', 'الحصني', 'حلب', 'زاره', 'في', 'زاويته', 'وقال', 'ما', 'رايت', 'مثله', 'وكذا', 'قيل', 'ان', 'شيخنا', 'زاره', 'وتادب', 'معه', 'جدا', 'والتمس', 'دعاءه', 'وقال', 'ابن', 'الشماع', 'طفت', 'بلاد', 'مصر', 'والشام', 'والحجاز', 'فما', 'وقع', 'بصري', 'على', 'نظيره', 'وقال', 'ابن', 'خطيب', 'الناصرية', 'انه', 'ما', 'راى', 'مثل', 'نفسه', 'ولم', 'يزل', 'على', 'وجاهته', 'حتى', 'مات', 'بعد', 'تعلله', 'بالفالج', 'مدة', 'في', 'ليلة', 'الجمعة', 'تاسع', 'عشر', 'رجب', 'سنة', 'ست', 'واربعين', 'وقد', 'قارب', 'التسعين', 'رحمه', 'الله', 'ونفعنا', 'به']","['حماة', 'المملكة الشامية', 'حلب', 'مصر', 'حيش', 'الحجاز', 'الشام']","[['البخاري'], ['الله']]",,"[['أبو', 'بكر'], [')', 'بن', 'نصر', 'بن', 'عمر', 'بن', 'هلال', 'الشرف', 'الطائي'], ['ل+_عمرو', 'بن', 'معدي', 'كرب', 'بن', 'زيد', 'الخير', 'الحيشي'], ['أبو', 'بكر', 'بن', 'محمد'], ['بالحيشي'], ['العلاء', 'بن', 'عشائر'], ['عبد', 'الله', 'البسطامي'], ['و+_محمد', 'القرمي'], ['الشهاب', 'بن', 'الناصح'], ['البرهان', 'القادري'], ['الزين', 'قاسم', 'الحيشي'], ['أبا', 'ذر'], ['أبو', 'ذر'], ['أبي'], ['الحصني'], ['ابن', 'الشماع'], ['ابن', 'خطيب'], ['الناصرية']]","[669, 1276, 1470, 1581, 1751]"
5370,264.0,(أَبُو بكر) بن الْوَجِيه الخواجا فَخر الدّين السكندري مَاتَ بِمَكَّة فِي شعْبَان سنة أَربع وَسبعين أرخه ابْن فَهد وَلكنه لم يسمه وَكَانَ تَاجِرًا متمولا لَا يذكر بِغَيْر ذَلِك وَخلف أَوْلَاد أَرْبَعَة أَحْمد وَعلي وَبدر الدّين والمقبول وَهُوَ أَبُو بكر بن أَحْمد بن وجيه ,11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),False,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'الوجيه', 'الخواجا', 'فخر', 'الدين', 'السكندري', 'مات', 'بمكة', 'في', 'شعبان', 'سنة', 'اربع', 'وسبعين', 'ارخه', 'ابن', 'فهد', 'ولكنه', 'لم', 'يسمه', 'وكان', 'تاجرا', 'متمولا', 'لا', 'يذكر', 'بغير', 'ذلك', 'وخلف', 'اولاد', 'اربعة', 'احمد', 'وعلي', 'وبدر', 'الدين', 'والمقبول', 'وهو', 'ابو', 'بكر', 'بن', 'احمد', 'بن', 'وجيه']",['مكة'],,,"[['أبو', 'بكر'], [')', 'بن', 'الوجيه', 'الخواجا'], ['فخر', 'الدين', 'الNOAN'], ['ابن', 'فهد'], ['أحمد'], ['و+_علي'], ['و+_بدر', 'الدين'], ['و+_المقبول']]",[2060]
5371,265.0,(أَبُو بكر) بن وريور شيخ منية حلفا مَاتَ فِي سنة أَربع وَتِسْعين (أَبُو بكر) بن أبي الوفا هُوَ ابْن مُحَمَّد بن عَليّ بن أَحْمد ,11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),False,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'وريور', 'شيخ', 'منية', 'حلفا', 'مات', 'في', 'سنة', 'اربع', 'وتسعين', '(', 'ابو', 'بكر', ')', 'بن', 'ابي', 'الوفا', 'هو', 'ابن', 'محمد', 'بن', 'علي', 'بن', 'احمد']",,,,"[['أبو', 'بكر'], [')', 'بن', 'وريور'], ['أبو', 'بكر'], [')', 'بن', 'أبي', 'ألوفا']]",
5372,266.0,(أَبُو بكر) بن يحيى بن مُحَمَّد بن يملول بلامين وَسَماهُ بَعضهم أَحْمد بن مُحَمَّد أَبُو يحيى أَمِير توزر حاصره صَاحب إفريقية أَبُو فَارس حَتَّى قبض عَلَيْهِ فصلبه حَتَّى مَاتَ فِي سنة اثْنَتَيْنِ ذكره شَيخنَا فِي إنبائه وَطوله المقريزي فِي عقوده وَنسبه أَبَا بكر بن يحيى بن مُحَمَّد بن أَحْمد بن مُحَمَّد بن يملول وكناه أَبَا يحيى بن الْأَمِير أبي زَكَرِيَّا صَاحب توزر يُقَال أَنهم من تنوخ وَقَالَ إِنَّه قتل بِالْحِجَارَةِ رجما فِي رَجَب سنة اثْنَتَيْنِ وانقرضت بمهلكه دولة بني يملول وَكَانَ حسن السِّيرَة كثير الافضال فَسَاءَتْ سيرة وَلَده وَكَثُرت قبائحه وسفكه للدماء وَأَخذه الْأَمْوَال بِغَيْر حق فَلَا جرم أَن قطع الله دابره ,11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),False,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'يحيى', 'بن', 'محمد', 'بن', 'يملول', 'بلامين', 'وسماه', 'بعضهم', 'احمد', 'بن', 'محمد', 'ابو', 'يحيى', 'امير', 'توزر', 'حاصره', 'صاحب', 'افريقية', 'ابو', 'فارس', 'حتى', 'قبض', 'عليه', 'فصلبه', 'حتى', 'مات', 'في', 'سنة', 'اثنتين', 'ذكره', 'شيخنا', 'في', 'انبائه', 'وطوله', 'المقريزي', 'في', 'عقوده', 'ونسبه', 'ابا', 'بكر', 'بن', 'يحيى', 'بن', 'محمد', 'بن', 'احمد', 'بن', 'محمد', 'بن', 'يملول', 'وكناه', 'ابا', 'يحيى', 'بن', 'الامير', 'ابي', 'زكريا', 'صاحب', 'توزر', 'يقال', 'انهم', 'من', 'تنوخ', 'وقال', 'انه', 'قتل', 'بالحجارة', 'رجما', 'في', 'رجب', 'سنة', 'اثنتين', 'وانقرضت', 'بمهلكه', 'دولة', 'بني', 'يملول', 'وكان', 'حسن', 'السيرة', 'كثير', 'الافضال', 'فساءت', 'سيرة', 'ولده', 'وكثرت', 'قبائحه', 'وسفكه', 'للدماء', 'واخذه', 'الاموال', 'بغير', 'حق', 'فلا', 'جرم', 'ان', 'قطع', 'الله', 'دابره']","['توزر', 'تنوخ']",[['الله']],"[['بني', 'يملول']]","[['أبو', 'بكر'], [')', 'بن', 'يحيى', 'بن', 'محمد', 'بن', 'يملول'], ['أحمد', 'بن', 'محمد', 'أبو', 'يحيى'], ['أبو', 'فارس'], ['المقريزي'], ['أبا', 'بكر', 'بن', 'يحيى', 'بن', 'محمد', 'بن', 'أحمد', 'بن', 'محمد', 'بن', 'يملول'], ['أبا', 'يحيى', 'بن', 'الأمير', 'أبي', 'زكريا']]",[1035]
5373,267.0,"(أَبُو بكر) بن يعزا بِفَتْح الْمُثَنَّاة التَّحْتَانِيَّة وَالْعين الْمُهْملَة وَتَشْديد الزَّاي بعْدهَا ألف بن مُحَمَّد بن أبي بكر بن مُحَمَّد بن أبي بكر الحابري المغربي التاذلي نزيل مَكَّة ولد تَقْرِيبًا بتاذل من بِلَاد الْمغرب سنة خمس وَثَلَاثِينَ وَسَبْعمائة وَنَشَأ بهَا فحفظ الْقُرْآن وَقدم مَكَّة فِي سنة سِتّ أَو سبع وَسبعين وَحج وزار النَّبِي
 وَبَيت الْمُقَدّس ثمَّ رَجَعَ لمَكَّة وقطنها حَتَّى مَاتَ لم يخرج عَنْهَا إِلَّا مرّة للزيارة النَّبَوِيَّة وخدم الشَّيْخ مُوسَى المراكشي فَعَادَت بركته عَلَيْهِ مَاتَ فِي ربيع الآخر سنة سبع وَعشْرين بِمَكَّة عَن اثْنَتَيْنِ وَتِسْعين سنة وَدفن خلف ظهر شَيْخه ذكره ابْن فَهد نقلا عَن وَلَده الْجمال مُحَمَّد الْمَاضِي ",11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),False,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'يعزا', 'بفتح', 'المثناة', 'التحتانية', 'والعين', 'المهملة', 'وتشديد', 'الزاي', 'بعدها', 'الف', 'بن', 'محمد', 'بن', 'ابي', 'بكر', 'بن', 'محمد', 'بن', 'ابي', 'بكر', 'الحابري', 'المغربي', 'التاذلي', 'نزيل', 'مكة', 'ولد', 'تقريبا', 'بتاذل', 'من', 'بلاد', 'المغرب', 'سنة', 'خمس', 'وثلاثين', 'وسبعمائة', 'ونشا', 'بها', 'فحفظ', 'القران', 'وقدم', 'مكة', 'في', 'سنة', 'ست', 'او', 'سبع', 'وسبعين', 'وحج', 'وزار', 'النبي', 'وبيت', 'المقدس', 'ثم', 'رجع', 'لمكة', 'وقطنها', 'حتى', 'مات', 'لم', 'يخرج', 'عنها', 'الا', 'مرة', 'للزيارة', 'النبوية', 'وخدم', 'الشيخ', 'موسى', 'المراكشي', 'فعادت', 'بركته', 'عليه', 'مات', 'في', 'ربيع', 'الاخر', 'سنة', 'سبع', 'وعشرين', 'بمكة', 'عن', 'اثنتين', 'وتسعين', 'سنة', 'ودفن', 'خلف', 'ظهر', 'شيخه', 'ذكره', 'ابن', 'فهد', 'نقلا', 'عن', 'ولده', 'الجمال', 'محمد', 'الماضي']","['بتاذل', 'مكة', 'المثناة', 'بيت المقدس', 'المغرب']",,,"[['أبو', 'بكر'], [')', 'بن', 'يعزا'], ['ألف', 'بن', 'محمد', 'بن', 'أبي', 'بكر', 'بن', 'محمد', 'بن', 'أبي', 'بكر', 'الحابري'], ['موسى', 'المراكشي'], ['ابن', 'فهد'], ['الجمال', 'محمد']]","[81, 2060]"
5374,268.0,"{أَبُو بكر) بن يَعْقُوب بن عمر بن يَعْقُوب بن أويس الزين بن الخواجا
 


شرف الدّين الْكرْدِي الأَصْل القاهري الْحُسَيْنِي سبط القَاضِي الشَّمْس مُحَمَّد بن يُوسُف بن أبي بكر الحلاوي الْمَاضِي وَأَبوهُ وَيعرف الْأَب بكرد وَهُوَ بسبط الحلاوي كَانَ من ذَوي الْيَسَار جدا ثمَّ أملق من مُدَّة متطاولة بِحَيْثُ صَار يتَرَدَّد لكثير من الْأَعْيَان مِمَّن كَانَ يعرفهُ كالشرف الْأنْصَارِيّ تعرضا لنائلهم فَلَمَّا أَخذ أمره مَعَهم فِي التناقص عدل إِلَى الإقبال على الْكِتَابَة بِخَطِّهِ الْجيد لأبناء الْغمر وَنَحْوه وَقصد من يرغب فِي اقتناء الدفاتر من المتمولين بذلك وَمَعَ هَذَا فَلم يزل فقره فِي ازدياد وتشكيه مستفيض بَين الْعباد إِلَى أَن مَاتَ بعد تعلله مُدَّة فِي جُمَادَى الْآخِرَة سنة ثَمَان وَثَمَانِينَ وَدفن بحوش مَعْرُوف بهم بِالْقربِ من الرَّوْضَة خَارج بَاب النَّصْر وَكَانَ يتَرَدَّد إِلَيّ كثيرا بِسَبَب الِاسْتِعَارَة وَغَيرهَا رَحمَه الله وإيانا ",11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),True,True,,"['{', 'ابو', 'بكر', ')', 'بن', 'يعقوب', 'بن', 'عمر', 'بن', 'يعقوب', 'بن', 'اويس', 'الزين', 'بن', 'الخواجا', 'شرف', 'الدين', 'الكردي', 'الاصل', 'القاهري', 'الحسيني', 'سبط', 'القاضي', 'الشمس', 'محمد', 'بن', 'يوسف', 'بن', 'ابي', 'بكر', 'الحلاوي', 'الماضي', 'وابوه', 'ويعرف', 'الاب', 'بكرد', 'وهو', 'بسبط', 'الحلاوي', 'كان', 'من', 'ذوي', 'اليسار', 'جدا', 'ثم', 'املق', 'من', 'مدة', 'متطاولة', 'بحيث', 'صار', 'يتردد', 'لكثير', 'من', 'الاعيان', 'ممن', 'كان', 'يعرفه', 'كالشرف', 'الانصاري', 'تعرضا', 'لنائلهم', 'فلما', 'اخذ', 'امره', 'معهم', 'في', 'التناقص', 'عدل', 'الى', 'الاقبال', 'على', 'الكتابة', 'بخطه', 'الجيد', 'لابناء', 'الغمر', 'ونحوه', 'وقصد', 'من', 'يرغب', 'في', 'اقتناء', 'الدفاتر', 'من', 'المتمولين', 'بذلك', 'ومع', 'هذا', 'فلم', 'يزل', 'فقره', 'في', 'ازدياد', 'وتشكيه', 'مستفيض', 'بين', 'العباد', 'الى', 'ان', 'مات', 'بعد', 'تعلله', 'مدة', 'في', 'جمادى', 'الاخرة', 'سنة', 'ثمان', 'وثمانين', 'ودفن', 'بحوش', 'معروف', 'بهم', 'بالقرب', 'من', 'الروضة', 'خارج', 'باب', 'النصر', 'وكان', 'يتردد', 'الي', 'كثيرا', 'بسبب', 'الاستعارة', 'وغيرها', 'رحمه', 'الله', 'وايانا']","['باب النصر', 'الروضة']",[['الله']],,"[['أبو', 'بكر'], [')', 'بن', 'يعقوب', 'بن', 'عمر', 'بن', 'يعقوب', 'بن', 'اويس', 'الزين', 'بن', 'الخواجا'], ['شرف', 'الدين'], ['محمد', 'بن', 'يوسف', 'بن', 'أبي', 'بكر', 'الحلاوى'], ['ب+_كرد'], ['ب+_سبط', 'الحلاوى'], ['ك+_الشرف', 'الأنصاري']]",[]
5375,269.0,(أَبُو بكر) بن يُوسُف بن خَالِد بن أَيُّوب بن مُحَمَّد الشّرف بن قَاضِي الْقُضَاة الْجمال الربعِي الحسفاوي الْحلَبِي الشَّافِعِي عَم العزابي الْبَقَاء مُحَمَّد بن إِبْرَاهِيم بن يُوسُف قَاضِي الْقُضَاة ولد بعد سنة عشر وَثَمَانمِائَة وَسمع الْبُرْهَان الْحلَبِي وَشَيخنَا والشهاب بن زين الدّين وَغَيرهم واشتغل قَلِيلا وناب فِي الْقَضَاء عَن الشهَاب الزُّهْرِيّ واستقل بسرمين نَحوا من ثَلَاثِينَ سنة فَلَمَّا أُعِيد ابْن أَخِيه الْعِزّ لقَضَاء حلب أرسل إِلَيْهِ من الْقَاهِرَة يستخلفه وَمَات فِي سنة سبع وَثَمَانِينَ عَفا الله عَنهُ ,11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),False,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'يوسف', 'بن', 'خالد', 'بن', 'ايوب', 'بن', 'محمد', 'الشرف', 'بن', 'قاضي', 'القضاة', 'الجمال', 'الربعي', 'الحسفاوي', 'الحلبي', 'الشافعي', 'عم', 'العزابي', 'البقاء', 'محمد', 'بن', 'ابراهيم', 'بن', 'يوسف', 'قاضي', 'القضاة', 'ولد', 'بعد', 'سنة', 'عشر', 'وثمانمائة', 'وسمع', 'البرهان', 'الحلبي', 'وشيخنا', 'والشهاب', 'بن', 'زين', 'الدين', 'وغيرهم', 'واشتغل', 'قليلا', 'وناب', 'في', 'القضاء', 'عن', 'الشهاب', 'الزهري', 'واستقل', 'بسرمين', 'نحوا', 'من', 'ثلاثين', 'سنة', 'فلما', 'اعيد', 'ابن', 'اخيه', 'العز', 'لقضاء', 'حلب', 'ارسل', 'اليه', 'من', 'القاهرة', 'يستخلفه', 'ومات', 'في', 'سنة', 'سبع', 'وثمانين', 'عفا', 'الله', 'عنه']","['القاهرة', 'حلب', 'بسرمين']",[['الله']],,"[['أبو', 'بكر'], [')', 'بن', 'يوسف', 'بن', 'خالد', 'بن', 'أيوب', 'بن', 'محمد', 'الشرف', 'بن'], ['الجمال', 'الربعي', 'الحسفاوي'], ['العزابي'], ['محمد', 'بن', 'إبراهيم', 'بن', 'يوسف'], ['البرهان'], ['و+_الشهاب', 'بن', 'زين', 'الدين'], ['الشهاب', 'الزهري'], ['العز']]","[1501, 1581, 1751]"
5376,270.0,(أَبُو بكر) بن يُوسُف بن أبي الْفَتْح رَضِي الدّين الْعَدنِي الْخَطِيب وَيعرف بِابْن المستأذن قَالَ شَيخنَا فِي مُعْجَمه اشْتغل بِبَلَدِهِ وَقَرَأَ على بعض مَشَايِخنَا وَدخل مصر مرَارًا وَكَانَ يتَكَلَّم على النَّاس بِجَامِع عدن وينظم الشّعْر المقبول أَنْشدني من نظمه وَكَانَ بعض أَصْحَابنَا ينْسبهُ إِلَى المجازفة وَقَالَ فِي إنبائه حج كثيرا وَقدم الْقَاهِرَة وتعانى النّظر فِي الْأَدَب وَمهر فِي الْقرَاءَات وَتكلم على النَّاس وخطب وَلم ينجب سَمِعت من نظمه وَسمع مني كثيرا مَاتَ سنة سِتّ عشرَة وَقد جَازَ السّبْعين وَذكره المقريزي فِي عقوده وَأَنه أَخذ بِالْقَاهِرَةِ عَن علمائها وَقد دَخلهَا مرَارًا ,11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),False,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'يوسف', 'بن', 'ابي', 'الفتح', 'رضي', 'الدين', 'العدني', 'الخطيب', 'ويعرف', 'بابن', 'المستاذن', 'قال', 'شيخنا', 'في', 'معجمه', 'اشتغل', 'ببلده', 'وقرا', 'على', 'بعض', 'مشايخنا', 'ودخل', 'مصر', 'مرارا', 'وكان', 'يتكلم', 'على', 'الناس', 'بجامع', 'عدن', 'وينظم', 'الشعر', 'المقبول', 'انشدني', 'من', 'نظمه', 'وكان', 'بعض', 'اصحابنا', 'ينسبه', 'الى', 'المجازفة', 'وقال', 'في', 'انبائه', 'حج', 'كثيرا', 'وقدم', 'القاهرة', 'وتعانى', 'النظر', 'في', 'الادب', 'ومهر', 'في', 'القراءات', 'وتكلم', 'على', 'الناس', 'وخطب', 'ولم', 'ينجب', 'سمعت', 'من', 'نظمه', 'وسمع', 'مني', 'كثيرا', 'مات', 'سنة', 'ست', 'عشرة', 'وقد', 'جاز', 'السبعين', 'وذكره', 'المقريزي', 'في', 'عقوده', 'وانه', 'اخذ', 'بالقاهرة', 'عن', 'علمائها', 'وقد', 'دخلها', 'مرارا']","['مصر', 'القاهرة', 'عدن']",,,"[['أبو', 'بكر'], [')', 'بن', 'يوسف', 'بن', 'أبي', 'الفتح', 'رضي', 'الدين', 'العدني'], ['ب+_ابن', 'المستاذن'], ['المقريزي']]","[131, 219, 1501, 1645, 2020, 2197]"
5377,271.0,(أَبُو بكر) بن زين الدّين بن إِسْحَاق بن عُثْمَان الْهَمدَانِي الْخياط مَاتَ بِمَكَّة فِي ذِي الْحجَّة سنة سبع وَسِتِّينَ أرخه ابْن فَهد ,11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),True,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'زين', 'الدين', 'بن', 'اسحاق', 'بن', 'عثمان', 'الهمداني', 'الخياط', 'مات', 'بمكة', 'في', 'ذي', 'الحجة', 'سنة', 'سبع', 'وستين', 'ارخه', 'ابن', 'فهد']",['مكة'],,,"[['أبو', 'بكر'], [')', 'بن', 'زين', 'الدين', 'بن', 'إسحاق', 'بن', 'عثمان', 'الهمداني']]",[2060]
5378,272.0,(أَبُو بكر) بن أبي طَلْحَة يزِيد زكي الدّين الْمَيْدُومِيُّ الأَصْل الْمصْرِيّ الشَّافِعِي ولي أَمَانَة الحكم بِمصْر الْقَدِيمَة مَعَ النِّيَابَة وَكَانَ بهج الرُّؤْيَة مَاتَ فِي سنة بضع وَثَمَانِينَ ,11,90,كتاب الكنى,(حرف الْبَاء الْمُوَحدَة),True,True,,"['(', 'ابو', 'بكر', ')', 'بن', 'ابي', 'طلحة', 'يزيد', 'زكي', 'الدين', 'الميدومي', 'الاصل', 'المصري', 'الشافعي', 'ولي', 'امانة', 'الحكم', 'بمصر', 'القديمة', 'مع', 'النيابة', 'وكان', 'بهج', 'الرؤية', 'مات', 'في', 'سنة', 'بضع', 'وثمانين']",['مصر'],,,"[['أبو', 'بكر'], [')', 'بن', 'أبي', 'طلحة', 'يزيد', 'زكي', 'الدين', 'الميدومي'], ['الشافعي']]",[]
