token,tokenized,lemma,ne_label,pos
عمر,عمر,عُمَر,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
اسماعيل,إسماعيل,إِسْماعِيل,I-PERS,noun_prop
السراج,السراج,سِراج,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الخواجا,الخواجا,الخواجا,I-PERS,noun_prop
الشمس,الشمس,شَمْس,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
النحاس,النحاس,نَحّاس,I-PERS,noun_prop
الدمشقي,الدمشقي,دِمَشْقِيّ,I-PERS,adj
.,.,.,O,punc
ممن,ممن,مِن,O,prep
نبغ,نبغ,بَغَى,O,verb
في,في,فِي,O,prep
التجارة,التجارة,تِجارَة,O,noun
وجاور,و+_جاور,جاوَر,O,verb
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
مرارا,مرارا,مِرار,O,noun
بسببها,ب+_سببها,سَبَب,O,noun
فقدرت,ف+_قدرت,قَدَّر,O,verb
وفاته,وفاته,وَفاة,O,noun
بها,بها,بِ,O,prep
في,في,فِي,O,prep
جمادى,جمادى,جُمادَى,O,noun_prop
الاولى,الأولى,أُولَى,O,adj
سنة,سنة,سَنَة,O,noun
احدى,إحدى,أَحَد,O,noun
وستين,و+_ستين,سِتّ,O,noun
وفجع,و+_فجع,فَجَع,O,verb
به,به,بِ,O,prep
ابوه,أبوه,أَب,O,noun
.,.,.,O,punc
ارخه,أرخه,رَخِي,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
فهد,فهد,فَهْد,I-PERS,noun_prop
