token,tokenized,lemma,ne_label,pos
زينب,زينب,زَيْنَب,B-PERS,noun_prop
ابنة,ابنة,ٱِبْنَة,O,noun
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عميرة,عميرة,عميره,I-PERS,noun_prop
الكريدي,الكريدي,الكريدي,I-PERS,noun_prop
سبطة,سبطة,سَبِط,O,adj
خالتي,خالتي,خالَة,O,noun
عزيزة,عزيزة,عَزِيز,B-PERS,adj
وامها,و+_أمها,أُمّ,O,noun
فاطمة,فاطمة,فاطِمَة,B-PERS,noun_prop
.,.,.,O,punc
تزوجها,تزوجها,تَزَوَّج,O,verb
الشمس,الشمس,شَمْس,B-PERS,noun
الجزيري,الجزيري,الجزيري,I-PERS,noun_prop
فاضل,فاضل,فاضِل,I-PERS,noun_prop
الحنابلة,الحنابلة,حَنْبَلِيّ,I-PERS,noun_prop
وعلمها,و+_علمها,عِلْم,O,noun
الكتابة,الكتابة,كِتابَة,O,noun
والاستخراج,و+_الاستخراج,ٱِسْتِخْراج,O,noun
واستولدها,واستولدها,واستولدها,O,noun_prop
ابنته,ابنته,ٱِبْنَة,O,noun
ثم,ثم,ثُمَّ,O,adv
مات,مات,مات,O,verb
عنها,عنها,عَن,O,prep
فاتصلت,ف+_اتصلت,ٱِتَّصَل,O,verb
بغير,ب+_غير,غَيْر,O,noun
واحد,واحد,واحِد,O,noun
وحجت,و+_حجت,حَجا,O,verb
وجاورت,و+_جاورت,جاوَر,O,verb
