token,tokenized,lemma,ne_label,pos
عبد,عبد,عَبْد,B-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
السيد,السيد,سَيِّد,I-PERS,noun_prop
الجلال,الجلال,جَلال,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
القطب,القطب,قُطْب,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
المحب,المحب,مُحِبّ,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
النور,النور,نُور,I-PERS,noun_prop
الحسيني,الحسيني,حُسَيْنِيّ,I-PERS,noun_prop
الايجي,الايجي,الايجي,I-PERS,noun_prop
.,.,.,O,punc
اشتغل,أشتغل,ٱِشْتَغَل,O,verb
وفضل,و+_فضل,فَضْل,O,noun
وتزوج,و+_تزوج,تَزَوَّج,O,verb
حليمة,حليمة,حَلِيم,B-PERS,noun
ابنة,ابنة,ٱِبْنَة,O,noun
عم,عم,عَمّ,O,noun
ابيه,أبيه,أَب,O,noun
الصفي,الصفي,صَفِيّ,B-PERS,adj
عبد,عبد,عَبْد,B-PERS,noun_prop
الرحمن,الرحمن,رَحْمٰن,I-PERS,noun_prop
واستولدها,واستولدها,واستولدها,O,noun_prop
عائدة,عائدة,عائِد,B-PERS,adj
ومات,و+_مآت,مَأْتَى,O,noun
عنها,عنها,عَن,O,prep
شابا,شابا,شابّ,O,noun
قريبا,قريبا,قَرِيب,O,adj
من,من,مِن,O,prep
سنة,سنة,سَنَة,O,noun
ستين,ستين,سِتّ,O,noun
.,.,.,O,punc
