"token","tokenized","lemma","ne_label","pos"
"احمد","أحمد","أَحْمَد","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"سعد","سعد","سَعْد","I-PERS","noun_prop"
"الهندي","الهندي","هِنْدِيّ","I-PERS","adj"
"المكي","المكي","مَكِّيّ","I-PERS","adj"
"القائد","القائد","قائِد","O","noun"
"نائب","نائب","نائِب","O","noun"
"مكة","مكة","مَكَّة","B-LOC","noun_prop"
"للسيد","ل+_السيد","سَيِّد","O","noun_prop"
"بركات","بركات","بَرَكات","B-PERS","noun_prop"
"ثم","ثم","ثُمَّ","O","adv"
"لولده","ل+_ولده","وَلَد","O","noun"
"وكان","و+_كان","كان","O","verb"
"طويلا","طويلا","طَوِيل","O","adj"
"مهابا","مهابا","مَهاب","O","noun"
"جريئا","جريئا","جَرِيء","O","noun"
".",".",".","O","punc"
"مات","مات","مات","O","verb"
"في","في","فِي","O","prep"
"ليلة","ليلة","لَيْلَة","O","noun"
"الخميس","الخميس","خَمِيس","O","noun_prop"
"ثامن","ثامن","ثامِن","O","adj"
"المحرم","المحرم","مُحَرَّم","O","adj"
"سنة","سنة","سَنَة","O","noun"
"خمس","خمس","خَمْس","O","adj"
"وستين","و+_ستين","سِتّ","O","noun"
".",".",".","O","punc"
"ارخه","أرخه","رَخِي","O","verb"
"ابن","ابن","ٱِبْن","B-PERS","noun_prop"
"فهد","فهد","فَهْد","I-PERS","noun_prop"
".",".",".","O","punc"
