"token","tokenized","lemma","ne_label","pos"
"عبد","عبد","عَبْد","B-PERS","noun_prop"
"الرحيم","الرحيم","رَحِيم","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمود","محمود","مَحْمُود","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"عبد","عبد","عَبْد","I-PERS","noun_prop"
"الرحيم","الرحيم","رَحِيم","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"عبد","عبد","عَبْد","I-PERS","noun_prop"
"الوهاب","الوهاب","وَهّاب","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"احمد","أحمد","أَحْمَد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"عقيل","عقيل","عَقِيل","I-PERS","noun_prop"
"الزين","الزين","زَيْن","I-PERS","noun"
"بن","بن","بِن","I-PERS","noun_prop"
"البهاء","البهاء","بَهاء","I-PERS","noun"
"بن","بن","بِن","I-PERS","noun_prop"
"المحيوي","المحيوي","المحيوي","I-PERS","noun_prop"
"ابي","أبي","أَبِي","I-PERS","noun_prop"
"المعالي","المعالي","مَعْلاة","I-PERS","noun_prop"
"السلمي","السلمي","سِلْمِيّ","I-PERS","adj"
"البعلي","البعلي","بَعْلِيّ","I-PERS","adj"
"خطيبها","خطيبها","خَطِيب","O","noun"
"وابن","و+_ابن","ٱِبْن","O","noun"
"خطيبها","خطيبها","خَطِيب","O","noun"
"الشافعي","الشافعي","شافِعِيّ","I-PERS","adj"
".",".",".","O","punc"
"ولد","ولد","وَلَد","O","verb"
"في","في","فِي","O","prep"
"سنة","سنة","سَنَة","O","noun"
"تسع","تسع","تِسْع","O","adj"
"وعشرين","و+_عشرين","عِشْرُون","O","noun"
"وسبعمائة","و+_سبعمائة","سَبْعمائَة","O","noun"
"او","أو","أَو","O","conj"
"قبلها","قبلها","قِبَل","O","noun"
"،","،","،","O","punc"
"ومات","و+_مآت","مَأْتَى","O","noun"
"ابوه","أبوه","أَب","O","noun"
"وهو","و+_هو","هُوَ","O","pron"
"الكاتب","الكاتب","كاتِب","O","noun"
"المجود","المجود","مُجَوِّد","O","noun"
"الشهير","الشهير","شَهِير","O","adj"
"المترجم","المترجم","مُتَرْجِم","O","noun"
"في","في","فِي","O","prep"
"الدرر","الدرر","دِرَّة","O","noun"
"وابنه","و+_ابنه","ٱِبْن","O","noun"
"صغير","صغير","صَغِير","O","noun"
"فرباه","ف+_رباه","رَبّ","O","noun"
"جسده","جسده","جَسَد","O","noun"
"المترجم","المترجم","مُتَرْجِم","O","noun"
"ايضا","أيضا","أَيْض","O","noun"
"في","في","فِي","O","prep"
"الدرر","الدرر","دِرَّة","O","noun"
"واستقرت","و+_استقرت","ٱِسْتَقَرّ","O","verb"
"خطابة","خطابه","خِطاب","O","noun"
"بلده","بلده","بَلَد","O","noun"
"باسمه","ب+_اسمه","ٱِسْم","O","noun"
"تبعا","تبعا","تَبَع","O","noun"
"لسلفه","ل+_سلفه","سالِف","O","noun"
"فانها","ف+_إنها","إِنَّ","O","verb_pseudo"
"بيدهم","ب+_يدهم","يَد","O","noun"
"منذ","منذ","مُنْذُ","O","conj"
"اربعمائة","أربعمائة","أَرْبَعمائَة","O","noun"
"سنة","سنة","سَنَة","O","noun"
"فيما","فيما","ما","O","conj_sub"
"قيل","قيل","قال","O","verb"
"وحدث","و+_حدث","حَدَث","O","noun"
"عن","عن","عَن","O","prep"
"الحجار","الحجار","حَجّار","O","noun"
"وغير","و+_غير","غَيْر","O","noun"
"بالاجازة","ب+_الإجازة","إِجازَة","O","noun"
"وكان","و+_كان","كان","O","verb"
"من","من","مِن","O","prep"
"اعيان","أعيان","أَعْيان","O","noun"
"شهود","شهود","شاهِد","O","noun"
"بلده","بلده","بَلَد","O","noun"
"موصوفا","موصوفا","مَوْصُوف","O","noun"
"بالخير","ب+_الخير","خَيْر","O","noun"
".",".",".","O","punc"
"مات","مات","مات","O","verb"
"في","في","فِي","O","prep"
"ربيع","ربيع","رَبِيع","O","noun_prop"
"الاول","الأول","أَوَّل","O","adj"
"سنة","سنة","سَنَة","O","noun"
"اثنتي","ٱثنتي","ٱِثْنَتا","O","noun"
"عشرة","عشرة","عَشَرَة","O","noun"
".",".",".","O","punc"
"ذكره","ذكره","ذَكَر","O","verb"
"شيخنا","شيخنا","شَيْخ","O","noun"
"في","في","فِي","O","prep"
"انبائه","أنبائه","نَبَأ","O","noun"
".",".",".","O","punc"
