token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
المحسن,المحسن,مُحْسِن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عنان,عنان,عَنان,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
منجا,منجا,منجا,I-PERS,noun_prop
الزين,الزين,زَيْن,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الشمس,الشمس,شَمْس,I-PERS,noun
الدجوي,الدجوي,الدجوي,I-PERS,noun_prop
الاصل,الأصل,أَصْل,O,noun
القاهري,القاهري,قاهِرِيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
والد,والد,والِد,O,noun
المحب,المحب,مُحِبّ,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
الاتي,الآتي,آتِي,I-PERS,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بالدجوي,بالدجوي,بالدجوي,B-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
المحرم,المحرم,مُحَرَّم,O,adj
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
وعشرين,و+_عشرين,عِشْرُون,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فحفظ,ف+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
والحاوي,و+_الحاوي,حاوِي,O,noun
والفية,و+_إلفيه,إِلْف,O,noun
النحو,النحو,نَحْو,O,noun
وعرض,و+_عرض,عَرَض,O,verb
على,على,عَلَى,O,prep
جماعة,جماعة,جَماعَة,O,noun
وقرا,و+_قرآ,قَرَأ,O,verb
على,على,عَلَى,O,prep
العيني,العيني,عَيْنِيّ,B-PERS,adj
في,في,فِي,O,prep
تصريف,تصريف,تَصْرِيف,O,noun
العزي,العزى,عُزَّى,B-PERS,noun_prop
ولازمة,و+_ل+_أزمة,أَزْمَة,B-PERS,noun
وعلى,و+_على,عَلَى,O,prep
الشمس,الشمس,شَمْس,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
العماد,العماد,عِماد,I-PERS,noun
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
بل,بل,بَل,O,conj
حضر,حضر,حَضَر,O,verb
دروس,دروس,دَرْس,O,noun
العلم,العلم,عِلْم,O,noun
البلقيني,البلقيني,البلقيني,B-PERS,noun_prop
والمناوي,و+_المناوي,مُناوِي,B-PERS,adj
وغيرهما,و+_غيرهما,غَيْر,O,noun
وسمع,و+_سمع,سَمِع,O,verb
على,على,عَلَى,O,prep
شيخنا,شيخنا,شَيْخ,O,noun
ابن,ابن,ٱِبْن,B-PERS,noun_prop
اصيل,أصيل,أَصِيل,I-PERS,noun
وكتب,و+_كتب,كَتَب,O,verb
يسيرا,يسيرا,سار,O,verb
على,على,عَلَى,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
حجاج,حجاج,حاجّ,I-PERS,noun
،,،,،,O,punc
وتكسب,و+_تكسب,كَسَب,O,verb
بالشهادة,ب+_الشهادة,شَهادَة,O,noun
وتميز,و+_تميز,مَيَّز,O,verb
فيها,فيها,فِي,O,prep
وعرف,و+_عرف,عَرَف,O,verb
بمزيد,ب+_مزيد,مَزِيد,O,noun
الهمة,الهمة,هِمَّة,O,noun
والفتوة,و+_ألفتوه,أَلْفَت,O,verb
مع,مع,مَع,O,prep
التقلل,التقلل,التقلل,O,noun_prop
ومخالطة,و+_مخالطة,مُخالَط,O,adj
الناس,الناس,ناس,O,noun
وناب,و+_نأب,أَبَى,O,verb
في,في,فِي,O,prep
القضاء,القضاء,قَضاء,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وستين,و+_ستين,سِتّ,O,noun
عن,عن,عَن,O,prep
البلقيني,البلقيني,البلقيني,B-PERS,noun_prop
فمن,ف+_من,مِن,O,prep
بعده,بعده,بُعْد,O,noun
وخطب,و+_خطب,خُطْبَة,O,noun
ببعض,ب+_بعض,بَعْض,O,adj
الاماكن,الأماكن,مَكان,O,noun
،,،,،,O,punc
واثكل,و+_أثكل,ثَكِل,O,verb
ولدا,ولدا,وَلَد,O,verb
له,له,لِ,O,prep
شابا,شابا,شابّ,O,noun
حسنا,حسنا,حُسْن,O,noun
فصبر,ف+_صبر,صَبْر,O,noun
،,،,،,O,punc
وحج,و+_حج,حَجّ,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وثمانين,و+_ثمانين,ثَمانِي,O,noun
ونظم,و+_نظم,نَظَّم,O,verb
