token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
معبد,معبد,مَعْبَد,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
الشمس,الشمس,شَمْس,I-PERS,noun
المقدسي,المقدسي,مَقْدِسِيّ,I-PERS,adj
المدني,المدني,مَدَنِيّ,I-PERS,adj
ثم,ثم,ثُمَّ,O,adv
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
المالكي,المالكي,مالِكِيّ,I-PERS,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بالمدني,ب+_المدني,مَدَنِيّ,B-PERS,adj
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
وخمسين,و+_خمسين,خَمْس,O,noun
واذن,و+_إذن,إِذْن,O,noun
بالمدينة,ب+_المدينة,مَدِينَة,B-LOC,noun
النبوية,النبوية,نَبَوِيّ,I-LOC,adj
ثم,ثم,ثُمَّ,O,adv
قطن,قطن,قُطْن,O,noun
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
قليلا,قليلا,قَلِيل,O,adj
واخذ,و+_أخذ,أَخَذ,O,verb
عن,عن,عَن,O,prep
الجمال,الجمال,جَمال,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
خير,خير,خَيْر,I-PERS,noun
ولازمه,و+_ل+_أزمة,أَزْمَة,O,noun
وسمع,و+_سمع,سَمِع,O,verb
الحديث,الحديث,حَدِيث,O,noun
من,من,مِن,O,prep
المحيوي,المحيوي,المحيوي,B-PERS,noun_prop
عبد,عبد,عَبْد,B-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
وحدث,و+_حدث,حَدَث,O,noun
عنه,عنه,عَن,O,prep
بالزهد,ب+_الزهد,زُهْد,B-PERS,noun
للبيهقي,للبيهقي,للبيهقي,B-PERS,noun_prop
،,،,،,O,punc
ثم,ثم,ثُمَّ,O,adv
ولي,ولي,وَلِيّ,O,noun
تدريس,تدريس,تَدْرِيس,O,noun
الحديث,الحديث,حَدِيث,O,noun
بالشيخونية,بالشيخونية,بالشيخونيه,B-PERS,noun_prop
فباشره,ف+_باشره,باشَر,O,verb
مع,مع,مَع,O,prep
قلة,قلة,قِلَّة,O,noun
علمه,علمه,عِلْم,O,noun
به,به,بِ,O,prep
مدة,مدة,مُدَّة,O,noun
ثم,ثم,ثُمَّ,O,adv
نزل,نزل,نَزَل,O,verb
لشيخنا,ل+_شيخنا,شَيْخ,B-PERS,noun
عنه,عنه,عَن,O,prep
ثم,ثم,ثُمَّ,O,adv
ولي,ولي,وَلِيّ,O,noun
قضاء,قضاء,قَضاء,O,noun
المالكية,المالكية,مالِكِيّ,B-ORG,noun
بعناية,ب+_عناية,عِنايَة,O,noun
فتح,فتح,فَتْح,B-PERS,noun
الله,الله,اللَّه,I-PERS,noun_prop
كاتب,كاتب,كاتِب,O,noun
السر,السر,سِرّ,O,noun
في,في,فِي,O,prep
الايام,الأيام,يَوْم,O,noun
الناصرية,الناصرية,ناصِرِيّ,O,adj
ثم,ثم,ثُمَّ,O,adv
صرف,صرف,صَرْف,O,noun
في,في,فِي,O,prep
الايام,الأيام,يَوْم,O,noun
المؤيدية,المؤيدية,المؤيديه,O,noun_prop
ثم,ثم,ثُمَّ,O,adv
اعيد,أعيد,أَعاد,O,verb
وكان,و+_كان,كان,O,verb
مشهورا,مشهورا,مَشْهُور,O,adj
بالعفة,ب+_العفة,عِفَّة,O,noun
في,في,فِي,O,prep
احكامه,أحكامه,حُكْم,O,noun
ووقعت,و+_وقعت,وَقَع,O,verb
له,له,لِ,O,prep
كائنة,كائنة,كائِن,O,noun
صعبة,صعبة,صَعْب,O,adj
مع,مع,مَع,O,prep
شريف,شريف,شَرِيف,B-PERS,noun_prop
فلم,ف+_لم,لَم,O,part_neg
يقتله,يقتله,قَتَل,O,verb
فانكر,ف+_أنكر,أَنْكَر,O,verb
عليه,عليه,عَلَى,O,prep
ذلك,ذلك,ذٰلِكَ,O,pron_dem
اهل,أهل,أَهْل,O,noun
مذهبه,مذهبه,مَذْهَب,O,noun
ولم,و+_لم,لَم,O,part_neg
يكن,يكن,كان,O,verb
في,في,فِي,O,prep
مذهبه,مذهبه,مَذْهَب,O,noun
بالماهر,ب+_الماهر,ماهِر,B-PERS,noun_prop
.,.,.,O,punc
ذكره,ذكره,ذَكَر,O,verb
شيخنا,شيخنا,شَيْخ,O,noun
في,في,فِي,O,prep
انبائه,أنبائه,نَبَأ,O,noun
وقال,و+_قال,قال,O,verb
مات,مات,مات,O,verb
يعني,يعني,عَنَى,O,verb
وهو,و+_هو,هُوَ,O,pron
قاض,قاض,قاضِي,O,noun
في,في,فِي,O,prep
عاشر,عاشر,عاشِر,O,noun
ربيع,ربيع,رَبِيع,O,noun_prop
الاول,الأول,أَوَّل,O,adj
