token,tokenized,lemma,ne_label,pos
عبد,عبد,عَبْد,B-PERS,noun_prop
اللطيف,اللطيف,لَطِيف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
العزيز,العزيز,عَزِيز,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
امين,أمين,أَمِين,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
فرشتا,فرشتا,فَرَش,I-PERS,verb
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
،,،,،,O,punc
وفرشتا,و+_فرشتا,فَرَش,B-PERS,verb
هو,هو,هُوَ,O,pron
الملك,الملك,مَلِك,O,noun
وكذا,و+_كذا,كَذا,O,conj
كان,كان,كان,O,verb
يكتب,يكتب,كَتَب,O,verb
بخطه,ب+_خطة,خُطَّة,O,noun
المعروف,المعروف,مَعْرُوف,O,adj
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الملك,الملك,مَلِك,I-PERS,noun
.,.,.,O,punc
متاخر,متأخر,مُتَأَخِّر,O,noun
لم,لم,لَم,O,part_neg
اقف,أقف,وَقَف,O,verb
له,له,لِ,O,prep
على,على,عَلَى,O,prep
ترجمة,ترجمة,تَرْجَمَة,O,noun
وله,و+_له,لِ,O,prep
تصانيف,تصانيف,تَصْنِيف,O,noun
منها,منها,مِن,O,prep
شرح,شرح,شَرْح,O,noun
المشارق,المشارق,مَشْرِق,O,noun
للصغاني,للصغاني,للصغاني,B-PERS,noun_prop
وشرح,و+_شرح,شَرَح,O,verb
المجمع,المجمع,مَجْمَع,O,noun
والمنار,و+_المنار,مَنار,O,noun
والوقاية,و+_الوقاية,وِقايَة,O,noun
،,،,،,O,punc
وكتبته,و+_كتبته,كَتَب,O,verb
هنا,هنا,هُنا,O,adv
بالحدس,ب+_الحدس,حَدْس,B-LOC,noun
فالله,ف+_الله,اللَّه,O,noun_prop
اعلم,أعلم,عَلِم,O,verb
.,.,.,O,punc
