token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
البسيوني,البسيوني,بَسْيُونِي,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
الشافعي,الشافعي,شافِعِيّ,I-PERS,adj
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
ببسيون,ببسيون,ببسيون,B-LOC,noun_prop
من,من,مِن,O,prep
الغربية,الغربية,غَرْبِيّ,B-LOC,adj
بالقرب,ب+_القرب,قُرْب,O,noun
من,من,مِن,O,prep
النحرارية,النحرارية,النحراريه,B-LOC,noun_prop
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وثلاثين,و+_ثلاثين,ثَلاث,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
وقرا,و+_قرآ,قَرَأ,O,verb
قليلا,قليلا,قَلِيل,O,adj
وتزوج,و+_تزوج,تَزَوَّج,O,verb
ثم,ثم,ثُمَّ,O,adv
تحول,تحول,تَحَوَّل,O,verb
الى,إلى,إِلَى,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
فسكن,ف+_سكن,سَكَن,O,noun
قريبا,قريبا,قَرِيب,O,adj
من,من,مِن,O,prep
الازهر,الأزهر,أَزْهَر,B-ORG,noun
واكمل,و+_أكمل,أَكْمَل,O,verb
القران,القرآن,قُرْآن,B-MISC,noun_prop
وحضر,و+_حضر,حَضَر,O,verb
عند,عند,عِنْد,O,noun
الشهاب,الشهاب,شِهاب,B-PERS,noun_prop
العبادي,العبادي,عَبّادِيّ,I-PERS,noun_prop
وابن,و+_ابن,ٱِبْن,B-PERS,noun
الصيرفي,الصيرفي,صَيْرَفِيّ,I-PERS,noun
وعمر,و+_عمر,عُمَر,B-PERS,noun_prop
الدهتوري,الدهتوري,الدهتوري,I-PERS,noun_prop
وقرا,و+_قرآ,قَرَأ,O,verb
على,على,عَلَى,O,prep
الشرنقاشي,الشرنقاشي,الشرنقاشي,B-PERS,noun_prop
في,في,فِي,O,prep
المنهاج,المنهاج,مِنْهاج,O,noun
والحاوي,و+_الحاوي,حاوِي,O,noun
ولازم,و+_ل+_إزم,أَزْمَة,O,noun
الديمي,الديمي,الديمي,B-PERS,noun_prop
حتى,حتى,حَتَّى,O,prep
قرا,قرآ,قَرَأ,O,verb
عليه,عليه,عَلَى,O,prep
الشفا,الشفا,شَفاً,O,noun
والعمدة,و+_العمدة,عُمْدَة,O,noun
وثلث,و+_ثلث,ثُلْث,O,noun
البخاري,البخاري,بُخارِيّ,B-MISC,adj
وغير,و+_غير,غَيْر,O,noun
ذلك,ذلك,ذٰلِكَ,O,pron_dem
ثم,ثم,ثُمَّ,O,adv
قرا,قرآ,قَرَأ,O,verb
علي,على,عَلَى,B-PERS,prep
في,في,فِي,O,prep
البخاري,البخاري,بُخارِيّ,B-MISC,adj
جملة,جملة,جُمْلَة,O,noun
وسمع,و+_سمع,سَمِع,O,verb
مني,مني,مِن,O,prep
المسلسل,المسلسل,مُسَلْسَل,O,noun
.,.,.,O,punc
وهو,و+_هو,هُوَ,O,pron
من,من,مِن,O,prep
المنزلين,المنزلين,مَنْزِل,O,noun
بتربة,ب+_تربة,تُرْبَة,B-LOC,noun
الاشرف,الأشرف,أَشْرَف,B-PERS,noun
قايتباي,قايتباي,قايتباي,I-PERS,noun_prop
.,.,.,O,punc
