token,tokenized,lemma,ne_label,pos
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عامر,عامر,عامِر,I-PERS,noun_prop
الجدي,الجدي,جِدِّيّ,I-PERS,adj
.,.,.,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
ذي,ذي,ذُو,O,noun
القعدة,القعدة,قَعْدَة,O,noun
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وخمسين,و+_خمسين,خَمْس,O,noun
خارج,خارج,خارِج,O,noun
مكة,مكة,مَكَّة,B-LOC,noun_prop
وحمل,و+_حمل,حَمَل,O,verb
فدفن,ف+_دفن,دَفَن,O,verb
بها,بها,بِ,O,prep
.,.,.,O,punc
ارخهما,أرخهما,رَخِي,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
فهد,فهد,فَهْد,I-PERS,noun_prop
.,.,.,O,punc
