"token","tokenized","lemma","ne_label","pos"
"عبد","عبد","عَبْد","B-PERS","noun_prop"
"الرحمن","الرحمن","رَحْمٰن","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"عبد","عبد","عَبْد","I-PERS","noun_prop"
"الله","الله","اللَّه","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"عبد","عبد","عَبْد","I-PERS","noun_prop"
"الرحمن","الرحمن","رَحْمٰن","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"شرف","شرف","شَرَف","I-PERS","noun"
"الزين","الزين","زَيْن","I-PERS","noun"
"ابن","ابن","ٱِبْن","I-PERS","noun_prop"
"اللؤلؤي","اللؤلؤي","لُؤْلُؤِيّ","I-PERS","adj"
"الدمشقي","الدمشقي","دِمَشْقِيّ","I-PERS","adj"
"الشافعي","الشافعي","شافِعِيّ","I-PERS","adj"
"اخو","أخو","أَخ","O","noun"
"النجم","النجم","نَجْم","B-PERS","noun"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"والتقي","و+_ألتقي","ٱِلْتَقَى","B-PERS","verb"
"ابي","أبي","أَبِي","I-PERS","noun_prop"
"بكر","بكر","بَكْر","I-PERS","noun_prop"
"الاتيين","الآتيين","آتِي","I-PERS","noun"
"وهو","و+_هو","هُوَ","O","pron"
"اوسط","أوسط","أَوْسَط","O","adj"
"الثلاثة","الثلاثة","ثَلاث","O","adj"
"سنا","سنا","سَنَى","O","noun"
"واصغر","و+_أصغر","أَصْغَر","O","adj"
"فضلا","فضلا","فَضْل","O","noun"
"ويعرف","و+_يعرف","عَرَف","O","verb"
"كسلفه","ك+_سلفه","سَلَف","O","noun"
"بابن","ب+_ابن","ٱِبْن","B-PERS","noun"
"قاضي","قاضي","قاضِي","I-PERS","noun"
"عجلون","عجلون","عَجْلُون","I-PERS","noun_prop"
".",".",".","O","punc"
"ولد","ولد","وَلَد","O","verb"
"في","في","فِي","O","prep"
"سنة","سنة","سَنَة","O","noun"
"تسع","تسع","تِسْع","O","adj"
"وثلاثين","و+_ثلاثين","ثَلاث","O","noun"
"وثمانمائة","و+_ثمانمائة","ثَمانِمائَة","O","noun"
"بدمشق","ب+_دمشق","دِمَشْق","B-LOC","noun_prop"
"ونشا","و+_نشأ","شَأَو","O","verb"
"بها","بها","بِ","O","prep"
"في","في","فِي","O","prep"
"كنف","كنف","كَنَف","O","noun"
"ابيه","أبيه","أَب","O","noun"
"فقرا","ف+_قرآ","قَرَأ","O","verb"
"القران","القرآن","قُرْآن","B-MISC","noun_prop"
"على","على","عَلَى","O","prep"
"الزين","الزين","زَيْن","B-PERS","noun"
"خطاب","خطاب","خِطاب","I-PERS","noun"
"وحفظ","و+_حفظ","حِفْظ","O","noun"
"العمدة","العمدة","عُمْدَة","O","noun"
"والمنهاج","و+_المنهاج","مِنْهاج","O","noun"
"وجمع","و+_جمع","جَمْع","O","noun"
"الجوامع","الجوامع","جامِع","O","noun"
"وتصريب","وتصريب","وتصريب","O","noun_prop"
"العزى","العزى","عُزَّى","O","noun_prop"
"والكافية","و+_الكافية","كافِي","O","noun"
"وعرض","و+_عرض","عَرَض","O","verb"
"على","على","عَلَى","O","prep"
"جماعة","جماعة","جَماعَة","O","noun"
"كالتقي","ك+_التقى","تُقَى","B-PERS","noun"
"الاذرعي","الاذرعي","الاذرعي","I-PERS","noun_prop"
"والبدر","و+_البدر","بَدْر","B-PERS","noun"
"بن","بن","بِن","I-PERS","noun_prop"
"قاضي","قاضي","قاضِي","I-PERS","noun"
"شهبة","شهبه","شِهاب","I-PERS","noun"
"وبالقاهرة","و+_ب+_القاهرة","قاهِرَة","B-LOC","noun_prop"
"على","على","عَلَى","O","prep"
"شيخنا","شيخنا","شَيْخ","O","noun"
"في","في","فِي","O","prep"
"اخرين","آخرين","آخَر","O","adj"
"واحصر","و+_أحصر","حَصَر","O","verb"
"على","على","عَلَى","O","prep"
"العلاء","العلاء","عَلاء","B-PERS","noun"
"بن","بن","بِن","I-PERS","noun_prop"
"بردس","بردس","بردس","I-PERS","noun_prop"
"وتفقه","و+_تفقه","فاق","O","verb"
"بوالده","ب+_والدة","والِد","O","noun"
"واخيه","و+_أخيه","أَخ","O","noun"
"النجم","النجم","نَجْم","B-PERS","noun"
"وخطاب","و+_خطاب","خِطاب","B-PERS","noun"
"بل","بل","بَل","O","conj"
"واخذ","و+_أخذ","أَخَذ","O","verb"
"في","في","فِي","O","prep"
"القاهرة","القاهرة","قاهِرَة","B-LOC","noun_prop"
"عن","عن","عَن","O","prep"
"الجلال","الجلال","جَلال","B-PERS","noun_prop"
"المحلي","المحلي","مَحَلِّيّ","I-PERS","adj"
"والعربية","و+_العربية","عَرَبِيّ","O","adj"
"عن","عن","عَن","O","prep"
