token,tokenized,lemma,ne_label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
المهيمن,المهيمن,مُهَيْمِن,I-PERS,adj
كذا,كذا,كَذا,O,conj
رايته,رأيته,راوَنْد,O,verb
في,في,فِي,O,prep
نسخة,نسخة,نُسْخَة,O,noun
من,من,مِن,O,prep
عقود,عقود,عَقْد,O,noun
المقريزي,المقريزي,المقريزي,B-PERS,noun_prop
وسياتي,و+_س+_يأتي,أَتَى,O,verb
بزيادة,ب+_زيادة,زِيادَة,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
قبل,قبل,قِبَل,O,noun
المهيمن,المهيمن,مُهَيْمِن,I-PERS,adj
.,.,.,O,punc
