token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الكريم,الكريم,كَرِيم,I-PERS,noun_prop
الكمال,الكمال,كَمال,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الجمال,الجمال,جَمال,I-PERS,noun
القاهري,القاهري,قاهِرِيّ,I-PERS,adj
سبط,سبط,سَبِط,O,adj
الكمال,الكمال,كَمال,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
البارزي,البارزي,البارزي,I-PERS,noun_prop
واخو,و+_أخو,أَخ,O,noun
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
ووالد,و+_والد,والِد,O,noun
البدر,البدر,بَدْر,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
الماضيين,الماضيين,ماضِي,I-PERS,adj
والاتي,و+_الآتي,آتِي,B-PERS,noun
ابوه,أبوه,أَب,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
كاتب,كاتب,كاتِب,I-PERS,noun
جكم,جكم,جكم,I-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وخمسين,و+_خمسين,خَمْس,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
في,في,فِي,O,prep
كنف,كنف,كَنَف,O,noun
ابويه,أبويه,أَبَوان,O,noun
فحفظ,ف+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
والعمدة,و+_العمدة,عُمْدَة,O,noun
والمنهاجين,و+_المنهاجين,مِنْهاج,O,noun
الفرعي,الفرعي,فَرْعِيّ,O,adj
والاصلي,و+_الأصلي,أَصْلِيّ,O,adj
والفية,و+_إلفيه,إِلْف,O,noun
النحو,النحو,نَحْو,O,noun
وعرض,و+_عرض,عَرَض,O,verb
على,على,عَلَى,O,prep
مشايخ,مشايخ,شَيْخ,O,noun
الوقت,الوقت,وَقْت,O,noun
بل,بل,بَل,O,conj
على,على,عَلَى,O,prep
السلطان,السلطان,سُلْطان,O,noun
وقرا,و+_قرآ,قَرَأ,O,verb
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
على,على,عَلَى,O,prep
الجلال,الجلال,جَلال,B-PERS,noun_prop
البكري,البكري,بَكْرِيّ,I-PERS,noun_prop
ولازمه,و+_ل+_أزمة,أَزْمَة,O,noun
بل,بل,بَل,O,conj
وعلى,و+_على,عَلَى,O,prep
المناوي,المناوي,مُناوِي,O,adj
في,في,فِي,O,prep
اخرين,آخرين,آخَر,O,adj
واستقر,و+_استقر,ٱِسْتَقَرّ,O,verb
في,في,فِي,O,prep
نظر,نظر,نَظَر,O,noun
الجوالي,الجوالي,جالِيَة,B-PERS,noun
بعد,بعد,بُعْد,O,noun
العلاء,العلاء,عَلاء,B-PERS,noun
الصابوني,الصابوني,صابُونِيّ,I-PERS,adj
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
سبعين,سبعين,سَبْع,O,noun
وفيها,و+_فيها,فِي,O,prep
حج,حج,حَجّ,O,noun
حين,حين,حِين,O,noun
كان,كان,كان,O,verb
صهره,صهره,صِهْر,O,noun
خير,خير,خَيْر,B-PERS,noun
بك,بك,بَك,I-PERS,noun_prop
امير,أمير,أَمِير,O,noun
المحمل,المحمل,مُحَمَّل,O,noun
وكان,و+_كان,كان,O,verb
معه,معه,مَع,O,prep
الولوي,الولوي,الولوي,B-PERS,noun_prop
الاسيوطي,الأسيوطي,أَسْيُوطِيّ,I-PERS,adj
فكان,ف+_كان,كان,O,verb
يكرر,يكرر,كَرَّر,O,verb
عليه,عليه,عَلَى,O,prep
في,في,فِي,O,prep
ماضيه,ماضيه,ماضِي,O,adj
والنور,و+_النور,نُور,O,noun_prop
البرقي,البرقي,بَرْقِيّ,O,adj
واستصحب,و+_أستصحب,ٱِسْتَصْحَب,O,verb
معه,معه,مَع,O,prep
الابتهاج,الابتهاج,ٱِبْتِهاج,O,noun
باذكار,ب+_أذكار,أَذْكار,O,noun
المسافر,المسافر,مُسافِر,O,noun
الحاج,الحاج,حاجّ,O,noun_prop
من,من,مِن,O,prep
تاليفي,تأليفي,تَأْلِيف,B-LOC,noun
فكان,ف+_كان,كان,O,verb
يراجعني,يراجعني,راجَع,O,verb
في,في,فِي,O,prep
بعض,ب+_عض,عَضّ,O,noun
الفاظه,ألفاظه,لَفْظ,O,noun
ومعانيه,و+_معانيه,مَعْنَى,O,noun
ورجع,و+_رجع,رَجَع,O,verb
فاستمر,ف+_استمر,ٱِسْتَمَرّ,O,verb
في,في,فِي,O,prep
وظيفة,وظيفة,وَظِيفَة,O,noun
ابيه,أبيه,أَب,O,noun
نظر,نظر,نَظَر,O,noun
الجيش,الجيش,جَيْش,O,noun
في,في,فِي,O,prep
