token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عثمان,عثمان,عُثْمان,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الرحمن,الرحمن,رَحْمٰن,I-PERS,noun_prop
الكمال,الكمال,كَمال,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
البدر,البدر,بَدْر,I-PERS,noun
الجعفري,الجعفري,جَعْفَرِيّ,I-PERS,noun_prop
المقدسي,المقدسي,مَقْدِسِيّ,I-PERS,adj
النابلسي,النابلسي,نابُلْسِيّ,O,adj
الحنبلي,الحنبلي,حَنْبَلِيّ,O,adj
الماضي,الماضي,ماضِي,O,adj
ابوه,أبوه,أَب,O,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
بنابلس,ب+_نابلس,نابُلُس,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فحفظ,ف+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
والوجيز,و+_الوجيز,وَجِيز,O,adj
وغيره,و+_غيره,غَيْر,O,noun
وعرض,و+_عرض,عَرَض,O,verb
على,على,عَلَى,O,prep
العز,العز,عِزّ,B-PERS,noun
الكناني,الكناني,الكناني,I-PERS,noun_prop
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
على,على,عَلَى,O,prep
ابيه,أبيه,أَب,O,noun
ثم,ثم,ثُمَّ,O,adv
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
وغيرها,و+_غيرها,غَيْر,O,noun
على,على,عَلَى,O,prep
التقي,التقى,ٱِلْتَقَى,B-PERS,verb
بن,بن,بِن,I-PERS,noun_prop
قندس,قندس,قُنْدُس,I-PERS,noun
وغيره,و+_غيره,غَيْر,O,noun
وقدم,و+_قدم,قَدَّم,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
فاخذ,ف+_آخذ,أَخَذ,O,verb
عن,عن,عَن,O,prep
العز,العز,عِزّ,B-PERS,noun
الكناني,الكناني,الكناني,I-PERS,noun_prop
وقرا,و+_قرآ,قَرَأ,O,verb
عليه,عليه,عَلَى,O,prep
كثيرا,كثيرا,كَثِير,O,adv
من,من,مِن,O,prep
كتب,كتب,كَتَب,O,verb
الحديث,الحديث,حَدِيث,O,noun
وغيرها,و+_غيرها,غَيْر,O,noun
وطلب,و+_طلب,طَلَب,O,verb
قليلا,قليلا,قَلِيل,O,adj
ولازمني,و+_لازمني,لازَم,O,verb
حتى,حتى,حَتَّى,O,prep
قرا,قرآ,قَرَأ,O,verb
القول,القول,قَوْل,O,noun
البديع,البديع,بَدِيع,O,noun_prop
وغيره,و+_غيره,غَيْر,O,noun
من,من,مِن,O,prep
تصانيفي,تصانيفي,تَصْنِيف,O,noun
وغيرها,و+_غيرها,غَيْر,O,noun
وكتب,و+_كتب,كَتَب,O,verb
عني,عني,عَن,O,prep
في,في,فِي,O,prep
الاملاء,الإملاء,إِمْلاء,O,noun
بل,بل,بَل,O,conj
استعلى,أستعلي,ٱِسْتَعْلَى,O,verb
على,على,عَلَى,O,prep
في,في,فِي,O,prep
بعض,ب+_عض,عَضّ,O,noun
الاوقات,الأوقات,وَقْت,O,noun
وناب,و+_نأب,أَبَى,O,verb
عن,عن,عَن,O,prep
العز,العز,عِزّ,B-PERS,noun
ومن,و+_من,مِن,O,prep
بعده,بعده,بُعْد,O,noun
وكذا,و+_كذا,كَذا,O,conj
ناب,نأب,أَبَى,O,verb
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
بل,بل,بَل,O,conj
ولي,ولي,وَلِيّ,O,noun
قضاء,قضاء,قَضاء,O,noun
بلده,بلده,بَلَد,O,noun
استقلالا,استقلالا,ٱِسْتِقْلال,O,noun
ثم,ثم,ثُمَّ,O,adv
قضاء,قضاء,قَضاء,O,noun
بيت,بيت,بَيْت,B-LOC,noun_prop
المقدس,المقدس,مُقَدَّس,I-LOC,adj
وغيرها,و+_غيرها,غَيْر,O,noun
ولم,و+_لم,لَم,O,part_neg
تحمد,تحمد,حَمِد,O,verb
سيرته,سيرته,سِيرَة,O,noun
ونسب,و+_نسب,نَسَب,O,verb
اليه,إليه,إِلَى,O,prep
مزيد,مزيد,مَزِيد,O,noun
الرشا,الرشا,رَشْوَة,O,noun
مع,مع,مَع,O,prep
خبرته,خبرته,خِبْرَة,O,noun
بالاحكام,ب+_الأحكام,حُكْم,O,noun
وتميزه,و+_تميزه,مَيَّز,O,verb
في,في,فِي,O,prep
الصناعة,الصناعة,صِناعَة,O,noun
وفي,و+_في,فِي,O,prep
