"token","tokenized","lemma","ne_label","pos"
"سليمان","سليمان","سُلَيْمان","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"ارخن","أرخن","أَرْخُن","I-PERS","noun"
"بك","بك","بَك","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"كرشجي","كرشجي","كرشجي","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"عثمان","عثمان","عُثْمان","I-PERS","noun_prop"
".",".",".","O","punc"
"كان","كان","كان","O","verb"
"جده","جده","جَدّ","O","noun"
"ملك","ملك","مَلِك","O","noun"
"بلاد","بلاد","بَلَد","O","noun"
"الروم","الروم","رُوم","B-LOC","noun_prop"
"،","،","،","O","punc"
"فلما","ف+_لما","لَمّا","O","conj"
"مات","مات","مات","O","verb"
"قبض","قبض","قَبَض","O","verb"
"ابنه","ابنه","ٱِبْن","O","noun"
"مراد","مراد","مُراد","B-PERS","noun_prop"
"بك","بك","بَك","I-PERS","noun_prop"
"على","على","عَلَى","O","prep"
"اخيه","أخيه","وَخَى","O","verb"
"والد","والد","والِد","O","noun"
"صاحب","صاحب","صاحِب","O","noun"
"الترجمة","الترجمة","تَرْجَمَة","O","noun"
"فسلمه","ف+_سلمه","سَلَّم","O","verb"
"ثم","ثم","ثُمَّ","O","adv"
"حبسه","حبسه","حَبْس","O","noun"
"ومنعه","و+_منعه","مَنَع","O","verb"
"من","من","مِن","O","prep"
"اتيان","إتيان","إِتْيان","O","noun"
"النساء","النساء","نِساء","O","noun"
"خوفا","خوفا","خَوْف","O","noun"
"من","من","مِن","O","prep"
"ان","أن","أَنَّ","O","conj_sub"
"يعقب","يعقب","عَقَب","O","verb"
"فدست","ف+_دست","دَسّ","O","verb"
"له","له","لِ","O","prep"
"جارية","جارية","جارِي","O","adj"
"فاولدها","ف+_أولدها","وَلَّد","O","verb"
"سليمان","سليمان","سُلَيْمان","B-PERS","noun_prop"
"هذا","هذا","هٰذا","O","pron_dem"
"وشاه","و+_شاه","شاه","O","noun_prop"
"زاده","زاده","زاد","O","noun"
"ثم","ثم","ثُمَّ","O","adv"
"مات","مات","مات","O","verb"
"ففر","ف+_فر","فَرّ","O","verb"
"بهما","بهما","بِ","O","prep"
"مملوك","مملوك","مَمْلُوك","O","adj"
"لابيهما","ل+_أبيهما","أَب","O","noun"
"وقدم","و+_قدم","قَدَّم","O","verb"
"بهما","بهما","بِ","O","prep"
"عل","عل","عَلَّ","O","verb_pseudo"
"الاشرف","الأشرف","أَشْرَف","B-PERS","noun"
"برسباي","برسباي","برسباي","I-PERS","noun_prop"
"فاكرمهما","ف+_أكرمهما","كَرَّم","O","verb"
"وضم","و+_ضم","ضَمّ","O","verb"
"سليمان","سليمان","سُلَيْمان","B-PERS","noun_prop"
"الى","إلى","إِلَى","O","prep"
"ولده","ولده","وَلَد","O","noun"
"العزيز","العزيز","عَزِيز","B-PERS","noun_prop"
"يوسف","يوسف","يُوسِف","I-PERS","noun_prop"
"واخته","و+_أخته","أُخْت","O","noun"
"الى","إلى","إِلَى","O","prep"
"الحرم","الحرم","حَرَم","B-LOC","noun"
"السلطانية","السلطانية","سُلْطانِيّ","I-LOC","adj"
"ثم","ثم","ثُمَّ","O","adv"
"رام","رام","رام","O","noun_prop"
"المملوك","المملوك","مَمْلُوك","O","adj"
"المشار","المشار","مُشار","O","adj"
"اليه","إليه","إِلَى","O","prep"
"الفرار","الفرار","فِرار","O","noun"
"بهما","بهما","بِ","O","prep"
"الى","إلى","إِلَى","O","prep"
"الروم","الروم","رُوم","B-LOC","noun_prop"
"لمال","ل+_مال","مال","O","noun"
"وعد","وعد","وَعَد","O","verb"
"به","به","بِ","O","prep"
"من","من","مِن","O","prep"
"بعض","ب+_عض","عَضّ","O","noun"
"ملوكه","ملوكه","مَلِك","O","noun"
"واتفق","و+_اتفق","ٱِتَّفَق","O","verb"
"مع","مع","مَع","O","prep"
"جماعة","جماعة","جَماعَة","O","noun"
"من","من","مِن","O","prep"
"التركمان","التركمان","تُرْكُمان","O","noun_prop"
"وغيرهم","و+_غيرهم","غَيْر","O","noun"
"فاخذهما","ف+_آخذهما","أَخَذ","O","verb"
"من","من","مِن","O","prep"
