token,tokenized,lemma,ne_label,pos
ضياء,ضياء,ضِياء,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
الحاري,الحاري,الحاري,I-PERS,noun_prop
الحوراني,الحوراني,الحوراني,I-PERS,noun_prop
الشافعي,الشافعي,شافِعِيّ,O,adj
الاعرج,الأعرج,أَعْرَج,O,noun
.,.,.,O,punc
شهد,شهد,شَهِد,O,verb
في,في,فِي,O,prep
اجازة,إجازة,إِجازَة,O,noun
النوبي,النوبي,نُوبِيّ,O,noun
سنة,سنة,سَنَة,O,noun
خمس,خمس,خَمْس,O,adj
وستين,و+_ستين,سِتّ,O,noun
،,،,،,O,punc
وبلغني,و+_بلغني,بَلَغ,O,verb
انه,أنه,أَنَّ,O,conj_sub
كان,كان,كان,O,verb
ينزل,ينزل,نَزَل,O,verb
الشامية,الشامية,شامِيّ,O,adj
البرانية,البرانية,بَرّانِيّ,O,adj
من,من,مِن,O,prep
دمشق,دمشق,دِمَشْق,B-LOC,noun_prop
ويقرىء,ويقرىء,ويقريء,O,noun_prop
الفقه,الفقه,فِقْه,O,noun
ويكرم,و+_يكرم,كَرَّم,O,verb
الغرباء,الغرباء,غَرِيب,O,noun
سيما,سيما,سِيَّما,O,adv
الحجازيين,الحجازيين,حِجازِيّ,O,adj
،,،,،,O,punc
وانه,و+_أنه,أَنَّ,O,conj_sub
مات,مات,مات,O,verb
في,في,فِي,O,prep
المحرم,المحرم,مُحَرَّم,O,adj
سنة,سنة,سَنَة,O,noun
ست,ست,سِتّ,O,noun
وتسعين,و+_تسعين,سَعَى,O,verb
رحمه,رحمه,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
.,.,.,O,punc
ومضى,و+_مضى,مَضَى,O,verb
له,له,لِ,O,prep
ذكر,ذكر,ذَكَر,O,verb
في,في,فِي,O,prep
خضر,خضر,خُضْر,B-PERS,noun_prop
الكردي,الكردي,كُرْدِيّ,I-PERS,adj
.,.,.,O,punc
سقط,سقط,سَقَط,O,verb
*,*,*,O,punc
