token,tokenized,lemma,ne_label,pos
ابن,ابن,ٱِبْن,O,noun_prop
المحتسب,المحتسب,مُحْتَسِب,O,noun
يوسف,يوسف,يُوسِف,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
حسين,حسين,حُسَيْن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
نسبه,نسبه,نَسَب,O,verb
لابيه,ل+_أبيه,أَب,B-PERS,noun
لانه,ل+_أنه,أَنَّ,O,conj_sub
كان,كان,كان,O,verb
ينوب,ينوب,ناب,O,verb
في,في,فِي,O,prep
حسبة,حسبه,حَسَب,O,noun
مكة,مكة,مَكَّة,B-LOC,noun_prop
وابناه,و+_ابناه,ٱِبْن,O,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
واحمد,و+_أحمد,أَحْمَد,B-PERS,noun_prop
وابن,و+_ابن,ٱِبْن,O,noun
اولهما,أولهما,أَوَّل,O,adj
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
كنت,كنت,كان,O,verb
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
حين,حين,حِين,O,noun
وفاته,وفاته,وَفاة,O,noun
ولي,ولي,وَلِيّ,O,noun
اجازة,إجازة,إِجازَة,O,noun
من,من,مِن,O,prep
عمه,عمه,عَمّ,O,noun
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
وحسين,و+_حسين,حُسَيْن,B-PERS,noun_prop
فمن,ف+_من,مِن,O,prep
دونه,دونه,دُون,O,noun
مذكورون,مذكورون,مَذْكُور,O,adj
في,في,فِي,O,prep
اماكنهم,أماكنهم,مَكان,O,noun
.,.,.,O,punc
