token,tokenized,lemma,ne_label,pos
صفية,صفيه,صَفِيّ,B-PERS,adj
ابنة,ابنة,ٱِبْنَة,O,noun
الزيني,الزيني,الزيني,B-PERS,noun_prop
عبد,عبد,عَبْد,B-PERS,noun_prop
الباسط,الباسط,باسِط,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الجمالي,الجمالي,جَمالِيّ,I-PERS,adj
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ظهيرة,ظهيرة,ظَهِيرَة,I-PERS,noun
الماضي,الماضي,ماضِي,O,adj
ابوها,أبوها,أَب,O,noun
وجدها,وجدها,وَجَد,O,verb
وتزوجها,و+_تزوجها,تَزَوَّج,O,verb
قريبها,قريبها,قَرِيب,O,adj
الصلاح,الصلاح,صَلاح,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الجمالي,الجمالي,جَمالِيّ,I-PERS,adj
ابي,أبي,أَبِي,I-PERS,noun_prop
السعود,السعود,سُعُود,I-PERS,noun_prop
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وتسعين,و+_تسعين,سَعَى,O,verb
