"token","tokenized","lemma","ne_label","pos"
"اسماعيل","إسماعيل","إِسْماعِيل","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"العجمي","العجمي","عَجَمِيّ","I-PERS","noun_prop"
"امير","أمير","أَمِير","O","noun"
"الاسماعيلية","الإسماعيلية","إِسْماعِيلِيّ","B-ORG","adj"
"بقلعة","ب+_قلعة","قَلْعَة","B-LOC","noun"
"الكهف","الكهف","كَهْف","I-LOC","noun"
"مدينتها","مدينتها","مَدِينَة","O","noun"
"احد","أحد","أَحَد","O","noun"
"حصون","حصون","حِصْن","O","noun"
"الاسماعيلية","الإسماعيلية","إِسْماعِيلِيّ","B-LOC","adj"
"المنيعة","المنيعة","مَنِيع","O","adj"
".",".",".","O","punc"
"قدم","قدم","قَدَّم","O","verb"
"عليه","عليه","عَلَى","O","prep"
"عسكر","عسكر","عَسْكَر","O","noun_prop"
"من","من","مِن","O","prep"
"طرابلس","طرابلس","طَرابُلُس","B-LOC","noun_prop"
"فهدموا","ف+_هدموا","هَدَم","O","verb"
"القلعة","القلعة","قَلْعَة","O","noun"
"وانعم","و+_أنعم","أَنْعَم","O","noun"
"عليه","عليه","عَلَى","O","prep"
"بامرة","ب+_أمره","أَمْر","O","noun"
"في","في","فِي","O","prep"
"طرابلس","طرابلس","طَرابُلُس","B-LOC","noun_prop"
"وذلك","و+_ذلك","ذٰلِكَ","O","pron_dem"
"في","في","فِي","O","prep"
"سنة","سنة","سَنَة","O","noun"
"ثلاث","ثلاث","ثَلاث","O","adj"
"واربعين","و+_أربعين","أَرْبَع","O","noun"
".",".",".","O","punc"
