token,tokenized,lemma,ne_label,pos
ابو,أبو,أَبُو,B-PERS,noun_prop
الطيب,الطيب,طَيِّب,I-PERS,noun_prop
الاسيوطي,الأسيوطي,أَسْيُوطِيّ,I-PERS,adj
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
الركن,الركن,رُكْن,I-PERS,noun
عمر,عمر,عُمَر,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
حسن,حسن,حَسَن,I-PERS,noun_prop
المحب,المحب,مُحِبّ,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الشمس,الشمس,شَمْس,I-PERS,noun
الشافعي,الشافعي,شافِعِيّ,I-PERS,adj
نزيل,نزيل,أَزال,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
ووالد,و+_والد,والِد,O,noun
اصيل,أصيل,أَصِيل,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
الماضي,الماضي,ماضِي,I-PERS,adj
ويعرف,و+_يعرف,عَرَف,O,verb
في,في,فِي,O,prep
بلده,بلده,بَلَد,O,noun
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الركن,الركن,رُكْن,I-PERS,noun
لقب,لقب,لَقَب,O,noun
جده,جده,جَدّ,O,noun
الاعلى,الأعلى,أَعْلَى,O,adj
وفي,و+_في,فِي,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
بكنيته,ب+_كنيته,كُنْيَة,O,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
وعشرين,و+_عشرين,عِشْرُون,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
باسيوط,ب+_أسيوط,أَسْيُوط,B-LOC,noun_prop
وحفظ,و+_حفظ,حِفْظ,O,noun
بها,بها,بِ,O,prep
القران,القرآن,قُرْآن,O,noun_prop
والشاطبية,والشاطبية,والشاطبيه,O,noun_prop
والمنهاج,و+_المنهاج,مِنْهاج,O,noun
والفية,و+_إلفيه,إِلْف,O,noun
النحو,النحو,نَحْو,O,noun
عند,عند,عِنْد,O,noun
المحب,المحب,مُحِبّ,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
النقيب,النقيب,نَقِيب,I-PERS,noun
ثم,ثم,ثُمَّ,O,adv
قدم,قدم,قَدَّم,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
بعد,بعد,بُعْد,O,noun
الاربعين,الأربعين,أَرْبَع,O,noun
فنزل,ف+_نزل,نَزَل,O,verb
عند,عند,عِنْد,O,noun
ابن,ابن,ٱِبْن,O,noun_prop
عمه,عمه,عَمّ,O,noun
ابي,أبي,أَبِي,B-PERS,noun_prop
الحجاج,الحجاج,حاجّ,I-PERS,noun
السيوطي,السيوطي,السيوطي,I-PERS,noun_prop
واخذ,و+_أخذ,أَخَذ,O,verb
في,في,فِي,O,prep
القراءات,القراءات,قِراءَة,O,noun
عن,عن,عَن,O,prep
الزين,الزين,زَيْن,B-PERS,noun
عبد,عبد,عَبْد,I-PERS,noun_prop
الغني,الغنى,غِنَى,I-PERS,noun
الهيثمي,الهيثمي,الهيثمي,I-PERS,noun_prop
والعربية,و+_العربية,عَرَبِيّ,O,adj
عن,عن,عَن,O,prep
خير,خير,خَيْر,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الرومي,الرومي,رُومِيّ,I-PERS,noun_prop
وتفقه,و+_تفقه,فاق,O,verb
بالشهاب,ب+_الشهاب,شِهاب,B-PERS,noun_prop
المسيري,الNOAN,مسيري,I-PERS,noun_prop
قرا,قرآ,قَرَأ,O,verb
عليه,عليه,عَلَى,O,prep
المنهاج,المنهاج,مِنْهاج,O,noun
ولازم,و+_ل+_إزم,أَزْمَة,O,noun
المناوي,المناوي,مُناوِي,B-PERS,adj
في,في,فِي,O,prep
عدة,عدة,عِدَّة,O,adj
تقاسيم,تقاسيم,تَقْسِيم,O,noun
وكذا,و+_كذا,كَذا,O,conj
لازم,لازم,لازِم,O,adj
تلميذه,تلميذة,تِلْمِيذ,O,noun
الجوجري,الجوجري,الجوجري,B-PERS,noun_prop
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
واصوله,و+_أصوله,أَصْل,O,noun
والعربية,و+_العربية,عَرَبِيّ,O,adj
وغيرها,و+_غيرها,غَيْر,O,noun
وحضر,و+_حضر,حَضَر,O,verb
ايضا,أيضا,أَيْض,O,noun
عند,عند,عِنْد,O,noun
المقسي,المقسي,المقسي,B-PERS,noun_prop
وسمع,و+_سمع,سَمِع,O,verb
في,في,فِي,O,prep
الظاهرية,الظاهرية,ظاهِرِيّ,O,adj
القديمة,القديمة,قَدِيم,O,adj
على,على,عَلَى,O,prep
الاربعين,الأربعين,أَرْبَع,O,noun
وعلى,و+_على,عَلَى,O,prep
ام,أم,أَم,B-PERS,conj
هاني,هاني,هانِي,I-PERS,noun_prop
الهورينية,الهورينية,الهورينيه,I-PERS,noun_prop
وطائفة,و+_طائفة,طائِفَة,O,noun
وتدرب,و+_تدرب,دَرَّب,O,verb
في,في,فِي,O,prep
صناعة,صناعة,صِناعَة,O,noun
الشروط,الشروط,شَرْط,O,noun
بمسلم,ب+_مسلم,مُسْلِم,O,noun
بلديه,بلديه,بَلَد,O,noun
وبابن,و+_ب+_ابن,ٱِبْن,B-LOC,noun
النبيه,النبيه,نَبِيه,I-LOC,adj
والقرافي,والقرافي,والقرافي,B-PERS,noun_prop
والنبراوي,والنبراوي,والنبراوي,B-PERS,noun_prop
وراجع,و+_راجع,راجَع,O,verb
فضلاء,فضلاء,فاضِل,O,noun
ارباب,أرباب,رَبّ,O,noun
المذاهب,المذاهب,مَذْهَب,O,noun
في,في,فِي,O,prep
مسائل,مسائل,مَسْأَلَة,O,noun
الخلاف,الخلاف,خِلاف,O,noun
حتى,حتى,حَتَّى,O,prep
تميز,تميز,مَيَّز,O,verb
واشير,و+_أشير,أَشار,O,verb
اليه,إليه,إِلَى,O,prep
بالفضيلة,ب+_الفضيلة,فَضِيلَة,O,noun
وحسن,و+_حسن,حَسَن,O,noun_prop
الفهم,الفهم,فَهْم,O,noun
والتؤدة,و+_التؤدة,تُؤَدَة,O,noun
والتثبت,و+_التثبت,تَثَبُّت,O,noun
وجودة,و+_جودة,جُودَة,O,noun
الخط,الخط,خَطّ,O,noun
والعبارة,و+_العبارة,عِبارَة,O,noun
فارتقى,ف+_أرتقي,ٱِرْتَقَى,O,verb
ولازال,و+_ل+_أزال,زال,O,verb
في,في,فِي,O,prep
ترق,ترق,رَقِي,O,verb
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
انفرد,انفرد,ٱِنْفَرَد,O,verb
باشتغال,ب+_اشتغال,ٱِشْتِغال,O,noun
السلطان,السلطان,سُلْطان,O,noun
فمن,ف+_من,مِن,O,prep
