token,tokenized,lemma,ne_label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الحق,الحق,حَقّ,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
السنباطي,السنباطي,السنباطي,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
شقيق,شقيق,شَقِيق,O,noun
الشرف,الشرف,شَرَف,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
الحق,الحق,حَقّ,I-PERS,noun
الاتي,الآتي,آتِي,I-PERS,noun
.,.,.,O,punc
ممن,ممن,مِن,O,prep
سمع,سمع,سَمِع,O,verb
على,على,عَلَى,O,prep
جماعة,جماعة,جَماعَة,O,noun
من,من,مِن,O,prep
الشيوخ,الشيوخ,شَيْخ,O,noun
وحج,و+_حج,حَجّ,O,noun
مع,مع,مَع,O,prep
ايبه,آيبة,آيِب,O,noun
وجاور,و+_جاور,جاوَر,O,verb
يسيرا,يسيرا,سار,O,verb
وسافر,و+_سافر,سافَر,O,verb
وتقلب,و+_تقلب,تَقَلُّب,O,noun
به,به,بِ,O,prep
في,في,فِي,O,prep
احوال,أحوال,حال,O,noun
لم,لم,لَم,O,part_neg
ينجح,ينجح,نَجَح,O,verb
في,في,فِي,O,prep
جملة,جملة,جُمْلَة,O,noun
منها,منها,مِن,O,prep
وتعب,و+_تعب,تَعْب,O,noun
قلب,قلب,قَلْب,O,noun
اخيه,أخيه,وَخَى,O,verb
بسببه,ب+_سببه,سَبَب,O,noun
مع,مع,مَع,O,prep
حبه,حبه,حُبّ,O,noun
له,له,لِ,O,prep
.,.,.,O,punc
