token,tokenized,lemma,ne_label,pos
محمود,محمود,مَحْمُود,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
الجمال,الجمال,جَمال,I-PERS,noun
الرومي,الرومي,رُومِيّ,I-PERS,noun_prop
الحنفي,الحنفي,حَنَفِيّ,O,noun_prop
.,.,.,O,punc
صاهر,صاهر,صاهَر,O,verb
خير,خير,خَيْر,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
الشنشي,الشنشي,الشنشي,I-PERS,noun_prop
على,على,عَلَى,O,prep
ابنته,ابنته,ٱِبْنَة,O,noun
فاطمة,فاطمة,فاطِمَة,B-PERS,noun_prop
ابنة,ابنة,ٱِبْنَة,O,noun
فاطمة,فاطمة,فاطِمَة,B-PERS,noun_prop
ابنة,ابنة,ٱِبْنَة,O,noun
ابي,أبي,أَبِي,B-PERS,noun_prop
هريرة,هريره,هَرِير,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
النقاش,النقاش,نِقاش,I-PERS,noun
فاولدها,ف+_أولدها,وَلَّد,O,verb
ابنه,ابنه,ٱِبْن,O,noun
اكمل,أكمل,أَكْمَل,B-PERS,verb
الدين,الدين,دِين,I-PERS,noun
محمدا,محمدا,محمدا,I-PERS,noun_prop
.,.,.,O,punc
