token,tokenized,lemma,ne_label,pos
العلوي,العلوي,عَلَوِيّ,I-PERS,adj
نسبة,نسبة,نِسْبَة,O,noun
لعلي,ل+_علي,عَلِيّ,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
راشد,راشد,راشِد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
بولان,بولان,بولان,I-PERS,noun_prop
النفيس,النفيس,نَفِيس,O,adj
سليمان,سليمان,سُلَيْمان,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابراهيم,إبراهيم,إِبْراهِيم,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
التعزي,التعزي,التعزي,I-PERS,noun_prop
العلوي,العلوي,عَلَوِيّ,I-PERS,adj
واسماعيل,و+_إسماعيل,إِسْماعِيل,B-PERS,noun_prop
وابراهيم,و+_إبراهيم,إِبْراهِيم,I-PERS,noun_prop
ابنا,ابنا,ٱِبْن,I-PERS,noun
عمر,عمر,عُمَر,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابراهيم,إبراهيم,إِبْراهِيم,I-PERS,noun_prop
.,.,.,O,punc
