token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يحيى,يحيى,يَحْيَى,I-PERS,noun_prop
او,أو,أَو,O,conj
ابرهيم,إبرهيم,إِبْراهِيم,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الرحمن,الرحمن,رَحْمٰن,I-PERS,noun_prop
ابو,أبو,أَبُو,I-PERS,noun_prop
الفضل,الفضل,فَضْل,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
زكريا,زكريا,زَكَرِيّا,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
التلمساني,التلمساني,تِلِمْسانِيّ,I-PERS,noun
المغربي,المغربي,مَغْرِبِيّ,O,adj
المالكي,المالكي,مالِكِيّ,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الامام,الإمام,إِمام,I-PERS,noun
وهو,و+_هو,هُوَ,O,pron
بكنيته,ب+_كنيته,كُنْيَة,O,noun
اشهر,أشهر,شَهْر,O,noun
.,.,.,O,punc
من,من,مِن,O,prep
بيت,بيت,بَيْت,O,noun_prop
شهير,شهير,شَهِير,O,adj
ارتحل,أرتحل,ٱِرْتَحَل,O,verb
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
عشر,عشر,عَشَرَة,O,noun
للحج,ل+_الحج,حَجّ,O,noun
فاقام,ف+_أقام,أَقام,O,verb
بتونس,ب+_تونس,تُونِس,B-LOC,noun_prop
اشهرا,أشهرا,شَهْر,O,noun
،,،,،,O,punc
ثم,ثم,ثُمَّ,O,adv
قدم,قدم,قَدَّم,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
فحج,ف+_حج,حَجّ,O,noun
منها,منها,مِن,O,prep
وعاد,و+_عاد,عاد,O,verb
اليها,إليها,إِلَى,O,prep
ثم,ثم,ثُمَّ,O,adv
سافر,سافر,سافَر,O,verb
منها,منها,مِن,O,prep
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اثنتي,ٱثنتي,ٱِثْنَتا,O,noun
عشرة,عشرة,عَشَرَة,O,noun
الى,إلى,إِلَى,O,prep
الشام,الشام,شام,B-LOC,noun_prop
فزار,ف+_زار,زار,O,verb
بيت,بيت,بَيْت,B-LOC,noun_prop
المقدس,المقدس,مُقَدَّس,I-LOC,adj
وتزاحم,و+_تزاحم,تَزاحُم,O,noun
عليه,عليه,عَلَى,O,prep
الناس,الناس,ناس,O,noun
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
حين,حين,حِين,O,noun
علموا,علموا,عَلِم,O,verb
فضيلته,فضيلته,فَضِيلَة,O,noun
واجلوه,و+_أجلوه,أَجَّل,O,verb
واخذوا,و+_أخذوا,أَخَذ,O,verb
عنه,عنه,عَن,O,prep
،,،,،,O,punc
ثم,ثم,ثُمَّ,O,adv
عاد,عاد,عاد,O,verb
الى,إلى,إِلَى,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
فدام,ف+_دام,دام,O,verb
بها,بها,بِ,O,prep
اشهرا,أشهرا,شَهْر,O,noun
ثم,ثم,ثُمَّ,O,adv
رجع,رجع,رَجَع,O,verb
الى,إلى,إِلَى,O,prep
وطنه,وطنه,وَطَن,O,noun
.,.,.,O,punc
ذكره,ذكره,ذَكَر,O,verb
المقريزي,المقريزي,المقريزي,B-PERS,noun_prop
في,في,فِي,O,prep
عقوده,عقوده,عَقْد,O,noun
هكذا,هكذا,هٰكَذا,O,conj
وقال,و+_قال,قال,O,verb
انه,أنه,أَنَّ,O,conj_sub
كان,كان,كان,O,verb
صاحب,صاحب,صاحِب,O,noun
فنون,فنون,فَنّ,O,noun
عقلية,عقلية,عَقْلِيَّة,O,noun
ونقية,و+_نقية,نَقِيّ,O,adj
قل,قل,قال,O,verb
علم,علم,عَلِم,O,verb
الا,إلا,إِلّا,O,part
ويشارك,و+_يشارك,شارَك,O,verb
فيه,فيه,فِي,O,prep
مشاركة,مشاركة,مُشارَكَة,O,noun
جيدة,جيدة,جَيِّد,O,adj
ويجاري,و+_يجاري,جارَى,O,verb
اربابه,أربابه,رَبّ,O,noun
مجاراة,مجاراة,مُجاراة,O,noun
حسنة,حسنة,حَسَن,O,noun
مع,مع,مَع,O,prep
حسن,حسن,حَسَن,O,noun_prop
السمت,السمت,سَمْت,O,noun
وفصاحة,و+_فصاحة,فَصاحَة,O,noun
العبارة,العبارة,عِبارَة,O,noun
وجودة,و+_جودة,جُودَة,O,noun
الكلام,الكلام,كَلام,O,noun
الى,إلى,إِلَى,O,prep
طريقة,طريقة,طَرِيقَة,O,noun
جميلة,جميلة,جَمِيل,O,noun
من,من,مِن,O,prep
تصوف,تصوف,تَصَوُّف,O,noun_prop
وزهد,و+_زهد,زُهْد,O,noun
وشرف,و+_شرف,شَرَف,O,noun
نفس,نفس,نَفْس,O,noun
وقناعة,و+_قناعة,قَناعَة,O,noun
