token,tokenized,lemma,ne_label,pos
ابو,أبو,أَبُو,B-PERS,noun_prop
الفتح,الفتح,فَتْح,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عيسى,عيسى,عِيسَى,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
مكينة,مكينة,مَكِين,I-PERS,adj
الطائفي,الطائفي,طائِفِيّ,I-PERS,adj
قاضيها,قاضيها,قاضِي,O,noun
ظنا,ظنا,ظَنّ,O,verb
مات,مات,مات,O,verb
في,في,فِي,O,prep
جمادى,جمادى,جُمادَى,O,noun_prop
الثانية,الثانية,ثانِي,O,adj
او,أو,أَو,O,conj
قبله,قبله,قِبَل,O,noun
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وثمانين,و+_ثمانين,ثَمانِي,O,noun
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
بعد,بعد,بُعْد,O,noun
ضعف,ضعف,ضُعْف,O,noun
يوم,يوم,يَوْم,O,noun
واحد,واحد,واحِد,O,noun
ذكره,ذكره,ذَكَر,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
فهد,فهد,فَهْد,I-PERS,noun_prop
.,.,.,O,punc
