token,tokenized,lemma,ne_label,pos
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
موسى,موسى,مُوسَى,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابراهيم,إبراهيم,إِبْراهِيم,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
حصن,حصن,حِصان,I-PERS,noun
بمهملتين,ب+_مهملتين,مُهْمَل,I-PERS,adj
ونون,و+_نون,نُون,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
خضر,خضر,خُضْر,I-PERS,noun_prop
الدولة,الدولة,دَوْلَة,I-PERS,noun
القرشي,القرشي,قُرَشِيّ,I-PERS,noun_prop
البلفيائي,البلفيائي,البلفيائي,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
الغزي,الغزي,غَزِّيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بالكتاني,ب+_الكتاني,كَتّانِيّ,B-PERS,adj
بالمثناة,ب+_المثناة,مُثَنَّى,B-LOC,noun
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
سبعين,سبعين,سَبْع,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
بقرية,ب+_قرية,قَرْيَة,O,noun
بلفيا,بلفيا,بلفيا,B-LOC,noun_prop
بكسر,ب+_كسر,كَسْر,B-LOC,noun
الموحدة,الموحدة,مُوَحَّد,O,adj
والام,و+_الأم,أُمّ,O,noun
ثم,ثم,ثُمَّ,O,adv
فاء,فاء,فاء,O,noun
ساكنة,س+_أكنه,كان,O,verb
بعدها,بعدها,بُعْد,O,noun
تحتانية,تحتانية,تَحْتانِيّ,O,adj
من,من,مِن,O,prep
ريف,ريف,رِيف,O,noun
مصر,مصر,مِصْر,B-LOC,noun_prop
ثم,ثم,ثُمَّ,O,adv
انتقل,انتقل,ٱِنْتَقَل,O,verb
به,به,بِ,O,prep
ابوه,أبوه,أَب,O,noun
الى,إلى,إِلَى,O,prep
غزة,غزة,غَزَّة,B-LOC,noun_prop
فقرا,ف+_قرآ,قَرَأ,O,verb
بها,بها,بِ,O,prep
القران,القرآن,قُرْآن,O,noun_prop
وحفظ,و+_حفظ,حِفْظ,O,noun
العمدة,العمدة,عُمْدَة,O,noun
والمنهاج,و+_المنهاج,مِنْهاج,O,noun
الفرعي,الفرعي,فَرْعِيّ,O,adj
والورقات,والورقات,والورقات,O,noun_prop
لامام,ل+_أمام,أَمام,O,noun
الحرمين,الحرمين,حَرَم,O,noun_prop
والملحة,و+_الملحة,مُلِحّ,O,adj
وعرضها,و+_عرضها,عَرْض,O,noun
على,على,عَلَى,O,prep
جماعة,جماعة,جَماعَة,O,noun
منهم,منهم,مِن,O,prep
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
طريف,طريف,طَرِيف,I-PERS,adj
بالمهملة,ب+_المهملة,مُهْمَل,I-PERS,adj
مكبر,مكبر,مُكَبِّر,O,noun
،,،,،,O,punc
واخذ,و+_أخذ,أَخَذ,O,verb
الفقه,الفقه,فِقْه,O,noun
عنه,عنه,عَن,O,prep
وعن,و+_عن,عَن,O,prep
البرهان,البرهان,بُرْهان,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
زقاعة,زقاعة,زقاعه,I-PERS,noun_prop
والعلاء,و+_العلاء,عَلاء,B-PERS,noun
ابن,ابن,ٱِبْن,I-PERS,noun_prop
نعامة,نعامة,نَعام,I-PERS,noun
قاضي,قاضي,قاضِي,O,noun
الشافعية,الشافعية,شافِعِيّ,B-ORG,adj
بها,بها,بِ,O,prep
وسمع,و+_سمع,سَمِع,O,verb
علي,على,عَلَى,O,prep
الحديث,الحديث,حَدِيث,O,noun
وكذا,و+_كذا,كَذا,O,conj
اخذ,أخذ,أَخَذ,O,verb
عن,عن,عَن,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
طريف,طريف,طَرِيف,I-PERS,adj
الاصول,الأصول,أَصْل,O,noun
،,،,،,O,punc
ثم,ثم,ثُمَّ,O,adv
ارتحل,أرتحل,ٱِرْتَحَل,O,verb
الى,إلى,إِلَى,O,prep
القدس,القدس,قُدْس,B-LOC,noun_prop
فاخذ,ف+_آخذ,أَخَذ,O,verb
به,به,بِ,O,prep
النحو,النحو,نَحْو,O,noun
عن,عن,عَن,O,prep
المحب,المحب,مُحِبّ,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
الفاسي,الفاسي,فاسِيّ,I-PERS,noun_prop
والبدر,و+_البدر,بَدْر,B-PERS,noun
العليمي,العليمي,العليمي,I-PERS,noun_prop
وغيرهما,و+_غيرهما,غَيْر,O,noun
ولما,و+_لما,لَمّا,O,conj
تحول,تحول,تَحَوَّل,O,verb
شيخه,شيخه,شَيْخ,O,noun
ابن,ابن,ٱِبْن,B-PERS,noun_prop
زقاعة,زقاعة,زقاعه,I-PERS,noun_prop
الى,إلى,إِلَى,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
وتوطن,و+_توطن,وَطَّن,O,verb
بها,بها,بِ,O,prep
طلبه,طلبه,طَلَب,O,noun
من,من,مِن,O,prep
غزة,غزة,غَزَّة,B-LOC,noun_prop
فقدم,ف+_قدم,قَدَّم,O,verb
عليه,عليه,عَلَى,O,prep
ولازم,و+_ل+_إزم,أَزْمَة,O,noun
خدمته,خدمته,خِدْمَة,O,noun
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
مات,مات,مات,O,verb
الشيخ,الشيخ,شَيْخ,O,noun_prop
بحيث,ب+_حيث,حَيْثُ,O,conj
عرف,عرف,عَرَف,O,verb
بخدمته,ب+_خدمته,خِدْمَة,O,noun
واستقر,و+_استقر,ٱِسْتَقَرّ,O,verb
في,في,فِي,O,prep
خدمة,خدمة,خِدْمَة,O,noun
الباسطية,الباسطية,الباسطيه,O,noun_prop
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
،,،,،,O,punc
وحج,و+_حج,حَجّ,O,noun
باخرة,باخرة,باخِرَة,O,noun
من,من,مِن,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اثنتين,ٱثنتين,ٱِثْنَتانِ,O,adj
واربعين,و+_أربعين,أَرْبَع,O,noun
وجاور,و+_جاور,جاوَر,O,verb
وتلا,و+_تلا,تَلا,O,verb
بالعشر,ب+_العشر,عَشَرَة,O,noun
على,على,عَلَى,O,prep
الزين,الزين,زَيْن,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
عياش,عياش,عَيّاش,I-PERS,noun_prop
بما,بما,ما,O,pron_rel
تضمنه,تضمنه,تَضَمَّن,O,verb
نظمه,نظمه,نَظَّم,O,verb
في,في,فِي,O,prep
الثلاثة,الثلاثة,ثَلاث,O,adj
