token,tokenized,lemma,ne_label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
القاضي,القاضي,قاضِي,I-PERS,noun
موفق,موفق,مُوَفَّق,B-PERS,adj
الدين,الدين,دِين,I-PERS,noun
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
ابو,أبو,أَبُو,B-PERS,noun_prop
الفضل,الفضل,فَضْل,I-PERS,noun
الناشري,الناشري,الناشري,I-PERS,noun_prop
اليماني,اليماني,يَمانِيّ,O,adj
اخو,أخو,أَخ,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
المجيد,المجيد,مَجِيد,I-PERS,noun_prop
الاتي,الآتي,آتِي,I-PERS,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
وثمانين,و+_ثمانين,ثَمانِي,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وحفظ,و+_حفظ,حِفْظ,O,noun
المنهاج,المنهاج,مِنْهاج,O,noun
وكثيرا,و+_كثيرا,كَثِير,O,adv
من,من,مِن,O,prep
الفوائد,الفوائد,فائِدَة,O,noun
الادبية,الأدبية,أَدَبِيّ,O,adj
وحضر,و+_حضر,حَضَر,O,verb
مجالس,مجالس,مَجْلِس,O,noun
عمه,عمه,عَمّ,O,noun
الشهاب,الشهاب,شِهاب,O,noun_prop
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
وسمع,و+_سمع,سَمِع,O,verb
المجد,المجد,مَجْد,O,noun
اللغوي,اللغوي,لُغَوِيّ,I-PERS,adj
وابن,و+_ابن,ٱِبْن,B-PERS,noun
الجزري,الجزري,جَزَرِيّ,I-PERS,adj
وقرا,و+_قرآ,قَرَأ,O,verb
العربية,العربية,عَرَبِيّ,O,adj
على,على,عَلَى,O,prep
عبد,عبد,عَبْد,B-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
الناشري,الناشري,الناشري,I-PERS,noun_prop
والفرائض,و+_الفرائض,فَرِيضَة,O,noun
على,على,عَلَى,O,prep
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
الجلاد,الجلاد,جِلاد,I-PERS,noun
واخذ,و+_أخذ,أَخَذ,O,verb
عنه,عنه,عَن,O,prep
العفيف,العفيف,عَفِيف,B-PERS,noun_prop
الناشري,الناشري,الناشري,I-PERS,noun_prop
ووصفه,و+_وصفه,وَصَف,O,verb
بالفضل,ب+_الفضل,فَضْل,O,noun
والاخلاق,و+_الأخلاق,خُلْق,O,noun
الحسنة,الحسنة,حَسَن,O,noun
والشمائل,و+_الشمائل,شَمْلِيَّة,O,noun
المرضية,المرضية,مُرْضِي,O,noun
مع,مع,مَع,O,prep
مداومة,مداومة,مُداوَمَة,O,noun
العبادة,العبادة,عِبادَة,O,noun
والقيام,و+_القيام,قِيام,O,noun
والاوراد,و+_الأوراد,وِرْد,O,noun
وانه,و+_أنه,أَنَّ,O,conj_sub
ولي,ولي,وَلِيّ,O,noun
قضاء,قضاء,قَضاء,O,noun
زبيد,زبيد,زُبَيْد,B-LOC,noun_prop
نيابة,نيابة,نِيابَة,O,noun
عن,عن,عَن,O,prep
والده,والده,والِد,O,noun
من,من,مِن,O,prep
سنة,سنة,سَنَة,O,noun
اثنتين,ٱثنتين,ٱِثْنَتانِ,O,adj
وعشرين,و+_عشرين,عِشْرُون,O,noun
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
مات,مات,مات,O,verb
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وخمسين,و+_خمسين,خَمْس,O,noun
وانجب,و+_أنجب,أَنْجَب,O,verb
اولادا,أولادا,وَلَد,O,noun
منهم,منهم,مِن,O,prep
الجمال,الجمال,جَمال,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
وكان,و+_كان,كان,O,verb
ابوه,أبوه,أَب,O,noun
ولي,ولي,وَلِيّ,O,noun
القضاء,القضاء,قَضاء,O,noun
الاكبر,الأكبر,أَكْبَر,O,adj
بعد,بعد,بُعْد,O,noun
الشهاب,الشهاب,شِهاب,O,noun_prop
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
الرداد,الرداد,الرداد,I-PERS,noun_prop
الماضي,الماضي,ماضِي,O,adj
.,.,.,O,punc
