token,tokenized,lemma,ne_label,pos
يوسف,يوسف,يُوسِف,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
اللطيف,اللطيف,لَطِيف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
الجمال,الجمال,جَمال,I-PERS,noun
الصردي,الصردي,الصردي,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
المالكي,المالكي,مالِكِيّ,I-PERS,noun
نزيل,نزيل,أَزال,O,verb
زاوية,زاوية,زاوِيَة,O,noun
الشيخ,الشيخ,شَيْخ,O,noun_prop
مدين,مدين,مَدِين,B-PERS,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بخدمة,ب+_خدمة,خِدْمَة,O,noun
النجم,النجم,نَجْم,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
حجي,حجى,حِجَى,I-PERS,noun
.,.,.,O,punc
ممن,ممن,مِن,O,prep
سمع,سمع,سَمِع,O,verb
مني,مني,مِن,O,prep
واخذ,و+_أخذ,أَخَذ,O,verb
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
عن,عن,عَن,O,prep
بعض,ب+_عض,عَضّ,O,noun
الفضلاء,الفضلاء,فاضِل,O,noun
ولازم,و+_ل+_إزم,أَزْمَة,O,noun
حضور,حضور,حُضُور,O,noun
مجلس,مجلس,مَجْلِس,O,noun
مخدومه,مخدومة,مَخْدُوم,O,noun
وبعده,و+_بعده,بَعْد,O,noun
انهبط,انهبط,انهبط,O,noun_prop
ولديه,و+_لديه,لَدَى,O,noun
عقل,عقل,عَقْل,O,noun
وسكون,و+_سكون,سُكُون,O,noun
.,.,.,O,punc
