token,tokenized,lemma,ne_label,pos
عبد,عبد,عَبْد,B-PERS,noun_prop
الغني,الغنى,غِنَى,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
الزين,الزين,زَيْن,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
القليوبي,القليوبي,قَلْيُوبِيّ,I-PERS,adj
الاصل,الأصل,أَصْل,O,noun
القاهري,القاهري,قاهِرِيّ,O,adj
الشافعي,الشافعي,شافِعِيّ,O,adj
التاجر,التاجر,تاجِر,O,noun
نزيل,نزيل,أَزال,O,verb
مكة,مكة,مَكَّة,B-LOC,noun_prop
ويعرف,و+_يعرف,عَرَف,O,verb
بالقباني,بالقباني,بالقباني,B-PERS,noun_prop
خال,خال,خال,O,noun
الشهاب,الشهاب,شِهاب,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
خبطة,خبطة,خَبْطَة,I-PERS,noun
الماضي,الماضي,ماضِي,O,adj
،,،,،,O,punc
امه,أمه,أُمّ,O,noun
فاطمة,فاطمة,فاطِمَة,B-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
سنة,سنة,سَنَة,O,noun
اثنتين,ٱثنتين,ٱِثْنَتانِ,O,adj
او,أو,أَو,O,conj
ثلاث,ثلاث,ثَلاث,O,adj
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
ونشا,و+_نشأ,شَأَو,O,verb
بها,بها,بِ,O,prep
فحفظ,ف+_حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
،,،,،,O,punc
وكان,و+_كان,كان,O,verb
والده,والده,والِد,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الطويل,الطويل,طَوِيل,I-PERS,adj
من,من,مِن,O,prep
الفضلاء,الفضلاء,فاضِل,O,noun
فاشتغل,ف+_أشتغل,ٱِشْتَغَل,O,verb
ابنه,ابنه,ٱِبْن,O,noun
يسيرا,يسيرا,سار,O,verb
،,،,،,O,punc
وحج,و+_حج,حَجّ,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
عشرين,عشرين,عِشْرُون,O,noun
وسافر,و+_سافر,سافَر,O,verb
الى,إلى,إِلَى,O,prep
بلاد,بلاد,بَلَد,O,noun
هرمز,هرمز,هرمز,B-LOC,noun_prop
فدخل,ف+_دخل,دَخَل,O,verb
بلاد,بلاد,بَلَد,O,noun
العجم,العجم,عَجَم,O,noun
وغاب,و+_غاب,غاب,O,verb
هناك,هناك,هُناكَ,O,adv
خمس,خمس,خَمْس,O,adj
سنين,سنين,سَنَة,O,noun
ثم,ثم,ثُمَّ,O,adv
عاد,عاد,عاد,O,verb
الى,إلى,إِلَى,O,prep
مكة,مكة,مَكَّة,B-LOC,noun_prop
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
خمس,خمس,خَمْس,O,adj
وعشرين,و+_عشرين,عِشْرُون,O,noun
وفيها,و+_فيها,فِي,O,prep
دخل,دخل,دَخَل,O,verb
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
ثم,ثم,ثُمَّ,O,adv
عاد,عاد,عاد,O,verb
الى,إلى,إِلَى,O,prep
مكة,مكة,مَكَّة,B-LOC,noun_prop
في,في,فِي,O,prep
اواخر,أواخر,آخِر,O,noun
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وعشرين,و+_عشرين,عِشْرُون,O,noun
ثم,ثم,ثُمَّ,O,adv
رجع,رجع,رَجَع,O,verb
الى,إلى,إِلَى,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
في,في,فِي,O,prep
التي,التي,الَّذِي,O,pron_rel
تليها,تليها,وَلِي,O,verb
ثم,ثم,ثُمَّ,O,adv
عاد,عاد,عاد,O,verb
الى,إلى,إِلَى,O,prep
مكة,مكة,مَكَّة,B-LOC,noun_prop
في,في,فِي,O,prep
اواخر,أواخر,آخِر,O,noun
سنة,سنة,سَنَة,O,noun
