token,tokenized,lemma,ne_label,pos
الاجهوري,الاجهوري,الاجهوري,O,noun_prop
بضم,ب+_ضم,ضَمّ,O,noun
الهمزة,الهمزة,هَمْزَة,O,noun
نسبة,نسبة,نِسْبَة,O,noun
لاجهور,ل+_أجهور,جَهْوَر,B-LOC,verb
الكبرى,الكبري,كُبْرِي,O,noun
بساحل,ب+_ساحل,ساحِل,O,noun
البحر,البحر,بَحْر,B-LOC,noun
من,من,مِن,O,prep
عمل,عمل,عَمَل,O,noun
القليوبية,القليوبية,قَلْيُوبِيّ,O,adj
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
حسن,حسن,حَسَن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الحاكم,الحاكم,حاكِم,I-PERS,adj
ممن,ممن,مِن,O,prep
قرا,قرآ,قَرَأ,O,verb
علي,على,عَلَى,B-PERS,prep
وانتسب,و+_أنتسب,ٱِنْتَسَب,O,verb
كذلك,ك+_ذلك,ذٰلِكَ,O,pron_dem
قديما,قديما,قَدِيم,O,adj
نبيه,نبيه,نَبِيه,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
ابراهيم,إبراهيم,إِبْراهِيم,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
مهلهل,مهلهل,مُهَلْهَل,I-PERS,adj
مصري,مصري,مِصْرِيّ,O,adj
مات,مات,مات,O,verb
في,في,فِي,O,prep
المحرم,المحرم,مُحَرَّم,O,adj
سنة,سنة,سَنَة,O,noun
خمس,خمس,خَمْس,O,adj
وسبعين,و+_سبعين,سَبْع,O,noun
وستمائة,و+_ستمائة,سِتّمائَة,O,noun
بالقرافة,ب+_القرافة,قَرافَة,O,noun_prop
.,.,.,O,punc
