"token","tokenized","lemma","ne_label","pos"
"حسن","حسن","حَسَن","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"احمد","أحمد","أَحْمَد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"علي","على","عَلَى","I-PERS","prep"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"علي","على","عَلَى","I-PERS","prep"
"بن","بن","بِن","I-PERS","noun_prop"
"احمد","أحمد","أَحْمَد","I-PERS","noun_prop"
"ابن","ابن","ٱِبْن","I-PERS","noun_prop"
"البدر","البدر","بَدْر","I-PERS","noun"
"ابن","ابن","ٱِبْن","I-PERS","noun_prop"
"شيخنا","شيخنا","شَيْخ","I-PERS","noun"
"ابن","ابن","ٱِبْن","I-PERS","noun_prop"
"حجر","حجر","حَجَر","I-PERS","noun"
".",".",".","O","punc"
"مات","مات","مات","O","verb"
"في","في","فِي","O","prep"
"شعبان","شعبان","شَعْبان","O","noun_prop"
"سنة","سنة","سَنَة","O","noun"
"اثنتين","ٱثنتين","ٱِثْنَتانِ","O","adj"
"واربعين","و+_أربعين","أَرْبَع","O","noun"
"وله","و+_له","لِ","O","prep"
"دون","دون","دُون","O","noun"
"السنة","السنة","سَنَة","O","noun"
".",".",".","O","punc"
"ارخه","أرخه","رَخِي","O","verb"
"جده","جده","جَدّ","O","noun"
"شيخنا","شيخنا","شَيْخ","B-PERS","noun"
"في","في","فِي","O","prep"
"انبائه","أنبائه","نَبَأ","O","noun"
".",".",".","O","punc"
