token,tokenized,lemma,ne_label,pos
عبد,عبد,عَبْد,B-PERS,noun_prop
العزيز,العزيز,عَزِيز,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
دانيال,دانيال,دانِيال,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
العزيز,العزيز,عَزِيز,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
عثمان,عثمان,عُثْمان,I-PERS,noun_prop
الاصبهاني,الاصبهاني,الاصبهاني,I-PERS,noun_prop
الاصل,الأصل,أَصْل,O,noun
المكي,المكي,مَكِّيّ,O,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بالعجمي,ب+_العجمي,عَجَمِيّ,B-PERS,noun_prop
.,.,.,O,punc
كان,كان,كان,O,verb
شابا,شابا,شابّ,O,noun
خيرا,خيرا,خَيْر,O,noun
له,له,لِ,O,prep
املاك,أملاك,مِلْك,O,noun
بوادي,ب+_وادي,وادِي,B-LOC,noun
الهدة,الهدة,هَدَّة,I-LOC,noun
وغيرها,و+_غيرها,غَيْر,O,noun
وغالب,و+_غالب,غالِب,O,noun
ذلك,ذلك,ذٰلِكَ,O,pron_dem
وراثة,وراثة,وِراثَة,O,noun
من,من,مِن,O,prep
قرائبه,قرائبه,قرائبه,O,noun_prop
.,.,.,O,punc
مات,مات,مات,O,verb
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
في,في,فِي,O,prep
ذي,ذي,ذُو,O,noun
القعدة,القعدة,قَعْدَة,O,noun
سنة,سنة,سَنَة,O,noun
احدى,إحدى,أَحَد,O,noun
عشرة,عشرة,عَشَرَة,O,noun
.,.,.,O,punc
ذكره,ذكره,ذَكَر,O,verb
الفاسي,الفاسي,فاسِيّ,B-PERS,noun_prop
.,.,.,O,punc
