token,tokenized,lemma,ne_label,pos
الزينوني,الزينوني,الزينوني,B-PERS,noun_prop
كالزيتوني,ك+_الزيتوني,زَيْتُونِيّ,B-PERS,adj
المذكور,المذكور,مَذْكُور,O,adj
قريبا,قريبا,قَرِيب,O,adj
لكن,لكن,لٰكِنَّ,O,conj
بنونين,ب+_نونين,نُون,B-LOC,noun
نسبة,نسبة,نِسْبَة,O,noun
لقرية,ل+_قرية,قَرْيَة,O,noun
من,من,مِن,O,prep
البقاع,البقاع,بِقاع,O,noun
العزيزي,العزيزي,عَزِيزِيّ,O,noun_prop
سمى,سمى,سَمَّى,O,verb
دير,دير,دَيْر,B-LOC,noun
زينون,زينون,زينون,I-LOC,noun_prop
رجل,رجل,رَجُل,O,noun
من,من,مِن,O,prep
دمشق,دمشق,دِمَشْق,B-LOC,noun_prop
يقرئ,يقرئ,أَقْرَأ,O,verb
الابناء,الأبناء,أَبْناء,O,noun
اسمه,اسمه,ٱِسْم,O,noun
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
من,من,مِن,O,prep
قرا,قرآ,قَرَأ,O,verb
عنده,عنده,عِنْد,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ابي,أبي,أَبِي,I-PERS,noun_prop
بكر,بكر,بَكْر,I-PERS,noun_prop
الصرخدي,الصرخدي,الصرخدي,I-PERS,noun_prop
.,.,.,O,punc
