token,tokenized,lemma,ne_label,pos
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
الاميوطي,الاميوطي,الاميوطي,I-PERS,noun_prop
القاهري,القاهري,قاهِرِيّ,I-PERS,adj
البزار,البزار,بَزّار,O,noun
ويعرف,و+_يعرف,عَرَف,O,verb
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
الخطيب,الخطيب,خَطِيب,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
بابن,ب+_ابن,ٱِبْن,B-PERS,noun
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
.,.,.,O,punc
كان,كان,كان,O,verb
يتجر,يتجر,تَجَر,O,verb
في,في,فِي,O,prep
حانوت,حانوت,حانُوت,O,noun
الطرحي,الطرحى,طَرِيح,O,noun
ويحضر,و+_يحضر,حَضَر,O,verb
الاسواق,الأسواق,سُوق,O,noun
ويعامل,و+_يعامل,عامَل,O,verb
الناس,الناس,ناس,O,noun
على,على,عَلَى,O,prep
خير,خير,خَيْر,O,noun
وسداد,و+_سداد,سَداد,O,noun
وصدق,و+_صدق,صِدْق,O,noun
لهجة,لهجة,لَهْجَة,O,noun
مع,مع,مَع,O,prep
سماع,سماع,سَماع,O,noun
ورغبة,و+_رغبة,رَغْبَة,O,noun
في,في,فِي,O,prep
الاطعام,الإطعام,إِطْعام,O,noun
والمعروف,و+_المعروف,مَعْرُوف,O,adj
،,،,،,O,punc
وقد,و+_قد,قَدْ,O,part_verb
حج,حج,حَجّ,O,noun
غير,غير,غَيْر,O,noun
مرة,مرة,مَرَّة,O,noun
ودخل,و+_دخل,دَخَل,O,verb
الشام,الشام,شام,B-LOC,noun_prop
وزار,و+_زار,زار,O,verb
بيت,بيت,بَيْت,B-LOC,noun_prop
المقدس,المقدس,مُقَدَّس,I-LOC,adj
ولكنه,و+_لكنه,لٰكِنَّ,O,conj
لم,لم,لَم,O,part_neg
يمت,يمت,مَتّ,O,verb
حتى,حتى,حَتَّى,O,prep
افتقر,أفتقر,ٱِفْتَقَر,O,verb
وكف,و+_كف,كَفّ,O,verb
وثقل,و+_ثقل,ثِقْل,O,noun
سمعه,سمعه,سَمِع,O,verb
جدا,جدا,جِدّ,O,noun
.,.,.,O,punc
مات,مات,مات,O,verb
بالاسهال,ب+_الإسهال,إِسْهال,B-LOC,noun
شهيدا,شهيدا,شَهِيد,O,noun
في,في,فِي,O,prep
رجب,رجب,رَجَب,O,noun_prop
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وسبعين,و+_سبعين,سَبْع,O,noun
وقد,و+_قد,قَدْ,O,part_verb
جاز,جاز,جاز,O,verb
السبعين,السبعين,سَبْع,O,noun
ودفنته,و+_دفنته,دَفَن,O,verb
بحوش,ب+_حوش,حَوَش,B-LOC,noun
البيبرسية,البيبرسية,البيبرسيه,I-LOC,noun_prop
بالقرب,ب+_القرب,قُرْب,O,noun
من,من,مِن,O,prep
ابنائي,أبنائي,أَبْناء,B-LOC,noun
فهم,ف+_هم,هُم,O,pron
اسباطه,أسباطه,سِبْط,O,noun
عوضه,عوضه,عَوَّض,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
الجنة,الجنة,جَنَّة,O,noun
ورحمه,و+_رحمة,رَحْمَة,O,noun
.,.,.,O,punc
