token,tokenized,lemma,ne_label,pos
يعقوب,يعقوب,يَعْقُوب,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
الشرف,الشرف,شَرَف,I-PERS,noun
القرشي,القرشي,قُرَشِيّ,I-PERS,noun_prop
المغربي,المغربي,مَغْرِبِيّ,O,adj
المالكي,المالكي,مالِكِيّ,O,noun
القاضي,القاضي,قاضِي,O,noun
،,،,،,O,punc
ممن,ممن,مِن,O,prep
سمع,سمع,سَمِع,O,verb
من,من,مِن,O,prep
شيخنا,شيخنا,شَيْخ,O,noun
،,،,،,O,punc
وولي,و+_ولي,وَلِيّ,O,noun
قضاء,قضاء,قَضاء,O,noun
حلب,حلب,حَلَب,B-LOC,noun_prop
ثم,ثم,ثُمَّ,O,adv
انفصل,أنفصل,ٱِنْفَصَل,O,verb
عنه,عنه,عَن,O,prep
واقام,و+_أقام,أَقام,O,verb
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
مدة,مدة,مُدَّة,O,noun
وكذا,و+_كذا,كَذا,O,conj
ولي,ولي,وَلِيّ,O,noun
قضاءها,قضاءها,قَضاء,O,noun
بعد,بعد,بُعْد,O,noun
محي,محي,مَحّ,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
يحيى,يحيى,يَحْيَى,I-PERS,noun_prop
المغربي,المغربي,مَغْرِبِيّ,I-PERS,adj
في,في,فِي,O,prep
ذي,ذي,ذُو,O,noun
الحجة,الحجة,حُجَّة,O,noun
سنة,سنة,سَنَة,O,noun
اثنتين,ٱثنتين,ٱِثْنَتانِ,O,adj
واربعين,و+_أربعين,أَرْبَع,O,noun
ورايته,و+_رأيته,راوَنْد,O,verb
كتب,كتب,كَتَب,O,verb
وهو,و+_هو,هُوَ,O,pron
فيها,فيها,فِي,O,prep
على,على,عَلَى,O,prep
بعض,ب+_عض,عَضّ,O,noun
الاستدعاات,الاستدعاات,الاستدعاات,O,noun_prop
المؤرخة,المؤرخة,مُؤَرِّخ,O,noun
سنة,سنة,سَنَة,O,noun
ست,ست,سِتّ,O,noun
وخمسين,و+_خمسين,خَمْس,O,noun
.,.,.,O,punc
ومات,و+_مآت,مَأْتَى,O,noun
بها,بها,بِ,O,prep
في,في,فِي,O,prep
ربيع,ربيع,رَبِيع,O,noun_prop
الاول,الأول,أَوَّل,O,adj
سنة,سنة,سَنَة,O,noun
سبع,سبع,سَبْع,O,noun
وخمسين,و+_خمسين,خَمْس,O,noun
ودفن,و+_دفن,دَفَن,O,verb
بمقابر,ب+_مقابر,مَقْبَر,O,noun
الباب,الباب,باب,B-MISC,noun
الصغير,الصغير,صَغِير,I-MISC,noun
.,.,.,O,punc
