token,tokenized,lemma,ne_label,pos
الزرندي,الزرندي,الزرندي,B-PERS,noun_prop
بيت,بيت,بَيْت,O,noun_prop
كبير,كبير,كَبِير,O,adj
مدني,مدني,مَدَنِيّ,O,adj
منهم,منهم,مِن,O,prep
القاضي,القاضي,قاضِي,O,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
الفتح,الفتح,فَتْح,I-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الوهاب,الوهاب,وَهّاب,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
الانصاري,الأنصاري,أَنْصارِيّ,I-PERS,noun_prop
وبنوه,و+_بنوه,بَنَى,O,verb
مسعد,مسعد,مُسْعَد,B-PERS,adj
ثم,ثم,ثُمَّ,O,adv
سعيد,سعيد,سَعِيد,B-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
عبد,عبد,عَبْد,B-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
ولثانيهم,ولثانيهم,ولثانيهم,O,noun_prop
نور,نور,نُور,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
علي,على,عَلَى,I-PERS,prep
وقتح,وقتح,وقتح,B-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
ابو,أبو,أَبُو,I-PERS,noun_prop
الفتح,الفتح,فَتْح,I-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
ولثالثهم,و+_ل+_ثالثهم,ثالِث,O,adj
مجد,مجد,مَجْد,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
ونجم,و+_نجم,نَجْم,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
وشمس,و+_شمس,شَمْس,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
ولعبد,و+_ل+_عبد,عَبْد,B-PERS,noun_prop
الوهاب,الوهاب,وَهّاب,I-PERS,noun_prop
ثلاثة,ثلاثة,ثَلاث,O,adj
اخوة,إخوة,إِخْوَة,O,noun
المحب,المحب,مُحِبّ,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
وابو,و+_أبو,أَبُو,B-PERS,noun_prop
الفتح,الفتح,فَتْح,I-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
وعبد,و+_عبد,عَبْد,B-PERS,noun_prop
الرحمن,الرحمن,رَحْمٰن,I-PERS,noun_prop
فللمحب,ف+_ل+_المحب,مُحِبّ,I-PERS,noun
عمر,عمر,عُمَر,I-PERS,noun_prop
وبهاء,و+_بهاء,بَهاء,B-PERS,noun
الدين,الدين,دِين,I-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
وعبد,و+_عبد,عَبْد,B-PERS,noun_prop
الوهاب,الوهاب,وَهّاب,I-PERS,noun_prop
فلعمر,ف+_ل+_عمر,عُمْر,I-PERS,noun
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
ومحمد,و+_محمد,مُحَمَّد,B-PERS,noun_prop
واحمد,و+_أحمد,أَحْمَد,B-PERS,noun_prop
وللبهاء,و+_ل+_البهاء,بَهاء,B-PERS,noun
ابو,أبو,أَبُو,B-PERS,noun_prop
الفضل,الفضل,فَضْل,I-PERS,noun
وعبد,و+_عبد,عَبْد,B-PERS,noun_prop
الرحمن,الرحمن,رَحْمٰن,I-PERS,noun_prop
وابو,و+_أبو,أَبُو,B-PERS,noun_prop
الفتوح,الفتوح,فَتْح,I-PERS,noun
وعبد,و+_عبد,عَبْد,B-PERS,noun_prop
الباسط,الباسط,باسِط,I-PERS,noun_prop
ومحب,و+_محب,مُحِبّ,B-PERS,noun
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
ولعبد,و+_ل+_عبد,عَبْد,B-PERS,noun_prop
الوهاب,الوهاب,وَهّاب,I-PERS,noun_prop
خمسة,خمسة,خَمْس,O,adj
اكبرهم,أكبرهم,كَبَر,O,verb
المحب,المحب,مُحِبّ,O,noun
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
والمجد,و+_المجد,مَجْد,B-PERS,noun
معاذ,معاذ,مَعاذ,I-PERS,noun
والزين,و+_الزين,زَيْن,B-PERS,noun
عبد,عبد,عَبْد,I-PERS,noun_prop
السلام,السلام,سَلام,I-PERS,noun
وعبد,و+_عبد,عَبْد,B-PERS,noun_prop
الواحد,الواحد,واحِد,I-PERS,noun
ومحمد,و+_محمد,مُحَمَّد,B-PERS,noun_prop
مات,مات,مات,O,verb
بالطاعون,ب+_الطاعون,طاعُون,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وسبعين,و+_سبعين,سَبْع,O,noun
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
.,.,.,O,punc
