token,tokenized,lemma,ne_label,pos
فاطمة,فاطمة,فاطِمَة,B-PERS,noun_prop
ابنة,ابنة,ٱِبْنَة,O,noun
ابراهيم,إبراهيم,إِبْراهِيم,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عمر,عمر,عُمَر,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
الزرعى,الزرعى,الزرعي,I-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
ابنة,ابنة,ٱِبْنَة,O,noun
اخى,أخي,أَخ,O,noun
التاج,التاج,تاج,O,noun_prop
عبد,عبد,عَبْد,B-PERS,noun_prop
الوهاب,الوهاب,وَهّاب,I-PERS,noun_prop
الماضي,الماضي,ماضِي,I-PERS,adj
وابوها,و+_أبوها,أَب,O,noun
تزوجها,تزوجها,تَزَوَّج,O,verb
غير,غير,غَيْر,O,noun
واحدا,واحدا,واحِد,O,noun
اخرهم,آخرهم,آخِر,O,noun
السراج,السراج,سِراج,B-PERS,noun
عم,عم,عَمّ,O,noun
القليوبي,القليوبي,قَلْيُوبِيّ,B-PERS,adj
.,.,.,O,punc
وماتت,و+_ماتت,مات,O,verb
في,في,فِي,O,prep
اواخر,أواخر,آخِر,O,noun
رجب,رجب,رَجَب,O,noun_prop
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
وثمانين,و+_ثمانين,ثَمانِي,O,noun
عن,عن,عَن,O,prep
نحو,نحو,نَحْو,O,noun
السبعين,السبعين,سَبْع,O,noun
فاكثر,ف+_أكثر,أَكْثَر,O,adj
،,،,،,O,punc
وكانت,و+_كانت,كان,O,verb
حشمة,حشمة,حِشْمَة,O,noun
خيرة,خيرة,خَيِّر,O,adj
عاقلة,عاقلة,عاقِل,O,adj
حجت,حجت,حَجا,O,verb
غير,غير,غَيْر,O,noun
مرة,مرة,مَرَّة,O,noun
وجاورت,و+_جاورت,جاوَر,O,verb
،,،,،,O,punc
وفيها,و+_فيها,فِي,O,prep
بر,بر,بَرّ,O,noun
وصلة,وصلة,وُصْلَة,O,noun
للفقراء,ل+_الفقراء,فَقِير,O,noun
والارامل,و+_الأرامل,أَرْمَلَة,O,noun
ولذا,و+_لذا,لَذِيذ,O,noun
اوصت,أوصت,أَوْصَى,O,verb
بمبرات,ب+_مبرات,مَبَرَّة,O,noun
وخيرات,و+_خيرات,خَيِّر,O,adj
،,،,،,O,punc
وهي,و+_هي,هِيَ,O,pron
ام,أم,أَم,O,conj
ابي,أبي,أَبِي,B-PERS,noun_prop
الهائم,الهائم,هائِم,I-PERS,noun
الماضي,الماضي,ماضِي,I-PERS,adj
رحمها,رحمها,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
وايانا,و+_إيانا,إِيّا,O,part
