token,tokenized,lemma,ne_label,pos
شاهين,شاهين,شاهِين,B-PERS,noun_prop
العلائي,العلائي,العلائي,I-PERS,noun_prop
قطلوبغا,قطلوبغا,قطلوبغا,B-PERS,noun_prop
الكركي,الكركي,كُرْكِيّ,I-PERS,noun
والد,والد,والِد,O,noun
الجمال,الجمال,جَمال,O,noun
يوسف,يوسف,يُوسِف,B-PERS,noun_prop
سبط,سبط,سَبِط,I-PERS,adj
شيخنا,شيخنا,شَيْخ,O,noun
.,.,.,O,punc
اقراه,أقراه,أَقَرّ,O,verb
سيده,سيدة,سَيِّدَة,O,noun
القران,القرآن,قُرْآن,B-MISC,noun_prop
وصلى,و+_صلى,صَلَّى,O,verb
به,به,بِ,O,prep
ثم,ثم,ثُمَّ,O,adv
صار,صار,صار,O,verb
من,من,مِن,O,prep
مماليك,مماليك,مَمْلُوك,O,noun
الناصر,الناصر,ناصِر,B-PERS,noun_prop
ثم,ثم,ثُمَّ,O,adv
من,من,مِن,O,prep
خاصكيته,خاصكيته,خاصكيته,O,noun_prop
فلما,ف+_لما,لَمّا,O,conj
سافر,سافر,سافَر,O,verb
لقتال,ل+_قتال,قِتال,O,noun
شيخ,شيخ,شَيْخ,O,noun
وكان,و+_كان,كان,O,verb
صحبته,صحبته,صَحِب,O,verb
اسره,أسره,أَسْر,O,noun
جماعة,جماعة,جَماعَة,O,noun
المؤيد,المؤيد,مُؤَيِّد,O,noun
ونقله,و+_نقله,نَقْل,O,noun
حتى,حتى,حَتَّى,O,prep
ولاه,ولاة,والِي,O,noun
الدوادارية,الدوادارية,الدواداريه,B-LOC,noun_prop
الصغرى,الصغرى,أَصْغَر,O,noun
وساق,و+_ساق,ساق,O,noun
البريد,البريد,بَرِيد,O,noun
وحج,و+_حج,حَجّ,O,noun
وصار,و+_صار,صار,O,verb
احد,أحد,أَحَد,O,noun
العشراوات,العشراوات,العشراوات,O,noun_prop
بالقاهرة,ب+_القاهرة,قاهِرَة,B-LOC,noun_prop
وساق,و+_ساق,ساق,O,noun
المحمل,المحمل,مُحَمَّل,O,noun
فلما,ف+_لما,لَمّا,O,conj
تسلطن,تسلطن,سَلَّط,O,verb
الظاهر,الظاهر,ظاهِر,B-PERS,noun
ططر,ططر,ططر,I-PERS,noun_prop
اخرج,أخرج,أَخْرَج,O,verb
الامرية,الامرية,الامريه,O,noun_prop
عنه,عنه,عَن,O,prep
وصيره,و+_صيره,صَيَّر,O,verb
طرخانا,طرخانا,طرخانا,B-LOC,noun_prop
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
انعم,أنعم,أَنْعَم,O,noun
عليه,عليه,عَلَى,O,prep
الاشرف,الأشرف,أَشْرَف,B-PERS,noun
بخمس,ب+_خمس,خَمْس,O,adj
امرة,أمره,أَمْر,O,noun
عشرة,عشرة,عَشَرَة,O,noun
بدون,ب+_دون,دُون,O,noun
