"token","tokenized","lemma","ne_label","pos"
"داود","داود","داوُد","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"موسى","موسى","مُوسَى","I-PERS","noun_prop"
"ويقال","و+_يقال","قال","O","verb"
"ابن","ابن","ٱِبْن","I-PERS","noun_prop"
"علي","على","عَلَى","I-PERS","prep"
"الغماري","الغماري","غِمارِيّ","I-PERS","adj"
"المالكي","المالكي","مالِكِيّ","I-PERS","noun"
".",".",".","O","punc"
"عني","عني","عَن","O","prep"
"بالعلم","ب+_العلم","عِلْم","O","noun"
"ثم","ثم","ثُمَّ","O","adv"
"لازم","لازم","لازِم","O","adj"
"العبادة","العبادة","عِبادَة","O","noun"
"وتزهد","و+_تزهد","تَزَهُّد","O","noun"
"وجاور","و+_جاور","جاوَر","O","verb"
"بالحرمين","ب+_الحرمين","حَرَم","O","noun"
"ازيد","أزيد","زاد","O","verb"
"من","من","مِن","O","prep"
"عشرين","عشرين","عِشْرُون","O","noun"
"سنة","سنة","سَنَة","O","noun"
"وكانت","و+_كانت","كان","O","verb"
"اقامته","أقامته","أَقام","O","verb"
"بالمدية","ب+_المدية","مِدْيَة","O","noun_prop"
"اكثر","أكثر","أَكْثَر","O","adj"
"منها","منها","مِن","O","prep"
"بمكة","ب+_مكة","مَكَّة","B-LOC","noun_prop"
".",".",".","O","punc"
"مات","مات","مات","O","verb"
"في","في","فِي","O","prep"
"مستهل","مستهل","مُسْتَهَلّ","O","noun"
"المحرم","المحرم","مُحَرَّم","O","adj"
"سنة","سنة","سَنَة","O","noun"
"عشرين","عشرين","عِشْرُون","O","noun"
"،","،","،","O","punc"
"قاله","قاله","قال","O","verb"
"شيخنا","شيخنا","شَيْخ","B-PERS","noun"
"في","في","فِي","O","prep"
"انبائه","أنبائه","نَبَأ","O","noun"
"،","،","،","O","punc"
"وذكره","و+_ذكره","ذَكَر","O","verb"
"الفاسي","الفاسي","فاسِيّ","B-PERS","noun_prop"
"في","في","فِي","O","prep"
"مكة","مكة","مَكَّة","B-LOC","noun_prop"
"فقال","ف+_قال","قال","O","verb"
":",":",":","O","punc"
"نزيل","نزيل","أَزال","O","verb"
"الحرمين","الحرمين","حَرَم","B-LOC","noun_prop"
"عني","عني","عَن","O","prep"
"في","في","فِي","O","prep"
"شبابه","شبابه","شَبّ","O","noun"
"بفنون","ب+_فنون","فَنّ","O","noun"
"من","من","مِن","O","prep"
"العلم","العلم","عِلْم","O","noun"
"وتنبه","و+_تنبه","تَنَبَّه","O","verb"
"في","في","فِي","O","prep"
"ذلك","ذلك","ذٰلِكَ","O","pron_dem"
"وصار","و+_صار","صار","O","verb"
"على","على","عَلَى","O","prep"
"ذهنه","ذهنه","ذِهْن","O","noun"
"فوائد","فوائد","فائِدَة","O","noun"
"ونكت","و+_نكت","نُكْتَة","O","noun"
"حسنة","حسنة","حَسَن","O","noun"
"يذاكر","يذاكر","ذاكَر","O","verb"
"بها","بها","بِ","O","prep"
"ثم","ثم","ثُمَّ","O","adv"
"اقبل","أقبل","أَقْبَل","O","verb"
"على","على","عَلَى","O","prep"
"التصوف","التصوف","تَصَوُّف","O","noun_prop"
"والعبادة","و+_العبادة","عِبادَة","O","noun"
"وجد","وجد","وَجَد","O","verb"
"فيها","فيها","فِي","O","prep"
"كثيرا","كثيرا","كَثِير","O","adv"
"،","،","،","O","punc"
"وسكن","و+_سكن","سَكَن","O","noun"
"الحرمين","الحرمين","حَرَم","B-LOC","noun_prop"
"نحو","نحو","نَحْو","O","noun"
"عشرين","عشرين","عِشْرُون","O","noun"
"سنة","سنة","سَنَة","O","noun"
"اكثرها","أكثرها","أَكْثَر","O","adj"
"بالمدينة","ب+_المدينة","مَدِينَة","B-LOC","noun"
"حتى","حتى","حَتَّى","O","prep"
"كانت","كانت","كان","O","verb"
"وفاته","وفاته","وَفاة","O","noun"
"بها","بها","بِ","O","prep"
"واظنه","و+_أظنه","ظَنّ","O","verb"
"في","في","فِي","O","prep"
"عشر","عشر","عَشَرَة","O","noun"
"الستين","الستين","سِتّ","O","noun"
".",".",".","O","punc"
"وله","و+_له","لِ","O","prep"
"بمكة","ب+_مكة","مَكَّة","B-LOC","noun_prop"
"ابنة","ابنة","ٱِبْنَة","O","noun"
"وملك","و+_ملك","مَلِك","O","noun"
".",".",".","O","punc"
"وكان","و+_كان","كان","O","verb"
"كثير","كثير","كَثِير","O","noun"
"الامر","الأمر","أَمْر","O","noun"
"بالمعروف","ب+_المعروف","مَعْرُوف","O","adj"
"والنهي","و+_النهي","نَهْي","O","noun"
"عن","عن","عَن","O","prep"
"المنكر","المنكر","مُنْكَر","O","adj"
"،","،","،","O","punc"
"وله","و+_له","لِ","O","prep"
"في","في","فِي","O","prep"
"ذلك","ذلك","ذٰلِكَ","O","pron_dem"
"اقدام","إقدام","إِقْدام","O","noun"
"على","على","عَلَى","O","prep"
"الولاة","الولاة","والِي","O","noun"
"وغيرهم","و+_غيرهم","غَيْر","O","noun"
"وبيننا","و+_بيننا","بَيِّن","O","noun"
"مودة","مودة","مَوَدَّة","O","noun"
"ومحبة","و+_محبة","مَحَبَّة","O","noun"
"رحمه","رحمه","رَحِم","O","verb"
"الله","الله","اللَّه","B-MISC","noun_prop"
".",".",".","O","punc"
