token,tokenized,lemma,ne_label,pos
عمر,عمر,عُمَر,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
يوسف,يوسف,يُوسِف,I-PERS,noun_prop
البالسي,البالسي,البالسي,I-PERS,noun_prop
المؤذن,المؤذن,مُؤَذِّن,I-PERS,noun
.,.,.,O,punc
قال,قال,قال,O,verb
شيخنا,شيخنا,شَيْخ,O,noun
في,في,فِي,O,prep
انبائه,أنبائه,نَبَأ,O,noun
:,:,:,O,punc
اشتغل,أشتغل,ٱِشْتَغَل,O,verb
بالحديث,ب+_الحديث,حَدِيث,O,noun
ومهر,و+_مهر,مَهْر,O,noun
فيه,فيه,فِي,O,prep
وسمع,و+_سمع,سَمِع,O,verb
الكثير,الكثير,كَثِير,O,noun
مع,مع,مَع,O,prep
الخير,الخير,خَيْر,O,noun
والدين,و+_الدين,دِين,O,noun
.,.,.,O,punc
مات,مات,مات,O,verb
بوادي,ب+_وادي,وادِي,B-LOC,noun
الصفراء,الصفراء,أَصْفَر,I-LOC,noun
وهو,و+_هو,هُوَ,O,pron
متوجه,متوجه,مُتَوَجِّه,O,noun
الى,إلى,إِلَى,O,prep
مكة,مكة,مَكَّة,B-LOC,noun_prop
في,في,فِي,O,prep
اخر,آخر,آخَر,O,adj
ذي,ذي,ذُو,O,noun
القعدة,القعدة,قَعْدَة,O,noun
سنة,سنة,سَنَة,O,noun
احدى,إحدى,أَحَد,O,noun
.,.,.,O,punc
