token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الحسن,الحسن,حَسَن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
الفخر,الفخر,فَخْر,I-PERS,noun
التونسي,التونسي,تُونِسِيّ,I-PERS,adj
ثم,ثم,ثُمَّ,O,adv
السكندري,الNOAN,سكندري,O,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
كما,كما,كَما,O,conj
قراته,قرأته,قَرَأ,O,verb
بخطه,ب+_خطة,خُطَّة,O,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وثلاثين,و+_ثلاثين,ثَلاث,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
وسمع,و+_سمع,سَمِع,O,verb
ابا,أبا,أَب,B-PERS,noun
العباس,العباس,عَبّاس,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
المصفى,المصفى,مَصْفَى,I-PERS,noun
والجلال,و+_الجلال,جَلال,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الفرات,الفرات,فُرات,I-PERS,noun_prop
قال,قال,قال,O,verb
شيخنا,شيخنا,شَيْخ,O,noun
في,في,فِي,O,prep
معجمه,معجمه,مُعْجَم,O,noun
لقيته,لقيته,لَقِي,O,verb
في,في,فِي,O,prep
الرحلة,الرحلة,رِحْلَة,O,noun
الى,إلى,إِلَى,O,prep
الاسكندرية,الإسكندرية,إِسْكَنْدَرِيَّة,B-LOC,noun
فقرات,فقرات,فَقْرَة,O,noun
عليه,عليه,عَلَى,O,prep
مشيخة,مشيخة,مَشْيَخَة,O,noun
الرازي,الرازي,الرازي,B-PERS,noun_prop
بسماعه,ب+_سماعه,سَماع,O,noun
لها,لها,لِ,O,prep
على,على,عَلَى,O,prep
المذكورين,المذكورين,مَذْكُور,O,adj
.,.,.,O,punc
ومات,و+_مآت,مَأْتَى,O,noun
في,في,فِي,O,prep
اوائل,أوائل,أَوائِل,O,noun
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
.,.,.,O,punc
وتبعه,و+_تبعه,تَبِع,O,verb
المقريزي,المقريزي,المقريزي,B-PERS,noun_prop
في,في,فِي,O,prep
عقوده,عقوده,عَقْد,O,noun
.,.,.,O,punc
