token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
المنعم,المنعم,مُنْعِم,I-PERS,noun_prop
الانصاري,الأنصاري,أَنْصارِيّ,I-PERS,noun_prop
البعلي,البعلي,بَعْلِيّ,I-PERS,adj
.,.,.,O,punc
سمع,سمع,سَمِع,O,verb
بها,بها,بِ,O,prep
على,على,عَلَى,O,prep
بعض,ب+_عض,عَضّ,O,noun
اصحاب,أصحاب,صاحِب,O,noun
الحجار,الحجار,حَجّار,O,noun
ولقيه,و+_لقيه,لَقِي,O,verb
فيها,فيها,فِي,O,prep
ابن,ابن,ٱِبْن,B-PERS,noun_prop
موسى,موسى,مُوسَى,I-PERS,noun_prop
ورفيقه,و+_رفيقه,رَفِيق,O,noun
الابي,الأبي,أَب,B-PERS,noun
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
خمس,خمس,خَمْس,O,adj
عشرة,عشرة,عَشَرَة,O,noun
.,.,.,O,punc
