token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبادة,عبادة,عِبادَة,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
الغني,الغنى,غِنَى,I-PERS,noun
الامين,الأمين,أَمِين,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
قاضي,قاضي,قاضِي,O,noun
الحنابلة,الحنابلة,حَنْبَلِيّ,B-LOC,noun_prop
الشمس,الشمس,شَمْس,B-PERS,noun
الدمشقي,الدمشقي,دِمَشْقِيّ,I-PERS,adj
الصالحي,الNOAN,صالحي,I-PERS,noun_prop
الشافعي,الشافعي,شافِعِيّ,O,adj
اخو,أخو,أَخ,O,noun
النجم,النجم,نَجْم,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
الكريم,الكريم,كَرِيم,I-PERS,noun_prop
الحنفي,الحنفي,حَنَفِيّ,I-PERS,noun_prop
والشهاب,و+_الشهاب,شِهاب,B-PERS,noun_prop
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
الحنبلي,الحنبلي,حَنْبَلِيّ,I-PERS,adj
الماضيين,الماضيين,ماضِي,O,adj
.,.,.,O,punc
مات,مات,مات,O,verb
سنة,سنة,سَنَة,O,noun
عشرين,عشرين,عِشْرُون,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
كما,كما,كَما,O,conj
رايته,رأيته,راوَنْد,O,verb
بخطي,ب+_خطى,خَطْوَة,O,noun
على,على,عَلَى,O,prep
من,من,مِن,O,prep
اشترك,أشترك,ٱِشْتَرَى,O,verb
معه,معه,مَع,O,prep
في,في,فِي,O,prep
نسبه,نسبه,نَسَب,O,verb
بحيث,ب+_حيث,حَيْثُ,O,conj
ظننت,ظننت,ظَنّ,O,verb
انه,أنه,أَنَّ,O,conj_sub
هو,هو,هُوَ,O,pron
.,.,.,O,punc
