token,tokenized,lemma,ne_label,pos
قاسم,قاسم,قاسِم,B-PERS,noun_prop
زين,زين,زَيْن,I-PERS,noun_prop
الدين,الدين,دِين,I-PERS,noun
البشتكي,البشتكي,البشتكي,I-PERS,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
بعد,بعد,بُعْد,O,noun
الثمانين,الثمانين,ثَمانِي,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
بالعلم,ب+_العلم,عِلْم,O,noun
وقرب,و+_قرب,قُرْب,O,noun
اهله,أهله,أَهْل,O,noun
واحبهم,و+_أحبهم,أَحَبّ,O,verb
وتقرب,و+_تقرب,قَرُب,O,verb
منهم,منهم,مِن,O,prep
مع,مع,مَع,O,prep
وسوسة,و+_سوسة,سُوسَة,B-PERS,noun_prop
وتزوج,و+_تزوج,تَزَوَّج,O,verb
ابنة,ابنة,ٱِبْنَة,O,noun
الاشرف,الأشرف,أَشْرَف,O,noun
شعبان,شعبان,شَعْبان,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
حسين,حسين,حُسَيْن,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
قلاوون,قلاوون,قلاوون,I-PERS,noun_prop
فاشتهر,ف+_أشتهر,ٱِشْتَهَر,O,verb
وقربه,و+_قربه,قُرْب,O,noun
المؤيد,المؤيد,مُؤَيِّد,O,noun
بحيث,ب+_حيث,حَيْثُ,O,conj
ولاه,ولاة,والِي,O,noun
نظر,نظر,نَظَر,O,noun
الجوالي,الجوالي,جالِيَة,B-PERS,noun
وباشره,و+_باشره,باشَر,O,verb
احسن,أحسن,أَحْسَن,O,noun
مباشرة,مباشرة,مُباشَرَة,O,noun
الى,إلى,إِلَى,O,prep
ان,أن,أَنَّ,O,conj_sub
اخذ,أخذ,أَخَذ,O,verb
الناصري,الناصري,ناصِرِيّ,B-PERS,adj
بن,بن,بِن,I-PERS,noun_prop
البارزي,البارزي,البارزي,I-PERS,noun_prop
في,في,فِي,O,prep
ابعاده,إبعاده,إِبْعاد,O,noun
عنه,عنه,عَن,O,prep
حتى,حتى,حَتَّى,O,prep
غضب,غضب,غَضَب,O,noun
عليه,عليه,عَلَى,O,prep
بل,بل,بَل,O,conj
وضربه,و+_ضربة,ضَرْبَة,O,noun
واعانه,و+_أعانه,أَعان,O,verb
بطيشه,ب+_طيشه,طَيْش,O,noun
وخفته,و+_خفته,خِفَّة,O,noun
على,على,عَلَى,O,prep
ذلك,ذلك,ذٰلِكَ,O,pron_dem
فانحطت,ف+_انحطت,ٱِنْحَطّ,O,verb
مرتبته,مرتبته,مَرْتَبَة,O,noun
وافتقر,و+_أفتقر,ٱِفْتَقَر,O,verb
وركبه,و+_ركبة,رُكْبَة,O,noun
الدين,الدين,دِين,B-PERS,noun
،,،,،,O,punc
وداخل,و+_داخل,داخِل,O,noun
بعد,بعد,بُعْد,O,noun
هذا,هذا,هٰذا,O,pron_dem
الاشرف,الأشرف,أَشْرَف,B-PERS,noun
فلم,ف+_لم,لَم,O,part_neg
يحظ,يحظ,حَظِي,O,verb
بطائل,ب+_طائل,طائِل,O,adj
مع,مع,مَع,O,prep
انه,أنه,أَنَّ,O,conj_sub
سافر,سافر,سافَر,O,verb
معه,معه,مَع,O,prep
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
امد,أمد,أَمْبِير,O,noun
الى,إلى,إِلَى,O,prep
البيرة,البيرة,بِيرا,B-LOC,noun
ثم,ثم,ثُمَّ,O,adv
رجع,رجع,رَجَع,O,verb
الى,إلى,إِلَى,O,prep
حلب,حلب,حَلَب,B-LOC,noun_prop
.,.,.,O,punc
مات,مات,مات,O,verb
بارض,ب+_أرض,أَرْض,O,noun
يبنى,يبنى,بَنَى,O,verb
من,من,مِن,O,prep
عمل,عمل,عَمَل,O,noun
غزة,غزة,غَزَّة,B-LOC,noun_prop
وكان,و+_كان,كان,O,verb
توجهه,توجهه,تَوَجُّه,O,noun
لجهة,ل+_جهة,جِهَة,O,noun
هناك,هناك,هُناكَ,O,adv
في,في,فِي,O,prep
يوم,يوم,يَوْم,O,noun
السبت,السبت,سَبَت,O,noun
ثامن,ثامن,ثامِن,O,adj
رجب,رجب,رَجَب,O,noun_prop
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
واربعين,و+_أربعين,أَرْبَع,O,noun
وقد,و+_قد,قَدْ,O,part_verb
جاز,جاز,جاز,O,verb
الستين,الستين,سِتّ,O,noun
.,.,.,O,punc
ذكره,ذكره,ذَكَر,O,verb
شيخنا,شيخنا,شَيْخ,O,noun
في,في,فِي,O,prep
انبائه,أنبائه,نَبَأ,O,noun
،,،,،,O,punc
وقال,و+_قال,قال,O,verb
المقريزي,المقريزي,المقريزي,B-PERS,noun_prop
