token,tokenized,lemma,ne_label,pos
خاطر,خاطر,خاطِر,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
ربيعة,ربيعه,رَبِيع,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
وحشي,وحشي,وَحْشِيّ,I-PERS,adj
بن,بن,بِن,I-PERS,noun_prop
خليفة,خليفة,خَلِيفَة,I-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
عمرو,عمرو,عَمْرو,I-PERS,noun_prop
السرميني,السرميني,السرميني,I-PERS,noun_prop
الشافعي,الشافعي,شافِعِيّ,O,adj
خطيب,خطيب,خَطِيب,O,noun
قريبة,قريبة,قَرِيب,O,adj
الحراجة,الحراجة,حَراجَة,O,noun
من,من,مِن,O,prep
غربيات,غربيات,غَرْبِيّ,O,adj
حلب,حلب,حَلَب,B-LOC,noun_prop
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
المحرم,المحرم,مُحَرَّم,O,adj
سنة,سنة,سَنَة,O,noun
اربع,أربع,أَرْبَع,O,noun_prop
وثمانين,و+_ثمانين,ثَمانِي,O,noun
وسبعمائة,و+_سبعمائة,سَبْعمائَة,O,noun
بسرمين,بسرمين,بسرمين,B-LOC,noun_prop
واشتغل,و+_أشتغل,ٱِشْتَغَل,O,verb
في,في,فِي,O,prep
الفقه,الفقه,فِقْه,O,noun
والنحو,و+_النحو,نَحْو,O,noun
على,على,عَلَى,O,prep
العز,العز,عِزّ,O,noun
الحاضري,الحاضري,الحاضري,O,noun_prop
ووصفه,و+_وصفه,وَصَف,O,verb
النجم,النجم,نَجْم,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
فهد,فهد,فَهْد,I-PERS,noun_prop
في,في,فِي,O,prep
معجمه,معجمه,مُعْجَم,O,noun
بالذكاء,ب+_الذكاء,ذَكاء,O,noun
والخير,و+_الخير,خَيْر,O,noun
والديانة,و+_الديانة,دِيانَة,O,noun
والكرم,و+_الكرم,كَرْم,O,noun_prop
وتمام,و+_تمام,تَمام,O,noun
المروءة,المروءة,مُرُوَّة,O,noun
قال,قال,قال,O,verb
وله,و+_له,لِ,O,prep
نظم,نظم,نَظْم,O,noun
حسن,حسن,حَسَن,O,noun_prop
جيد,جيد,جَيِّد,O,adj
مع,مع,مَع,O,prep
المام,إلمام,إِلْمام,O,noun
بعلم,ب+_علم,عِلْم,O,noun
العروض,العروض,عَرْض,O,noun
انتهى,انتهى,ٱِنْتَهَى,O,verb
،,،,،,O,punc
وكتب,و+_كتب,كَتَب,O,verb
عنه,عنه,عَن,O,prep
.,.,.,O,punc
مات,مات,مات,O,verb
سنة,سنة,سَنَة,O,noun
اثنتي,ٱثنتي,ٱِثْنَتا,O,noun
عشرة,عشرة,عَشَرَة,O,noun
فان,ف+_إن,إِنَّ,O,verb_pseudo
صح,صح,صَحّ,O,verb
فلعله,ف+_لعله,لَعَلَّ,O,verb_pseudo
بعد,بعد,بُعْد,O,noun
مولد,مولد,مَوْلِد,O,noun
النجم,النجم,نَجْم,B-PERS,noun
ويكون,و+_يكون,كان,O,verb
قد,قد,قَدْ,O,part_verb
اجازه,إجازة,إِجازَة,O,noun
فيها,فيها,فِي,O,prep
.,.,.,O,punc
