token,tokenized,lemma,ne_label,pos
نور,نور,نُور,B-PERS,noun_prop
الصباح,الصباح,صَباح,O,noun
الحبشية,الحبشية,حَبَشِيّ,O,adj
مولاة,مولاه,مَوَّل,O,verb
الجمالي,الجمالي,جَمالِيّ,O,adj
ابي,أبي,أَبِي,B-PERS,noun_prop
السعود,السعود,سُعُود,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
ظهيرة,ظهيرة,ظَهِيرَة,I-PERS,noun
وام,و+_أم,أُمّ,O,noun_prop
عدة,عدة,عِدَّة,O,adj
من,من,مِن,O,prep
اولاده,أولاده,وَلَد,O,noun
.,.,.,O,punc
ماتت,ماتت,مات,O,verb
في,في,فِي,O,prep
اخر,آخر,آخَر,O,adj
يوم,يوم,يَوْم,O,noun
الاثنين,الاثنين,ٱِثْنَيْنِ,O,noun_prop
خامس,خامس,خامِس,O,adj
عشرى,عشري,عَشَرَة,O,noun
شعبان,شعبان,شَعْبان,O,noun_prop
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وتسعين,و+_تسعين,سَعَى,O,verb
وسيدها,و+_سيدها,سَيِّد,O,noun_prop
حينئذ,حينئذ,حِينَئِذٍ,B-PERS,adv
بارض,ب+_أرض,أَرْض,I-PERS,noun
خالد,خالد,خالِد,I-PERS,noun_prop
من,من,مِن,O,prep
وادي,وادي,وادِي,B-LOC,noun
مر,مر,مَرّ,I-LOC,noun
كان,كان,كان,O,verb
سافر,سافر,سافَر,O,verb
اليها,إليها,إِلَى,O,prep
اول,أول,أَوَّل,O,adj
الشهر,الشهر,شَهْر,O,noun
فصلى,فصلي,فَصْل,O,noun
عليها,عليها,عَلَى,O,prep
بعد,بعد,بُعْد,O,noun
صلاة,صلاة,صَلاة,O,noun
الصبح,الصبح,صُبْح,O,noun
عند,عند,عِنْد,O,noun
باب,باب,باب,O,noun
الكعبة,الكعبة,كَعْبَة,B-MISC,noun
ثم,ثم,ثُمَّ,O,adv
دفنت,دفنت,دَفَن,O,verb
في,في,فِي,O,prep
تربتهم,تربتهم,تُرْبَة,O,noun
من,من,مِن,O,prep
المعلاة,المعلاة,مَعْلاة,O,noun
