token,tokenized,lemma,ne_label,pos
كمشبغا,كمشبغا,كمشبغا,B-PERS,noun_prop
الاحمدي,الأحمدي,أَحْمَدِيّ,I-PERS,adj
الظاهري,الظاهري,ظاهِرِيّ,I-PERS,adj
برقوق,ب+_رقوق,رَقّ,B-LOC,noun
.,.,.,O,punc
تركي,تركي,تُرْكِيّ,O,adj
الجنس,الجنس,جِنْس,O,noun
من,من,مِن,O,prep
اصاغر,اصاغر,اصاغر,O,noun_prop
مماليكه,مماليكه,مَمْلُوك,O,noun
ثم,ثم,ثُمَّ,O,adv
تامر,تامر,تامِر,O,noun_prop
بعد,بعد,بُعْد,O,noun
موت,موت,مَوْت,O,noun
المؤيد,المؤيد,مُؤَيِّد,O,noun
ثم,ثم,ثُمَّ,O,adv
استقر,استقر,ٱِسْتَقَرّ,O,verb
به,به,بِ,O,prep
الاشرف,الأشرف,أَشْرَف,O,noun
رءوس,رءوس,رءوس,O,noun_prop
النوب,النوب,نُوبَة,O,noun
وساق,و+_ساق,ساق,O,noun
المحمل,المحمل,مُحَمَّل,B-PERS,noun
باشا,باشا,باشا,B-PERS,noun
،,،,،,O,punc
وكان,و+_كان,كان,O,verb
خفيف,خفيف,خَفِيف,O,adj
اللحية,اللحية,لِحْيَة,O,noun
شهما,شهما,شَهْم,O,noun
قوي,قوي,قَوِيّ,O,adj
النفس,النفس,نَفْس,O,noun
مقداما,مقداما,مِقْدام,O,noun
له,له,لِ,O,prep
قدرة,قدرة,قُدْرَة,O,noun
على,على,عَلَى,O,prep
بغض,ب+_غض,غَضّ,O,noun
الجراكسة,الجراكسة,جَرْكَسِيّ,O,noun_prop
.,.,.,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
ليلة,ليلة,لَيْلَة,O,noun
الاثنين,الاثنين,ٱِثْنَيْنِ,O,noun_prop
حادي,حادي,حادِي,O,adj
عشر,عشر,عَشَرَة,O,noun
ربيع,ربيع,رَبِيع,O,noun_prop
الاول,الأول,أَوَّل,O,adj
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
وثلاثين,و+_ثلاثين,ثَلاث,O,noun
كما,كما,كَما,O,conj
ارخه,أرخه,رَخِي,O,verb
العيني,العيني,عَيْنِيّ,O,adj
وهو,و+_هو,هُوَ,O,pron
في,في,فِي,O,prep
عشر,عشر,عَشَرَة,O,noun
الستين,الستين,سِتّ,O,noun
.,.,.,O,punc
