"token","tokenized","lemma","ne_label","pos"
"احمد","أحمد","أَحْمَد","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"عبد","عبد","عَبْد","I-PERS","noun_prop"
"الوهاب","الوهاب","وَهّاب","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"احمد","أحمد","أَحْمَد","I-PERS","noun_prop"
"الشهاب","الشهاب","شِهاب","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"التاج","التاج","تاج","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"الشهاب","الشهاب","شِهاب","I-PERS","noun_prop"
"الدمشقي","الدمشقي","دِمَشْقِيّ","I-PERS","adj"
"بن","بن","بِن","I-PERS","noun_prop"
"الزهري","الزهري","زُهَرِيّ","I-PERS","adj"
".",".",".","O","punc"
"قرا","قرآ","قَرَأ","O","verb"
"بعض","ب+_عض","عَضّ","O","noun"
"التمييز","التمييز","تَمْيِيز","O","noun"
"واشتغل","و+_أشتغل","ٱِشْتَغَل","O","verb"
"قليلا","قليلا","قَلِيل","O","adj"
"في","في","فِي","O","prep"
"حياة","حياة","حَياة","O","noun"
"ابيه","أبيه","أَب","O","noun"
"ثم","ثم","ثُمَّ","O","adv"
"ترك","ترك","تَرَك","O","verb"
"بعد","بعد","بُعْد","O","noun"
"موت","موت","مَوْت","O","noun"
"ابيه","أبيه","أَب","O","noun"
"واستقر","و+_استقر","ٱِسْتَقَرّ","O","verb"
"هو","هو","هُوَ","O","pron"
"واخوه","و+_إخوة","إِخْوَة","O","noun"
"الجلال","الجلال","جَلال","B-PERS","noun_prop"
"في","في","فِي","O","prep"
"جهات","جهات","جِهَة","O","noun"
"ابيهما","أبيهما","أَب","O","noun"
"مع","مع","مَع","O","prep"
"كثرتها","كثرتها","كَثْرَة","O","noun"
"لم","لم","لَم","O","part_neg"
"يخرج","يخرج","أَخْرَج","O","verb"
"عنهما","عنهما","عَن","O","prep"
"سوى","سوى","سِوَى","O","noun"
"تدريس","تدريس","تَدْرِيس","O","noun"
"الشامية","الشامية","شامِيّ","O","adj"
"البرانية","البرانية","بَرّانِيّ","O","adj"
"ودرس","و+_درس","دَرْس","O","noun"
"بالعادلية","بالعادلية","بالعادليه","O","noun_prop"
"الصغرى","الصغرى","أَصْغَر","O","noun"
"ولبس","و+_لبس","لَبْس","O","noun"
"خلعة","خلعه","خَلْع","O","noun"
"بقضاء","ب+_قضاء","قَضاء","O","noun"
"العسكر","العسكر","عَسْكَر","O","noun"
"في","في","فِي","O","prep"
"سنة","سنة","سَنَة","O","noun"
"خمس","خمس","خَمْس","O","adj"
"وعشرين","و+_عشرين","عِشْرُون","O","noun"
"فباشر","ف+_باشر","باشَر","O","verb"
"اياما","أياما","يَوْم","O","noun"
"ثم","ثم","ثُمَّ","O","adv"
"ترك","ترك","تَرَك","O","verb"
"مطعونا","مطعونا","مَطْعُون","O","adj"
"في","في","فِي","O","prep"
"يوم","يوم","يَوْم","O","noun"
"الثلاثاء","الثلاثاء","ثُلاثاء","O","noun_prop"
"ثاني","ثاني","ثانِي","O","adj"
"عشر","عشر","عَشَرَة","O","noun"
"بيع","بيع","بَيْع","O","noun"
"الاول","الأول","أَوَّل","O","adj"
"سنة","سنة","سَنَة","O","noun"
"ثلاث","ثلاث","ثَلاث","O","adj"
"وثلاثين","و+_ثلاثين","ثَلاث","O","noun"
".",".",".","O","punc"
