"token","tokenized","lemma","ne_label","pos"
"احمد","أحمد","أَحْمَد","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"ابراهيم","إبراهيم","إِبْراهِيم","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"خليل","خليل","خَلِيل","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"الحلبي","الحلبي","حَلَبِيّ","I-PERS","noun_prop"
"الميقاتي","الميقاتي","الميقاتي","I-PERS","noun_prop"
"مات","مات","مات","O","verb"
"بعد","بعد","بُعْد","O","noun"
"الخمسين","الخمسين","خَمْس","O","noun"
"ذكره","ذكره","ذَكَر","O","verb"
"ابن","ابن","ٱِبْن","B-PERS","noun_prop"
"عزم","عزم","عَزْم","I-PERS","noun"
"مجردا","مجردا","مُجَرَّد","O","noun"
".",".",".","O","punc"
