token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
علي,على,عَلَى,I-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
ابراهيم,إبراهيم,إِبْراهِيم,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
اسماعيل,إسماعيل,إِسْماعِيل,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
محمد,محمد,مُحَمَّد,I-PERS,noun_prop
الشمس,الشمس,شَمْس,I-PERS,noun
المناوي,المناوي,مُناوِي,I-PERS,adj
ثم,ثم,ثُمَّ,O,adv
القاهري,القاهري,قاهِرِيّ,B-PERS,adj
الشافعي,الشافعي,شافِعِيّ,I-PERS,adj
اخو,أخو,أَخ,O,noun
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
وابراهيم,و+_إبراهيم,إِبْراهِيم,B-PERS,noun_prop
الماضيين,الماضيين,ماضِي,O,adj
وهذا,و+_هذا,هٰذا,O,pron_dem
الاكبر,الأكبر,أَكْبَر,O,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بالشويهد,بالشويهد,بالشويهد,B-PERS,noun_prop
بضم,ب+_ضم,ضَمّ,O,noun
المعجمة,المعجمة,المعجمه,O,noun_prop
واخره,و+_آخره,آخَر,O,adj
مهملة,مهملة,مُهْمَل,O,adj
مصغر,مصغر,مُصَغَّر,O,adj
.,.,.,O,punc
حفظ,حفظ,حِفْظ,O,noun
القران,القرآن,قُرْآن,O,noun_prop
وجلس,و+_جلس,جَلَس,O,verb
مع,مع,مَع,O,prep
الشهود,الشهود,شاهِد,O,noun
وتنزل,و+_تنزل,نَزَل,O,verb
في,في,فِي,O,prep
بعض,ب+_عض,عَضّ,O,noun
الجهات,الجهات,جِهَة,O,noun
كسعيد,ك+_سعيد,سَعِيد,O,noun_prop
السعداء,السعداء,سَعِيد,O,adj
والسابقية,و+_السابقية,سابِقِيَّة,O,noun
.,.,.,O,punc
مات,مات,مات,O,verb
بعد,بعد,بُعْد,O,noun
ان,أن,أَنَّ,O,conj_sub
شاخ,شاخ,شاخ,O,verb
وصار,و+_صار,صار,O,verb
يرغب,يرغب,رَغِب,O,verb
عما,عما,عَن,O,prep
بيده,ب+_يده,يَد,O,noun
شيئا,شيئا,شَيْء,O,noun
فشيئا,ف+_شيئا,شَيْء,O,noun
قبل,قبل,قِبَل,O,noun
السبعين,السبعين,سَبْع,O,noun
فيما,فيما,ما,O,conj_sub
اظن,أظن,ظَنّ,O,verb
.,.,.,O,punc
