token,tokenized,lemma,ne_label,pos
كسباي,ك+_سبأي,سَبَئِيّ,B-PERS,adj
النوروزي,النوروزي,النوروزي,I-PERS,noun_prop
احد,أحد,أَحَد,O,noun
امراء,أمراء,أَمِير,O,noun
العشرات,العشرات,عَشَرات,O,noun
بدمشق,ب+_دمشق,دِمَشْق,B-LOC,noun_prop
ثم,ثم,ثُمَّ,O,adv
استقر,استقر,ٱِسْتَقَرّ,O,verb
من,من,مِن,O,prep
الطبلخاناة,الطبلخاناة,الطبلخاناه,B-LOC,noun_prop
ولم,و+_لم,لَم,O,part_neg
تنفصل,تنفصل,ٱِنْفَصَل,O,verb
السنة,السنة,سَنَة,O,noun
حتى,حتى,حَتَّى,O,prep
مات,مات,مات,O,verb
في,في,فِي,O,prep
شعبان,شعبان,شَعْبان,O,noun_prop
سنة,سنة,سَنَة,O,noun
اثنتين,ٱثنتين,ٱِثْنَتانِ,O,adj
واربعين,و+_أربعين,أَرْبَع,O,noun
.,.,.,O,punc
ارخه,أرخه,رَخِي,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
اللبودي,اللبودي,اللبودي,I-PERS,noun_prop
.,.,.,O,punc
