token,tokenized,lemma,ne_label,pos
احمد,أحمد,أَحْمَد,B-PERS,noun_prop
الشهاب,الشهاب,شِهاب,I-PERS,noun_prop
المدني,المدني,مَدَنِيّ,I-PERS,adj
ويعرف,و+_يعرف,عَرَف,O,verb
بالنشار,ب+_النشار,نَشّار,O,noun
.,.,.,O,punc
كان,كان,كان,O,verb
يتردد,يتردد,تَرَدَّد,O,verb
الى,إلى,إِلَى,O,prep
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
بل,بل,بَل,O,conj
يكثر,يكثر,كَثُر,O,verb
بها,بها,بِ,O,prep
الاقامة,الإقامة,إِقامَة,O,noun
قتل,قتل,قَتَل,O,verb
في,في,فِي,O,prep
رجوعه,رجوعه,رُجُوع,O,noun
مع,مع,مَع,O,prep
نائب,نائب,نائِب,O,noun
جدة,جدة,جِدَّة,B-LOC,noun
بالينبوع,ب+_الينبوع,يَنْبُوع,O,noun
سنة,سنة,سَنَة,O,noun
ثمان,ثمان,ثَمانِي,O,noun
وسبعين,و+_سبعين,سَبْع,O,noun
غير,غير,غَيْر,O,noun
ماسوف,مأسوف,مَأْسُوف,O,noun
عليه,عليه,عَلَى,O,prep
.,.,.,O,punc
