token,tokenized,lemma,ne_label,pos
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
ابو,أبو,أَبُو,I-PERS,noun_prop
الوفا,ألوفا,أَلْف,I-PERS,noun
المدني,المدني,مَدَنِيّ,I-PERS,adj
اخو,أخو,أَخ,O,noun
الذي,الذي,الَّذِي,O,pron_rel
قبله,قبله,قِبَل,O,noun
لابيه,ل+_أبيه,أَب,B-PERS,noun
.,.,.,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
المحرم,المحرم,مُحَرَّم,O,adj
سنة,سنة,سَنَة,O,noun
احدى,إحدى,أَحَد,O,noun
وسبعين,و+_سبعين,سَبْع,O,noun
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
بالمدينة,ب+_المدينة,مَدِينَة,B-LOC,noun
وسمع,و+_سمع,سَمِع,O,verb
مني,مني,مِن,O,prep
بها,بها,بِ,O,prep
ثم,ثم,ثُمَّ,O,adv
قرا,قرآ,قَرَأ,O,verb
علي,على,عَلَى,B-PERS,prep
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
شيئا,شيئا,شَيْء,O,noun
وباشر,و+_باشر,باشَر,O,verb
امامه,أمامه,أَمام,O,noun
الحنفية,الحنفية,حَنَفِيّ,O,adj
بالمدينة,ب+_المدينة,مَدِينَة,B-LOC,noun
عن,عن,عَن,O,prep
نفسه,نفسه,نَفْس,O,noun
واخوانه,و+_إخوانه,إِخْوَة,O,noun
وبني,و+_بني,بَنِي,O,noun_prop
عمه,عمه,عَمّ,O,noun
ولا,و+_لا,لا,O,part_neg
باس,بأس,بَأْس,O,noun
به,به,بِ,O,prep
.,.,.,O,punc
