token,tokenized,lemma,ne_label,pos
عمر,عمر,عُمَر,B-PERS,noun_prop
الحسني,الحسنى,أَحْسَن,I-PERS,noun
البجائي,البجائي,البجائي,I-PERS,noun_prop
المالكي,المالكي,مالِكِيّ,I-PERS,noun
نزيل,نزيل,أَزال,O,verb
مكة,مكة,مَكَّة,B-LOC,noun_prop
.,.,.,O,punc
ممن,ممن,مِن,O,prep
شهد,شهد,شَهِد,O,verb
على,على,عَلَى,O,prep
الوانوغي,الوانوغي,الوانوغي,B-PERS,noun_prop
في,في,فِي,O,prep
اجازة,إجازة,إِجازَة,O,noun
القاضي,القاضي,قاضِي,O,noun
عبد,عبد,عَبْد,B-PERS,noun_prop
القادر,القادر,قادِر,I-PERS,noun_prop
.,.,.,O,punc
