"token","tokenized","lemma","ne_label","pos"
"ابراهيم","إبراهيم","إِبْراهِيم","B-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"محمد","محمد","مُحَمَّد","I-PERS","noun_prop"
"برهان","برهان","بُرْهان","I-PERS","noun_prop"
"الدين","الدين","دِين","I-PERS","noun"
"ابو","أبو","أَبُو","I-PERS","noun_prop"
"اسحاق","إسحاق","إِسْحاق","I-PERS","noun_prop"
"بن","بن","بِن","I-PERS","noun_prop"
"العلم","العلم","عِلْم","I-PERS","noun"
"الزبيري","الزبيري","الزبيري","I-PERS","noun_prop"
"النويري","النويري","النويري","I-PERS","noun_prop"
"القاهري","القاهري","قاهِرِيّ","I-PERS","adj"
"الشافعي","الشافعي","شافِعِيّ","I-PERS","adj"
"المذكور","المذكور","مَذْكُور","O","adj"
"ابوه","أبوه","أَب","O","noun"
"في","في","فِي","O","prep"
"سنة","سنة","سَنَة","O","noun"
"تسع","تسع","تِسْع","O","adj"
"وتسعين","و+_تسعين","سَعَى","O","verb"
"من","من","مِن","O","prep"
"انباء","أنباء","نَبَأ","O","noun"
"شيخنا","شيخنا","شَيْخ","B-PERS","noun"
".",".",".","O","punc"
"ولد","ولد","وَلَد","O","verb"
"في","في","فِي","O","prep"
"المحرم","المحرم","مُحَرَّم","O","adj"
"سنة","سنة","سَنَة","O","noun"
"خمس","خمس","خَمْس","O","adj"
"وسبعين","و+_سبعين","سَبْع","O","noun"
"وسبعمائة","و+_سبعمائة","سَبْعمائَة","O","noun"
"وسمع","و+_سمع","سَمِع","O","verb"
"السنن","السنن","سُنَّة","B-MISC","noun"
"لابن","ل+_ابن","ٱِبْن","B-PERS","noun"
"ماجه","ماجه","ماج","I-PERS","verb"
"على","على","عَلَى","O","prep"
"الجمال","الجمال","جَمال","B-PERS","noun"
"الحلاوي","الحلاوى","حَلاوَى","I-PERS","noun_prop"
"والختم","و+_الختم","خَتْم","O","noun"
"على","على","عَلَى","O","prep"
"الشهاب","الشهاب","شِهاب","B-PERS","noun_prop"
"الجوهري","الجوهري","جَوْهَرِيّ","I-PERS","adj"
"ونبهنا","و+_نبهنا","نَبَّه","O","verb"
"عليه","عليه","عَلَى","O","prep"
"العلاء","العلاء","عَلاء","B-PERS","noun"
"القلقشندي","القلقشندي","القلقشندي","I-PERS","noun_prop"
"وانه","و+_أنه","أَنَّ","O","conj_sub"
"كان","كان","كان","O","verb"
"يلقب","يلقب","لَقَّب","O","verb"
"بالغطاس","ب+_الغطاس","غَطّاس","I-PERS","noun_prop"
"بغين","بغين","بَغَى","O","verb"
"معجمة","معجمه","مُعْجَم","O","noun"
"ثم","ثم","ثُمَّ","O","adv"
"طاء","طاء","طاء","O","noun_prop"
"مهملة","مهملة","مُهْمَل","O","adj"
"مشددة","مشددة","مُشَدَّد","O","adj"
"واخره","و+_آخره","آخَر","O","adj"
"مهملة","مهملة","مُهْمَل","O","adj"
"ووجد","و+_وجد","وَجَد","O","verb"
"كذلك","ك+_ذلك","ذٰلِكَ","O","pron_dem"
"في","في","فِي","O","prep"
"الطبقة","الطبقة","طَبَقَة","O","noun"
"وقد","و+_قد","قَدْ","O","part_verb"
"قراتها","قرأتها","قَرَأ","O","verb"
"عليه","عليه","عَلَى","O","prep"
"وسمع","و+_سمع","سَمِع","O","verb"
"عليه","عليه","عَلَى","O","prep"
"الفضلاء","الفضلاء","فاضِل","B-MISC","noun"
"وكان","و+_كان","كان","O","verb"
"محبا","محبا","مُحِبّ","O","noun"
"في","في","فِي","O","prep"
"السماع","السماع","سَماع","O","noun"
"قليل","قليل","قَلِيل","O","adj"
"الضجر","الضجر","ضَجِر","O","adj"
"نير","نير","نَيِّر","O","noun"
"الهيئة","الهيئة","هَيْئَة","O","noun"
"نقي","نقي","نَقِيّ","O","adj"
"الشيبة","الشيبة","شَيْبَة","O","noun"
"ممن","ممن","مِن","O","prep"
"يتكسب","يتكسب","تَكَسَّب","O","verb"
"بالشهادة","ب+_الشهادة","شَهادَة","B-MISC","noun"
"عند","عند","عِنْد","O","noun"
"باب","باب","باب","B-LOC","noun"
"الصالحية","الصالحية","الصالحيه","I-LOC","noun_prop"
"وغيرها","و+_غيرها","غَيْر","O","noun"
"وهو","و+_هو","هُوَ","O","pron"
"احد","أحد","أَحَد","O","noun"
"من","من","مِن","O","prep"
"ثبت","ثبت","ثَبَت","O","verb"
"به","به","بِ","O","prep"
"كون","كون","كَوْن","O","noun"
"النظر","النظر","نَظَر","O","noun"
"في","في","فِي","O","prep"
"وقف","وقف","وَقْف","O","noun"
"الشريفية","الشريفية","شَرِيفِيّ","B-ORG","adj"
"المصرية","المصرية","مِصْرِيّ","I-ORG","adj"
"للمدرس","ل+_المدرس","مُدَرِّس","O","noun"
"وارتفعت","و+_ارتفعت","ٱِرْتَفَع","O","verb"
"بذلك","ب+_ذلك","ذٰلِكَ","O","pron_dem"
"يد","يد","يَد","O","noun"
"الشرفي","الشرفي","شَرَفِيّ","B-PERS","noun_prop"
"الانصاري","الأنصاري","أَنْصارِيّ","I-PERS","noun_prop"
"بعد","بعد","بُعْد","O","noun"
"منازعات","منازعات","مُنازَعَة","O","noun"
"وكان","و+_كان","كان","O","verb"
"المدرس","المدرس","مُدَرِّس","O","noun"
"حينئذ","حينئذ","حِينَئِذٍ","O","adv"
"القاضي","القاضي","قاضِي","B-PERS","noun"
"علم","علم","عَلِم","I-PERS","verb"
"الدين","الدين","دِين","I-PERS","noun"
"ولم","و+_لم","لَم","O","part_neg"
"يلتفت","يلتفت","ٱِلْتَفَت","O","verb"
"البرهان","البرهان","بُرْهان","B-PERS","noun"
"لكونه","ل+_كونه","كَوْن","O","noun"
"ينتمي","ينتمي","ٱِنْتَمَى","O","verb"
"للشرف","ل+_الشرف","شَرَف","B-PERS","noun"
"المناوي","المناوي","مُناوِي","I-PERS","adj"
"بقرابة","ب+_قرابة","قَرابَة","O","noun"
".",".",".","O","punc"
"مات","مات","مات","O","verb"
"في","في","فِي","O","prep"
"يوم","يوم","يَوْم","O","noun"
"الثلاثاء","الثلاثاء","ثُلاثاء","O","noun_prop"
"سابع","سابع","سابِع","O","adj"
"عشري","عشري","عَشَرَة","O","noun"
"ذي","ذي","ذُو","O","noun"
"القعدة","القعدة","قَعْدَة","O","noun"
"سنة","سنة","سَنَة","O","noun"
"ثلاث","ثلاث","ثَلاث","O","adj"
"وستين","و+_ستين","سِتّ","O","noun"
"رحمه","رحمه","رَحِم","O","verb"
"الله","الله","اللَّه","B-MISC","noun_prop"
".",".",".","O","punc"
