token,tokenized,lemma,ne_label,pos
غالب,غالب,غالِب,B-PERS,noun
بن,بن,بِن,I-PERS,noun_prop
سعيد,سعيد,سَعِيد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
سعد,سعد,سَعْد,I-PERS,noun_prop
الزبول,الزبول,الزبول,I-PERS,noun_prop
المدجل,المدجل,المدجل,I-PERS,noun_prop
.,.,.,O,punc
مات,مات,مات,O,verb
في,في,فِي,O,prep
شوال,شوال,شُوال,O,noun
سنة,سنة,سَنَة,O,noun
احدى,إحدى,أَحَد,O,noun
وستين,و+_ستين,سِتّ,O,noun
،,،,،,O,punc
ارخه,أرخه,رَخِي,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
عزم,عزم,عَزْم,I-PERS,noun
.,.,.,O,punc
