token,tokenized,lemma,ne_label,pos
رجب,رجب,رَجَب,O,noun_prop
ولم,و+_لم,لَم,O,part_neg
ينسب,ينسب,نَسَب,O,verb
.,.,.,O,punc
ممن,ممن,مِن,O,prep
سمع,سمع,سَمِع,O,verb
علي,على,عَلَى,B-PERS,prep
بمكة,ب+_مكة,مَكَّة,B-LOC,noun_prop
في,في,فِي,O,prep
السر,السر,سِرّ,O,noun
المكتوم,المكتوم,مَكْتُوم,O,adj
وغيره,و+_غيره,غَيْر,O,noun
.,.,.,O,punc
سقط,سقط,سَقَط,O,verb
*,*,*,O,punc
ولد,ولد,وَلَد,O,verb
في,في,فِي,O,prep
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وثمانمائة,و+_ثمانمائة,ثَمانِمائَة,O,noun
وقرا,و+_قرآ,قَرَأ,B-LOC,verb
المحرر,المحرر,مُحَرَّر,O,noun
،,،,،,O,punc
وقدم,و+_قدم,قَدَّم,O,verb
حلب,حلب,حَلَب,B-LOC,noun_prop
ثم,ثم,ثُمَّ,O,adv
دخل,دخل,دَخَل,O,verb
الروم,الروم,رُوم,B-ORG,noun_prop
ثم,ثم,ثُمَّ,O,adv
القاهرة,القاهرة,قاهِرَة,B-LOC,noun_prop
فقطنها,ف+_قطنها,قُطْن,B-LOC,noun
ونزل,و+_نزل,نَزَل,O,verb
البرقوقية,البرقوقية,بَرْقُوقِيّ,B-LOC,adj
منها,منها,مِن,O,prep
وحضر,و+_حضر,حَضَر,O,verb
عند,عند,عِنْد,O,noun
العز,العز,عِزّ,B-PERS,noun
عبد,عبد,عَبْد,I-PERS,noun_prop
السلام,السلام,سَلام,I-PERS,noun
البغدادي,البغدادي,بَغْدادِيّ,I-PERS,adj
وابن,و+_ابن,ٱِبْن,B-PERS,noun
البلقيني,البلقيني,البلقيني,I-PERS,noun_prop
،,،,،,O,punc
وسمع,و+_سمع,سَمِع,O,verb
على,على,عَلَى,O,prep
شيخنا,شيخنا,شَيْخ,O,noun
واختص,و+_أختص,ٱِخْتَصّ,O,verb
بالكمال,ب+_الكمال,كَمال,O,noun
امام,أمام,أَمام,O,noun
الكاملية,الكاملية,الكامليه,B-PERS,noun_prop
بحيث,ب+_حيث,حَيْثُ,O,conj
لزم,لزم,لَزِم,O,verb
الاقامة,الإقامة,إِقامَة,O,noun
عنده,عنده,عِنْد,O,noun
وهجر,و+_هجر,هَجَر,O,verb
من,من,مِن,O,prep
عداه,عداه,عَدا,O,verb
،,،,،,O,punc
واستمر,و+_استمر,ٱِسْتَمَرّ,O,verb
على,على,عَلَى,O,prep
ذلك,ذلك,ذٰلِكَ,O,pron_dem
حتى,حتى,حَتَّى,O,prep
مات,مات,مات,O,verb
في,في,فِي,O,prep
صفر,صفر,صِفْر,O,noun
سنة,سنة,سَنَة,O,noun
ثلاث,ثلاث,ثَلاث,O,adj
وخمسين,و+_خمسين,خَمْس,O,noun
بالطاعون,ب+_الطاعون,طاعُون,O,noun
،,،,،,O,punc
وكان,و+_كان,كان,O,verb
دينا,دينا,دِينا,O,noun_prop
متقشفا,متقشفا,مُتَقَشِّف,O,noun
طارحا,طارحا,طارَح,O,verb
للتكلف,ل+_التكلف,تَكَلُّف,O,noun
متواضعا,متواضعا,مُتَواضِع,O,adj
ورعا,ورعا,وَرَع,O,noun
رحمه,رحمه,رَحِم,O,verb
الله,الله,اللَّه,B-MISC,noun_prop
وايانا,و+_إيانا,إِيّا,O,part
.,.,.,O,punc
