token,tokenized,lemma,ne_label,pos
علي,على,عَلَى,B-PERS,prep
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
فرح,فرح,فَرَح,I-PERS,noun_prop
الطبري,الطبري,طَبَرِيّ,I-PERS,adj
مولاهم,مولاهم,مَوَّل,O,verb
الكي,الكي,كَيّ,O,noun
شيخ,شيخ,شَيْخ,O,noun
الفراشين,الفراشين,الفراشين,O,noun_prop
بها,بها,بِ,O,prep
تلقاها,تلقاها,تَلَقَّى,O,verb
عن,عن,عَن,O,prep
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
اليماني,اليماني,يَمانِيّ,I-PERS,adj
الكتبي,الكتبي,كُتُبِيّ,I-PERS,noun
واستمر,و+_استمر,ٱِسْتَمَرّ,O,verb
حتى,حتى,حَتَّى,O,prep
مات,مات,مات,O,verb
في,في,فِي,O,prep
شوال,شوال,شُوال,O,noun
سنة,سنة,سَنَة,O,noun
ست,ست,سِتّ,O,noun
واربعين,و+_أربعين,أَرْبَع,O,noun
كما,كما,كَما,O,conj
ارخه,أرخه,رَخِي,O,verb
ابن,ابن,ٱِبْن,B-PERS,noun_prop
فهد,فهد,فَهْد,I-PERS,noun_prop
فتلقاها,ف+_تلقاها,تَلَقَّى,O,verb
عنه,عنه,عَن,O,prep
محمد,محمد,مُحَمَّد,B-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
احمد,أحمد,أَحْمَد,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
عبد,عبد,عَبْد,I-PERS,noun_prop
العزيز,العزيز,عَزِيز,I-PERS,noun_prop
الملقب,الملقب,مُلَقَّب,O,adj
بيسق,بيسق,بيسق,B-PERS,noun_prop
.,.,.,O,punc
وكان,و+_كان,كان,O,verb
ساكنا,ساكنا,ساكِن,O,adj
مباركا,مباركا,مُبارَك,O,noun
نجارا,نجارا,نُجار,O,noun
يعمل,يعمل,عَمِل,O,verb
بداره,ب+_داره,دار,O,noun
الصناديق,الصناديق,صُنْدُوق,O,noun
لذوي,ل+_ذوي,ذُو,O,noun
حسن,حسن,حَسَن,O,noun_prop
،,،,،,O,punc
وهو,و+_هو,هُوَ,O,pron
ممن,ممن,مِن,O,prep
سمع,سمع,سَمِع,O,verb
على,على,عَلَى,O,prep
التقي,التقى,ٱِلْتَقَى,B-PERS,verb
بن,بن,بِن,I-PERS,noun_prop
فهد,فهد,فَهْد,I-PERS,noun_prop
من,من,مِن,O,prep
اخر,آخر,آخَر,O,adj
الشفا,الشفا,شَفاً,O,noun
سنة,سنة,سَنَة,O,noun
تسع,تسع,تِسْع,O,adj
وثلاثين,و+_ثلاثين,ثَلاث,O,noun
وجده,وجده,وَجَد,O,verb
فرج,فرج,فَرَج,B-PERS,noun_prop
عتيق,عتيق,عَتِيق,I-PERS,adj
الخطيب,الخطيب,خَطِيب,I-PERS,noun_prop
تقي,تقي,تَقِيّ,B-PERS,adj
الدين,الدين,دِين,I-PERS,noun
عبد,عبد,عَبْد,I-PERS,noun_prop
الله,الله,اللَّه,I-PERS,noun_prop
بن,بن,بِن,I-PERS,noun_prop
الحافظ,الحافظ,حافِظ,I-PERS,noun_prop
محب,محب,مُحِبّ,O,noun
الدين,الدين,دِين,O,noun
.,.,.,O,punc
