year,month,month_str,day,category,match,place
36.0,,,,death, الله عليه وسلم حرك راسه ويزعم من يرد علينا من هناك ان خبره لشهرته قطعي وانه مات في حدود سنة ست وثلاثين,
43.0,,,,, وانه باق الى تاريخه سنة ثلاث واربعين,
,,,,death, ذكره المقريزي في عقوده هكذا بل نقل عن بعضهم انه مات من مدة تزيد على اربعمائة سنة,
836.0,,,,birth, ولد في سنة ست وثلاثين وثمانمائة,
88.0,8.0,شعبان,13.0,, مرة ولم ينفك عن تجاهره وطريقته حتى عدي عليه ليلا وهو نائم في بيته من درب طاز ليلة الثلاثاء ثالث عشر شعبان سنة ثمان وثمانين,
32.0,,,,birth, ولد في سنة اثنتين وثلاثين بباب,باب
81.0,,,,, له ذكر في ابيه وانه كان في سنة احدى وثمانين,
71.0,,,,birth, ومولده سنة احدى وسبعين بدمياط,دمياط
97.0,,,,, وقد تردد لي في القاهرة وكتب بعض تصانيفي ثم لازمني بمكة في سنة سبع وتسعين,
57.0,6.0,جمادى الاخرة,,death, مات في جمادى الاخرة سنة سبع وخمسين بالليث,الليث
846.0,8.0,شعبان,17.0,birth, ولد في سابع عشري شعبان سنة ست واربعين وثمانمائة بالقرب,القرب
78.0,,,,, وحج في سنة ثمان وسبعين,
92.0,,,,, ثم في سنة اثنتين وتسعين,
715.0,,,,birth, ولد سنة خمس عشرة وسبعمائة,
4.0,,,,death, مات في سنة اربع,
3.0,,,,, وكانت لهما اخت عاشت الى سنة ثلاث,
59.0,2.0,صفر,,death, مات في صفر سنة تسع وخمسين,
37.0,12.0,ذي الحجة,,death, مات في مستهل ذي الحجة سنة سبع وثلاثين,
64.0,,,,birth, ولد سنة اربع وستين,
96.0,,,,samia, وحج ودخل دمشق وحضر عند التقي بن قاضي عجلون ثم القاهرة وسمع مني وعلي في سنة ست وتسعين,
861.0,6.0,جمادى الثانية,16.0,birth, ولد في يوم الخميس سادس عشري جمادى الثانية سنة احدى وستين وثمانمائة بدرب,درب
97.0,,,,, ثم حج بها في سنة سبع وتسعين,
10.0,12.0,ذي الحجة,,, العباس ابن ابي سالم وملكها فلم يزل ابو فارس يعمل عليه حتى انفض عنه جمعه وقبض عليه فقتله في ذي الحجة سنة عشر,
66.0,2.0,صفر,,, توفي في صفر سنة ست وستين,
89.0,,,,, وحج في سنة تسع وثمانين,
22.0,,,,death, مات في سنة اثنتين وعشرين,
42.0,,,,death, مات في سنة اثنتين واربعين بعد,عد
45.0,3.0,ربيع الاول,,death, مات في مستهل ربيع الاول سنة خمس واربعين بعد,عد
97.0,,,,, قدم مصر في سنة سبع وتسعين,
805.0,,,,samia, وحج فسمع من ابراهيم بن فرحون من الشفا بسماعه من الزبير بن علي الاسواني ثم حج في سنة خمس وثمانمائة,
