year,month,month_str,day,category,match,place
88.0,6,جمادى الثانية,,death, مات في جمادى الثانية سنة ثمان وثمانين,
37.0,10,شوال,,death, مات بها في شوال سنة سبع وثلاثين,
88.0,,,,death, مات بمكة ايضا في سنة ثمان وثمانين,
,,,10.0,, كان متعبدا وفيه سماح وكرم نفس وبلغنا ما معناه انه دخل بلاد العجم وجال فيها نحو اربع عشرة سنة,
26.0,6,جمادى الاخرة,,, بها جماعة صالحين ونال بها برا طالا الى ان ادركه الاجل بتعز بعد قدومه اليها من مكة بقليل في جمادى الاخرة سنة ست وعشرين,
81.0,12,ذي الحجة,7.0,death, مات في ليلة سابع ذي الحجة سنة احدى وثمانين,
838.0,,,,birth, ولد سنة ثمان وثلاثين وثمانمائة,
61.0,6,جمادى الاخرة,,, القران وبعض الرسالة لابن ابي زيد على مذهب والده ثم تحول شافعيا وحفظ المنهاج وعرضه في جمادى الاخرة ورجب سنة احدى وستين,
64.0,,,,, عندي في الاملاء وتردد لكل من عبد الرحيم الابناسي وابن قاسم وغيرهما ومهر وتميز واذن له ابن الخلال في سنة اربع وستين,
69.0,,,,, وحج غير مرة اولها في سنة تسع وستين,
92.0,,,,death, ابن طاهر وتبضع من هناك وركب البحر راجعا راجيا الاستشراف على وفاء دينه فمات على ظهر البحر في اثناء سنة اثنتين وتسعين,
6.0,3,ربيع الاول,,death, ومات في ربيع الاول سنة ست,
6.0,3,ربيع الاول,7.0,death, مات في ليلة الاربعاء سابع ربيع الاول سنة ست بفالج,فالج
65.0,,,,, وعرض بعض محفوظاته في سنة خمس وستين,
20.0,10,شوال,,death, ثم سكن القاهرة بعد الثمانين واستمر بها حتى مات في شوال سنة عشرين,
,,,,, قلت في سنة,
11.0,,,,, وارخ كتابته له في سنة احدى عشرة,
,,,,, وحج سنة,
770.0,,,,birth, ولد سنة سبعين وسبعمائة,
38.0,,,,laqiya, لقيه ابن فهد والبقاعي في سنة ثمان وثلاثين بدمياط,دمياط
2.0,11,ذي القعدة,16.0,death, مات بدمياط في سادس عشري ذي القعدة سنة اثنتين,
846.0,,,,birth, ولد في سنة ست واربعين وثمانمائة,
750.0,,,,birth, ولد سنة خمسين وسبعمائة بارعات,ارعات
68.0,,,,samia, السبكي وكان يذكر انه سمع منه الكثير وسمع من ابي محمد عبد الرحيم بن غنائم بن اسماعيل التدمري في سنة ثمان وستين,
40.0,3,ربيع الاول,,death, مات في يوم الجمعة منتصف ربيع الاول سنة اربعين بدمشق,دمشق
75.0,6,جمادى الاخرة,,death, وكان خيرا خج وجاور ثم عاد فبمجرد وصوله لمنزله مات وذلك في مستهل جمادى الاخرة سنة خمس وسبعين,
48.0,7,رجب,,birth, ولد في منتصف رجب سنة ثمان واربعين,
63.0,,,,, وثانمائة بدمياط ونشا بها فحفظ القران والمنهاج والتمهيد للاسنوي والفية ابن ملك وفصيح ثعلب واخذ عن ابيه وحج في سنة ثلاث وستين,
85.0,8,شعبان,,, مع التنبيه في التقسيم بل تفهم منه المنهاج الاصلي والفية النحو واذن له في الافتاء والتدريس وارخ ذلك بشعبان سنة خمس وثمانين,
95.0,,,,, وال امره الى ان رغب عن الخطابة للخطيب الوزيري ثم سافر في اثناء سنة خمس وتسعين,
806.0,,,,birth, ولد في سنة ست وثمانمائة,
35.0,End of,اخر,,, الفقه والعربية والحساب على ابي العباس الحلفاني واخيه عبد العزيز قاضيها واخرين ثم انتقل صحبته ايضا الى فاس في سنة خمس وثلاثين,
40.0,,,,, فاقام بها اشهرا اجتمع فيها بعبد الله العبدوسي وغيره وكذا دخل صحبته ايضا تلمسان في اول سنة اربعين,
40.0,End of,اخر,,laqiya, اشهر اجتمع فيها بمحمد بن مرزوق وابي القسم العقباني وابي الفضل بن الامام واخرين ولقي بتونس حين دخلها في سنة اربعين,
40.0,End of,اخر,,, ابا القسم البرزلي وغيره وبطرابلس يحيى القدسي وبالقاهرة في اواخر سنة اربعين,
41.0,,,,, ودخل مكة في موسم سنة احدى واربعين,
2.0,,,,, ثم سافر منها الى المدينة فجاور بها الى اثناء سنة اثنتين,
63.0,4,ربيع الاخر,18.0,death, مات بمكة في ضحى يوم الاحد ثامن عشري ربيع الاخر سنة ثلاث وستين,
85.0,8,شعبان,12.0,death, مات بعد تعلله مدة واصيب اما باكلة او بقرحة جمرة او نحو ذلك لسبب ازعجه في ليلة الخميس ثاني عشري شعبان سنة خمس وثمانين,
,,,,, عن ثلاث وستين سنة,
801.0,,,,birth, ولد بككجة كي من بلاد صروخان من ديار ابن عثمان الروم قبل التسعين وسبعمائة تقريبا ومن قال سنة احدى وثمانمائة,
42.0,5,جمادى الاولى,,istaqara, واستقر به ابوه في مشيخة زاوية الاشرف شعبان بعد عزل حسن العجمي في جمادى الاولى سنة اثنتين واربعين,
58.0,,,,, ثم في مشيخة التدريس بتربته عوضا عن العلاء الرومي ثم الاشرف اينال سنة ثمان وخمسين,
42.0,,,,, بالشيخ الامام الاوحد الفاضل البارع جمال المدرسين مفيد الطالبين واذن له في روايته عنه مع جميع مروياته وذلك في سنة اثنتين واربعين,
79.0,1,محرم,,, ولم يزل على جلالته ووجاهته الى ان ابتدا به المرض في اوائل المحرم سنة تسع وسبعين بالزحير,الزحير
,,,,birth, ولد بصالحية دمشق سنة بضع,ضع
82.0,,,,, وقدم القاهرة في سنة اثنتين وثمانين,
749.0,,,,, المقريزي في عقوده وحكى عنه عن التقي عبد الله بن جملة ان شخصا سماه لما حدث الوباء الكبير في سنة تسع واربعين وسبعمائة,
,,,10.0,, قائلا يقول له في هذه الليلة كان انقضاء عمرك الا ان الله قد زاد في عمرك لما فعلت ست عشرة سنة,
20.0,11,ذي القعدة,,death, مات بالقاهرة في ذي القعدة سنة عشرين,
14.0,,,,death, مات في سلخ سنة اربع عشرة,
97.0,,,,, وقد جاور في سنة سبع وتسعين بالمدينة,المدينة
15.0,,,,samia, سمع على الزين المراغي في سنة خمس عشرة,
3.0,7,رجب,,death, مات في رجب سنة ثلاث بعد,عد
