year,month,month_str,day,category,match,place
742.0,,,,birth, ولد في اوائل سنة اثنتين واربعين وسبعمائة,
,End of,اخر,,samia, عبد المعطي والكمال محمد بن عمر بن حبيب في اخرين كالعفيف المطري بالمدينة ومما سمعه على الاول الترمذي في سنة,
86.0,4,ربيع الاخر,,, طرزه به من التتمات والخاتمات والنكت البديعة واول ما ابتدا من المساقاة بناء على قطعة شيخه الاسنوي فانتهى في ربيع الاخر سنة ست وثمانين,
22.0,,,,, مدخول لغيره ان لم تكن جميعها لما فيها من المناكير وقد جردها بعضهم بل اختصر الاصل التقي الفاسي في سنة اثنتين وعشرين,
762.0,,,,birth, الصنهاجي المكية وولدت له ام حبيبة وام سلمة وعبد الرحمن واول قدماته اليها على ما اخبرت عنه في موسم سنة اثنتين وستين وسبعمائة,
68.0,,,,, وجاور بها حتى حج في التي بعدها ثم جاور بها ايضا في سنة ثمان وستين,
72.0,7,رجب,,, قدمها مع الرجبية فدام حتى حد ثم قدمها في سنة اثنتين وسبعين,
75.0,,,,, ثم قدم مكة في موسم سنة خمس وسبعين,
80.0,,,,, فاقام بها حتى حج التي تليها وفيها تاهل بمكة فيما احسب ثم قدمها في موسم سنة ثمانين,
99.0,,,,, واقام بها حتى حج في التي بعدها ثم قدمها في سنة تسع وتسعين,
8.0,5,جمادى الاولى,3.0,death, حتى مات في ثالث جمادى الاولى سنة ثمان,
