year,month,month_str,day,category,match,place
775,End of,اخر,,birth, ولد في اواخر سنة خمس وسبعين وسبعمائة بالمدينة,المدينة
86,,,,, وعرض في سنة ست وثمانين,
710,,,,birth, بعدها على شيوخ بلده والقادمين عليها وغيرهم فمن عرض عليه محمد بن احمد الشافعي بن الظاهري وقال ان مولده سنة عشر وسبعمائة,
93,,,,samia, وناصر الدين بن الميلق واجاز له وكان ممن عرض عليه البلقيني وابن الملقن والابناسي بل سمع عليهم وذلك في سنة ثلاث وتسعين,
99,,,,, واللتين بعدها في رحلته مع ابيه الى القاهرة وقد دخلها ايضا في اثناء سنة تسع وتسعين,
95,,,,qaraa, والزفتاوي وابن الفصيح والفرسيسي والغماري والنجم احمد بن الكشك القاضي وستيتة ابنة ابن غالي وقرا على الكمال الدميري فيها سنة خمس وتسعين,
800,,,,, وتكرر دخوله لها واول مراته سنة ثمانمائة,
44,,,,, وجاور بها عدة سنين ثم قطنها من سنة اربع واربعين,
802,,,,, ودخل اليمن مرارا اولها في سنة اثنتين وثمانمائة,
5,,,,, واستمر باليمن الى انتهاء سنة خمس,
96,,,,ijaza, واجاز له في سنة ست وتسعين,
44,,,,, ولم يلبث ان قتل اخوه الكمال المذكور قبله فكان ذلك سبب انتقاله لمكة واستيطانه اياها من سنة اربع واربعين,
50,,,,, وولي بها مشيخة التصوف بالخانقاة الزمامية بعد موت شيخها احمد الواعظ في سنة خمسين,
57,,,,, ثم مشيخة الصوفية بالجمالية مع اسماع الحديث اول ما انشئت في سنة سبع وخمسين,
59,1,محرم,16.0,death, ولم يزل على اوصافه حتى مات وهو ممتع بحواسه شهيدا بالبطن بمكة في ليلة الاحد سادس عشر المحرم سنة تسع وخمسين,
