year,month,month_str,day,category,match,place
762.0,12.0,ذي الحجة,3.0,birth, ولد في سحر يوم الاثنين ثالث ذي الحجة سنة اثنتين وستين وسبعمائة بالقاهرة,القاهرة
65.0,,,,, ورحل اول ما طعن في الثالثة سنة خمس وستين,
68.0,,,,, وكذا ارتحل مع ابيه الى مكة والمدينة غير مرة ترافق مع والده في اولها وكانت سنة ثمان وستين,
,,,,, وناب القضاء عن العماد احمد بن عيسى الكركي في سنة,
,,,20.0,, بعده واضيف اليه في بعض الاوقات قضاء منوف وعملها وغير ذلك وسار فيه سيرة حسنة واستمر في النيابة نحو عشرين سنة,
22.0,,,,, عن ذلك وفرغ نفسه للافتاء والتدريس والتصنيف وكذا الاملاء بعد موت والده بالديار المصرية بل وبمكة حين حج في سنة اثنتين وعشرين,
824.0,10.0,شوال,,, الزين رضوان للاول والشرف المناوي للثني الى ان خطبه الظاهر ططر بغير سؤال الى قضاء الديار المصرية في منتصف شوال سنة اربع وعشرين وثمانمائة,
,,,,, ووافقه على الامر الذي كان غضب بسببه حتى كان ذلك سببا للتمادي والممالاة عليه في صرفه فكانت مدة ولايته سنة,
,,,,death, على ملاحظة الامور الدنيوية ولزم طريقته قبل في الانجماع على العلم وافادته وتصنيفه واسماعه الى ان مات قبل استكمال سنة,
26.0,8.0,شعبان,17.0,, من صرفه مبطونا شهيدا اخر يوم الخميس سابع عشري شعبان سنة ست وعشرين,
810.0,10.0,شوال,,samia, وسمع عليه ومن لفظه قال وكان مجلس الاملاء قد انقطع بعد موت ابيه الى ان شرع فيه من ابتداء شوال سنة عشر وثمانمائة,
,,,,, مع قلة العمل اصح من حديث من بكر وابتكر وغسل واغتسل ودنا وانصت كان له بكل خطوة يمشيها كفارة سنة,
783.0,,,,, الحديث بل اعلى من هذا ايضا ان الشرف يعقوب المغربي المنوفي في سنة ثلاث وثمانين وسبعمائة,
,,,,, والذيل على ذيل والده على الوفيات للحافظ ابي الحسين بن ايبك افتتحه من سنة,
786.0,,,,birth, مولده وقفت منه على نحو مجلد لطيف ينتهي الى سنة ست وثمانين وسبعمائة,
93.0,,,,, وقال التقي الفاسي انه وقف منه الى سنة ثلاث وتسعين,
95.0,,,,qaraa, الى غير ذلك مما انتشر كثير منه وحمله عنه الائمة وكان ممن قرا عليه مبهماته في سنة خمس وتسعين,
